car_trip_id,transit_trip_id,car_trip_sequence,car_pos_sequence,car_destination_time,transit_trip_sequence,transit_pos_sequence,transit_destination_time,car_arrival_time_transit_stop,integration_distance,shared_distance,destinations_distance
6078093_3_1,6036477_2_1,1,1,2010-05-17 09:02:30.000000,1,1,2010-05-17 09:20:03.000000,2010-05-17 08:46:17.000001,2217.168,6134.781,13288.071
6078093_3_1,6036477_2_1,1,1,2010-05-17 09:00:08.000000,1,2,2010-05-17 09:18:03.000000,2010-05-17 08:45:59.000001,2190.729,5564.183,13288.071
6078093_3_1,6036477_2_1,1,1,2010-05-17 09:01:07.000001,1,3,2010-05-17 09:19:03.000000,2010-05-17 08:47:08.999999,2921.995,5416.587,13288.071
6078093_3_1,6036477_2_1,1,1,2010-05-17 09:01:24.999999,1,4,2010-05-17 09:19:03.000000,2010-05-17 08:47:27.000000,2945.9,5440.492,13288.071
6078093_3_1,6036477_2_1,1,1,2010-05-17 09:01:24.999999,2,1,2010-05-17 09:19:03.000000,2010-05-17 08:47:27.000000,2945.9,5440.492,13288.071
6078093_3_1,6036477_2_1,1,1,2010-05-17 08:57:12.000001,2,2,2010-05-17 09:15:03.000000,2010-05-17 08:46:57.000000,2743.108,4480.642,13288.071
6078093_3_1,6036477_2_1,1,1,2010-05-17 08:55:09.000001,2,3,2010-05-17 09:13:03.000000,2010-05-17 08:46:04.000001,2616.88,3800.887,13288.071
6078093_3_1,6036759_2_1,1,1,2010-05-17 08:58:30.000000,2,2,2010-05-17 09:06:05.000001,2010-05-17 08:47:31.000000,3268.686,4731.905,2266.08
6078093_3_1,6036759_2_1,1,1,2010-05-17 08:56:15.000001,2,3,2010-05-17 09:04:05.000001,2010-05-17 08:46:21.000001,2759.244,4220.109,2266.08
6029304_3_3,6060175_1_2,1,1,2010-06-11 15:21:48.000000,1,1,2010-06-11 15:39:49.999998,2010-06-11 15:10:17.000001,2364.175,4016.392,12767.552
6029304_3_3,6060175_1_2,1,1,2010-06-11 15:21:29.000001,1,2,2010-06-11 15:39:49.999998,2010-06-11 15:10:19.999999,2398.23,3982.337,12767.552
6029304_3_3,6060175_1_2,1,1,2010-06-11 15:22:58.000001,1,3,2010-06-11 15:40:49.999998,2010-06-11 15:11:38.999999,2707.45,4136.493,12767.552
6029304_3_3,6060175_1_2,1,1,2010-06-11 15:24:29.999998,1,4,2010-06-11 15:42:49.999998,2010-06-11 15:12:04.000000,2941.506,4320.765,12767.552
6029304_3_3,6060175_1_2,1,1,2010-06-11 15:23:42.000000,1,5,2010-06-11 15:41:49.999998,2010-06-11 15:11:42.000000,2866.122,4396.149,12767.552
6029304_3_3,6060175_1_2,1,1,2010-06-11 15:25:14.999999,1,6,2010-06-11 15:43:49.999998,2010-06-11 15:11:56.000000,2905.059,4360.481,12767.552
6029304_3_3,6060175_1_2,1,1,2010-06-11 15:26:02.999999,1,7,2010-06-11 15:44:49.999998,2010-06-11 15:12:13.000001,2971.129,4294.411,12767.552
6029304_3_3,6060175_1_2,1,1,2010-06-11 15:26:02.999999,2,1,2010-06-11 15:44:49.999998,2010-06-11 15:12:13.000001,2971.129,4294.411,12767.552
6029304_3_3,6060175_1_2,1,1,2010-06-11 15:20:41.000000,2,2,2010-06-11 15:38:49.999998,2010-06-11 15:07:46.000001,2101.658,5337.578,12767.552
6029304_3_3,6060175_1_2,1,1,2010-06-11 15:20:28.000002,2,3,2010-06-11 15:38:49.999998,2010-06-11 15:05:04.999999,1511.05,5927.851,12767.552
6029304_3_3,6060175_1_2,1,1,2010-06-11 15:25:58.999998,2,4,2010-06-11 15:43:49.999998,2010-06-11 15:07:42.000002,1862.537,6662.169,12767.552
6029304_3_3,6060175_1_2,1,1,2010-06-11 15:23:11.999999,2,7,2010-06-11 15:41:49.999998,2010-06-11 15:09:00.000001,2005.251,7030.921,12767.552
6140592_1_2,6140897_1_5,1,1,2010-11-19 19:44:56.000000,3,4,2010-11-19 19:35:17.000000,2010-11-19 19:31:07.000000,242.531,82.879,2374.093
6072815_1_6,6073440_1_1,1,1,2010-06-22 09:45:21.000000,2,7,2010-06-22 09:51:31.000000,2010-06-22 09:33:51.000001,972.152,3425.618,1549.526
6072815_1_6,6073440_1_1,1,1,2010-06-22 09:42:26.000000,2,8,2010-06-22 09:48:31.000000,2010-06-22 09:31:36.999999,329.133,2736.079,1549.526
6072815_1_6,6073440_1_1,1,1,2010-06-22 09:42:36.000000,2,9,2010-06-22 09:48:31.000000,2010-06-22 09:34:27.000001,1168.613,1896.596,1549.526
6072815_1_6,6073440_1_1,1,1,2010-06-22 09:43:02.000000,2,10,2010-06-22 09:49:31.000000,2010-06-22 09:37:01.000000,1773.991,1291.218,1549.526
6072815_1_6,6073440_1_1,1,1,2010-06-22 09:44:39.000000,2,11,2010-06-22 09:50:31.000000,2010-06-22 09:41:29.000000,2578.64,804.84,1549.526
6072815_1_6,6029102_2_1,1,1,2010-06-22 09:43:58.000000,2,2,2010-06-22 09:47:11.000000,2010-06-22 09:32:35.999999,591.554,3336.722,1060.236
6072815_1_6,6029102_2_1,1,1,2010-06-22 09:43:59.999999,2,3,2010-06-22 09:47:11.000000,2010-06-22 09:35:48.000000,1279.362,2648.104,1060.236
6072815_1_6,6029102_2_1,1,1,2010-06-22 09:44:51.000001,2,4,2010-06-22 09:48:11.000000,2010-06-22 09:38:53.999999,2074.974,1932.489,1060.236
6072815_1_6,6051278_2_1,1,1,2010-06-22 09:41:59.000000,2,9,2010-06-22 09:44:18.000000,2010-06-22 09:39:59.000000,2363.569,705.708,636.943
6072815_1_6,6051278_2_1,1,1,2010-06-22 09:42:13.000000,2,10,2010-06-22 09:45:18.000000,2010-06-22 09:42:45.000000,2987.228,82.049,636.943
6072815_1_6,6051278_2_1,1,1,2010-06-22 09:42:13.000000,3,1,2010-06-22 09:45:18.000000,2010-06-22 09:42:45.000000,2987.228,82.049,636.943
6072815_1_5,6029102_1_1,1,1,2010-06-22 08:54:38.999999,2,2,2010-06-22 09:10:14.999999,2010-06-22 08:50:21.000000,1070.736,1172.849,3706.22
6072815_1_5,6029102_1_1,1,1,2010-06-22 08:53:20.999999,2,3,2010-06-22 09:09:14.999999,2010-06-22 08:46:46.000000,396.175,1843.384,3706.22
6072815_1_3,6139733_2_2,1,1,2010-06-22 19:16:03.000000,1,2,2010-06-22 19:34:53.000001,2010-06-22 19:15:16.000000,155.726,355.263,11041.772
6072815_1_3,6058659_1_2,1,1,2010-06-22 19:16:03.000000,1,2,2010-06-22 19:34:53.000001,2010-06-22 19:15:16.000000,155.726,355.263,11041.772
6072815_1_3,6012497_1_2,1,1,2010-06-22 19:16:03.000000,1,2,2010-06-22 19:36:06.000000,2010-06-22 19:15:16.000000,155.726,355.263,12826.055
6070396_1_5,6085384_2_4,1,1,2010-06-11 20:47:18.000000,1,2,2010-06-11 21:10:19.999998,2010-06-11 20:28:01.000000,3482.128,15071.06,21538.393
6070396_1_5,6085384_2_4,1,1,2010-06-11 20:47:18.000000,2,1,2010-06-11 21:10:19.999998,2010-06-11 20:28:01.000000,3482.128,15071.06,21538.393
6070396_1_5,6036806_1_3,1,1,2010-06-11 20:37:43.000000,2,4,2010-06-11 20:48:55.000001,2010-06-11 20:31:52.000001,7373.29,5154.799,6325.599
6070396_1_5,6036806_1_3,1,1,2010-06-11 20:35:58.000001,2,5,2010-06-11 20:46:55.000001,2010-06-11 20:30:32.999999,6947.333,5011.538,6325.599
6070396_1_5,6036806_1_3,1,1,2010-06-11 20:36:05.000000,2,6,2010-06-11 20:47:55.000001,2010-06-11 20:29:14.000000,6387.706,5528.33,6325.599
6070396_1_5,6036806_1_3,1,1,2010-06-11 20:35:26.999999,2,7,2010-06-11 20:46:55.000001,2010-06-11 20:26:52.999999,5558.1,6357.936,6325.599
6070396_1_5,6036806_1_3,1,1,2010-06-11 20:36:57.999998,2,8,2010-06-11 20:47:55.000001,2010-06-11 20:26:03.999998,5163.02,6905.968,6325.599
6070396_1_5,6036806_1_3,1,1,2010-06-11 20:43:08.999999,2,9,2010-06-11 20:34:50.999997,2010-06-11 20:24:58.000000,4689.46,4393.681,6079.254
6070396_1_5,6036806_1_3,1,1,2010-06-11 20:44:08.999999,2,10,2010-06-11 20:35:06.000001,2010-06-11 20:23:33.000000,4161.535,3922.745,6079.254
6070396_1_5,6036806_1_3,1,1,2010-06-11 20:46:08.999999,2,11,2010-06-11 20:37:08.000001,2010-06-11 20:19:58.000000,2888.926,3673.111,6079.254
6070396_1_5,6036806_1_3,1,1,2010-06-11 20:46:08.999999,2,12,2010-06-11 20:37:15.000000,2010-06-11 20:23:11.000001,4082.9,3526.21,6079.254
6070396_1_5,6036806_1_3,1,1,2010-06-11 20:46:08.999999,3,1,2010-06-11 20:37:15.000000,2010-06-11 20:23:11.000001,4082.9,3526.21,6079.254
6070396_1_5,6036806_1_3,1,1,2010-06-11 20:46:08.999999,3,2,2010-06-11 20:37:53.000001,2010-06-11 20:22:43.999999,3730.369,3455.225,6079.254
6070396_1_5,6036806_1_3,1,1,2010-06-11 20:49:08.999999,3,3,2010-06-11 20:40:19.000000,2010-06-11 20:22:53.999999,3742.16,3569.971,6079.254
6070396_1_5,6036806_1_3,1,1,2010-06-11 20:49:08.999999,3,4,2010-06-11 20:40:39.000001,2010-06-11 20:22:47.999999,3764.633,3617.008,6079.254
6070396_1_5,6007521_2_4,1,1,2010-06-11 20:47:18.000000,1,2,2010-06-11 21:10:19.999998,2010-06-11 20:28:01.000000,3482.128,15071.06,21538.393
6070396_1_5,6007521_2_4,1,1,2010-06-11 20:47:18.000000,2,1,2010-06-11 21:10:19.999998,2010-06-11 20:28:01.000000,3482.128,15071.06,21538.393
6070396_1_5,6031229_2_1,1,1,2010-06-11 20:44:04.000003,1,1,2010-06-11 21:09:02.000000,2010-06-11 20:28:45.999999,9742.118,11173.392,16409.335
6070396_1_5,6031229_2_1,1,1,2010-06-11 20:48:45.999999,2,2,2010-06-11 21:13:02.000000,2010-06-11 20:31:11.000001,7057.291,12168.705,16409.335
6070396_1_5,6031229_2_1,1,1,2010-06-11 20:46:26.000000,2,3,2010-06-11 21:11:02.000000,2010-06-11 20:27:52.000001,6439.469,14344.084,16409.335
6070396_1_5,6031229_2_1,1,1,2010-06-11 20:43:14.000000,2,4,2010-06-11 21:08:02.000000,2010-06-11 20:26:41.000000,6059.981,13779.168,16409.335
6070396_1_5,6031229_2_1,1,1,2010-06-11 20:46:58.000000,2,5,2010-06-11 21:11:02.000000,2010-06-11 20:26:42.000000,3406.485,14518.128,16409.335
6070396_1_5,6031229_2_1,1,1,2010-06-11 20:47:28.000000,2,6,2010-06-11 21:12:02.000000,2010-06-11 20:24:34.000001,2909.88,15081.206,16409.335
6070396_1_5,6031229_2_1,1,1,2010-06-11 20:44:48.999999,2,7,2010-06-11 21:09:02.000000,2010-06-11 20:21:56.000000,2167.839,17644.873,16409.335
6070396_1_5,6031229_2_1,1,1,2010-06-11 20:46:39.000000,2,8,2010-06-11 21:11:02.000000,2010-06-11 20:23:04.000001,2293.832,11972.387,16409.335
6070396_1_5,6031229_2_1,1,1,2010-06-11 20:50:48.000001,2,9,2010-06-11 21:15:02.000000,2010-06-11 20:26:36.999999,3315.664,12542.636,16409.335
6027174_1_3,6038133_2_2,1,1,2010-05-26 13:24:46.000001,1,3,2010-05-26 13:29:14.000000,2010-05-26 13:19:47.999998,29184.13,1538.653,952.343
6027174_1_3,6038133_2_2,1,1,2010-05-26 13:24:46.000001,2,1,2010-05-26 13:29:14.000000,2010-05-26 13:19:47.999998,29184.13,1538.653,952.343
6027174_1_3,6038133_2_2,1,1,2010-05-26 13:22:49.000001,2,2,2010-05-26 13:27:14.000000,2010-05-26 13:19:30.999999,29263.551,923.175,952.343
6027174_1_3,6066571_2_1,1,1,2010-05-26 13:26:01.999999,1,4,2010-05-26 13:45:14.000000,2010-05-26 13:15:57.000000,27842.648,2406.062,3842.872
6027174_1_3,6026413_1_2,1,1,2010-05-26 13:24:46.000001,2,5,2010-05-26 13:29:56.000001,2010-05-26 13:19:47.999998,29184.13,1538.653,1194.911
6027174_1_3,6026413_1_2,1,1,2010-05-26 13:22:49.000001,2,6,2010-05-26 13:27:56.000001,2010-05-26 13:19:30.999999,29263.551,923.175,1194.911
6027174_1_3,6026413_1_2,1,1,2010-05-26 13:22:49.000001,3,1,2010-05-26 13:27:56.000001,2010-05-26 13:19:30.999999,29263.551,923.175,1194.911
6027174_1_3,6026413_1_2,1,1,2010-05-26 13:20:56.000000,3,2,2010-05-26 13:25:56.000001,2010-05-26 13:18:46.000000,29108.834,752.656,1194.911
6027174_1_3,6115622_2_2,1,1,2010-05-26 13:24:46.000001,1,3,2010-05-26 13:29:14.000000,2010-05-26 13:19:47.999998,29184.13,1538.653,952.343
6027174_1_3,6115622_2_2,1,1,2010-05-26 13:24:46.000001,2,1,2010-05-26 13:29:14.000000,2010-05-26 13:19:47.999998,29184.13,1538.653,952.343
6027174_1_3,6115622_2_2,1,1,2010-05-26 13:22:49.000001,2,2,2010-05-26 13:27:14.000000,2010-05-26 13:19:30.999999,29263.551,923.175,952.343
6027174_1_3,6023565_1_2,1,1,2010-05-26 13:26:30.000000,1,1,2010-05-26 14:03:57.999998,2010-05-26 13:12:38.000001,25558.377,5329.712,15628.005
6027174_1_3,6023565_1_2,1,1,2010-05-26 13:25:23.999998,1,2,2010-05-26 14:02:57.999998,2010-05-26 13:11:48.000001,25371.427,5320.836,15628.005
6027174_1_3,6023565_1_2,1,1,2010-05-26 13:25:39.000001,1,3,2010-05-26 14:02:57.999998,2010-05-26 13:11:19.000000,25205.484,5408.611,15628.005
6027174_1_3,6023565_1_2,1,1,2010-05-26 13:25:39.000001,2,1,2010-05-26 14:02:57.999998,2010-05-26 13:11:19.000000,25205.484,5408.611,15628.005
6027174_1_3,6023565_1_2,1,1,2010-05-26 13:26:16.000002,2,2,2010-05-26 14:03:57.999998,2010-05-26 13:10:35.000000,25285.426,5809.093,15628.005
6027174_1_3,6023565_1_2,1,1,2010-05-26 13:29:47.000001,2,3,2010-05-26 14:06:57.999998,2010-05-26 13:12:17.000000,24530.84,6632.116,15628.005
6027174_1_3,6023565_1_2,1,1,2010-05-26 13:51:26.000001,2,10,2010-05-26 13:14:39.999999,2010-05-26 13:05:56.000001,13146.224,2722.739,15590.146
6027174_1_3,6023565_1_2,1,1,2010-05-26 13:51:26.000001,3,1,2010-05-26 13:14:40.000000,2010-05-26 13:05:55.999999,13146.215,2722.73,15590.146
6027174_1_3,6023565_1_2,1,1,2010-05-26 13:52:26.000001,3,2,2010-05-26 13:15:23.999999,2010-05-26 13:05:40.000000,13051.819,2628.334,15590.146
6027174_1_3,6023565_1_2,1,1,2010-05-26 13:53:26.000001,3,3,2010-05-26 13:16:24.000001,2010-05-26 13:05:28.000001,13027.603,2641.638,15590.146
6027174_1_3,6023565_1_2,1,1,2010-05-26 13:53:26.000001,3,4,2010-05-26 13:16:30.000001,2010-05-26 13:05:26.999999,13017.641,2651.6,15590.146
6027174_1_3,6023565_1_2,1,1,2010-05-26 13:58:26.000001,4,1,2010-05-26 13:21:30.000001,2010-05-26 13:05:26.999999,13017.641,2651.6,15590.146
6027174_1_3,6023565_1_2,1,1,2010-05-26 13:56:26.000001,4,2,2010-05-26 13:19:28.000000,2010-05-26 13:07:13.999998,13224.278,1797.438,15590.146
6027174_1_3,6023565_1_2,1,1,2010-05-26 13:56:26.000001,4,3,2010-05-26 13:19:44.000001,2010-05-26 13:04:48.000000,13741.335,1181.28,15590.146
6027174_1_3,6023565_1_2,1,1,2010-05-26 13:56:26.000001,4,4,2010-05-26 13:19:33.000000,2010-05-26 13:03:38.999998,13363.227,577.109,15590.146
6027174_1_3,6023565_1_2,1,1,2010-05-26 13:58:26.000001,5,1,2010-05-26 13:21:33.000000,2010-05-26 13:03:38.999998,13363.227,577.108,15590.146
6027174_1_3,6026618_1_1,1,1,2010-05-26 13:26:01.999999,1,4,2010-05-26 13:45:14.000000,2010-05-26 13:15:57.000000,27842.648,2406.062,3842.872
6027174_1_3,6036575_1_4,1,1,2010-05-26 13:31:04.000000,2,5,2010-05-26 13:21:56.000001,2010-05-26 13:09:17.000000,26596.73,2167.224,2253.481
6027174_1_3,6036575_1_4,1,1,2010-05-26 13:30:04.000000,2,6,2010-05-26 13:20:37.000000,2010-05-26 13:09:25.000002,26598.903,1337.375,2253.481
6027174_1_3,6036575_1_4,1,1,2010-05-26 13:29:04.000000,2,7,2010-05-26 13:19:39.000000,2010-05-26 13:11:11.000001,26974.624,955.452,2253.481
6027174_1_3,6036575_1_4,1,1,2010-05-26 13:28:04.000000,2,8,2010-05-26 13:18:43.999999,2010-05-26 13:13:06.000001,27380.959,548.28,2253.481
6016933_1_3,6017425_1_2,1,1,2010-05-10 23:11:02.999999,1,1,2010-05-10 23:23:19.000000,2010-05-10 23:01:00.999999,4039.269,4394.441,8361.221
6016933_1_3,6017425_1_2,1,1,2010-05-10 23:11:58.999999,1,2,2010-05-10 23:23:19.000000,2010-05-10 23:01:14.999999,4191.808,4671.835,8361.221
6016933_1_3,6017425_1_2,1,1,2010-05-10 23:11:35.000000,1,3,2010-05-10 23:23:19.000000,2010-05-10 23:01:35.000000,4315.578,4377.208,8361.221
6016933_1_3,6017425_1_2,1,1,2010-05-10 23:11:35.000000,1,4,2010-05-10 23:23:19.000000,2010-05-10 23:01:40.999999,4317.684,4375.101,8361.221
6016933_1_3,6017425_1_2,1,1,2010-05-10 23:11:35.000000,2,1,2010-05-10 23:23:19.000000,2010-05-10 23:01:40.999999,4317.684,4375.101,8361.221
6016933_1_3,6017425_1_2,1,1,2010-05-10 23:11:48.000001,2,2,2010-05-10 23:23:19.000000,2010-05-10 23:01:23.000002,5579.803,2204.585,8361.221
6016933_1_3,6017425_1_2,1,1,2010-05-10 23:09:42.999999,2,3,2010-05-10 23:21:19.000000,2010-05-10 23:02:09.000000,6055.318,1131.402,8361.221
6036235_1_2,6042685_2_1,1,1,2010-05-25 12:55:08.000000,3,5,2010-05-25 13:12:44.000001,2010-05-25 12:49:35.000001,5318.719,1643.911,4662.417
6036235_1_2,6042685_2_1,1,1,2010-05-25 12:55:57.000000,3,7,2010-05-25 13:12:44.000001,2010-05-25 12:47:28.999999,3723.647,2501.97,4662.417
6036235_1_2,6041108_1_1,1,1,2010-05-25 12:55:08.000000,3,5,2010-05-25 13:12:44.000001,2010-05-25 12:49:35.000001,5318.719,1643.911,4662.417
6036235_1_2,6041108_1_1,1,1,2010-05-25 12:55:57.000000,3,7,2010-05-25 13:12:44.000001,2010-05-25 12:47:28.999999,3723.647,2501.97,4662.417
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:54:13.999999,1,1,2010-05-25 13:09:21.000001,2010-05-25 12:35:55.999999,1458.775,7370.763,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:52:45.999999,1,2,2010-05-25 13:07:21.000001,2010-05-25 12:34:23.000000,1202.64,7300.938,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:52:31.000000,1,3,2010-05-25 13:07:21.000001,2010-05-25 12:34:47.999999,1242.92,7260.658,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:49:59.999999,1,4,2010-05-25 13:04:21.000001,2010-05-25 12:32:31.000000,737.626,7208.067,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:50:38.000001,1,5,2010-05-25 13:05:21.000001,2010-05-25 12:33:08.000000,983.283,6962.41,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:50:38.000001,2,1,2010-05-25 13:05:21.000001,2010-05-25 12:33:08.000000,983.283,6962.41,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:50:19.000002,2,2,2010-05-25 13:05:21.000001,2010-05-25 12:34:40.000000,1267.403,6412.133,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:51:46.000001,2,3,2010-05-25 13:06:21.000001,2010-05-25 12:36:35.000000,1852.576,6108.197,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:51:45.999999,3,1,2010-05-25 13:06:21.000001,2010-05-25 12:36:35.000000,1852.576,6108.196,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:50:37.999999,3,2,2010-05-25 13:05:21.000001,2010-05-25 12:36:18.999999,1851.619,5816.361,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:52:53.999999,3,3,2010-05-25 13:07:21.000001,2010-05-25 12:38:39.999999,2226.121,5826.471,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:51:40.000000,3,4,2010-05-25 13:06:21.000001,2010-05-25 12:37:13.999999,2044.208,5777.798,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:51:38.000000,3,5,2010-05-25 13:06:21.000001,2010-05-25 12:37:21.000000,2058.403,5763.603,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:51:38.000000,4,1,2010-05-25 13:06:21.000001,2010-05-25 12:37:21.000000,2058.403,5763.603,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:51:40.000000,4,2,2010-05-25 13:06:21.000001,2010-05-25 12:40:41.999998,2623.434,5215.661,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:53:13.999999,4,3,2010-05-25 13:08:21.000001,2010-05-25 12:41:56.000000,3012.574,3464.9,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:55:10.000001,4,4,2010-05-25 13:10:21.000001,2010-05-25 12:44:41.999999,3579.774,3220.453,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:54:24.000000,4,5,2010-05-25 13:09:21.000001,2010-05-25 12:47:36.000000,4307.417,1917.926,6587.482
6036235_1_2,6041342_2_3,1,1,2010-05-25 12:53:45.999999,4,6,2010-05-25 13:08:21.000001,2010-05-25 12:49:18.999998,5204.427,1275.953,6587.482
6014718_1_2,6014261_1_2,1,1,2010-05-09 15:44:24.000001,2,9,2010-05-09 16:11:43.000000,2010-05-09 15:31:29.000000,4053.239,4797.947,8827.284
6089061_1_4,6065617_1_3,1,1,2010-06-20 18:14:28.000000,1,1,2010-06-20 18:27:40.000000,2010-06-20 18:07:04.999999,11501.766,2304.243,5336.956
6089061_1_4,6065617_1_3,1,1,2010-06-20 18:11:25.000000,1,2,2010-06-20 18:24:40.000000,2010-06-20 18:05:38.999999,11072.439,1986.437,5336.956
6089061_1_4,6062003_2_2,1,1,2010-06-20 18:20:20.000000,1,1,2010-06-20 18:33:04.000001,2010-06-20 17:57:13.000000,3435.855,12793.532,3988.152
6089061_1_4,6062003_2_2,1,1,2010-06-20 18:17:55.000002,1,2,2010-06-20 18:30:04.000001,2010-06-20 17:56:57.000001,3435.207,12462.025,3988.152
6089061_1_4,6062003_2_2,1,1,2010-06-20 18:17:30.000001,1,3,2010-06-20 18:30:04.000001,2010-06-20 17:56:56.999999,3401.104,12340.648,3988.152
6089061_1_4,6062003_2_2,1,1,2010-06-20 18:17:30.000001,2,1,2010-06-20 18:30:04.000001,2010-06-20 17:56:56.999999,3401.104,12340.648,3988.152
6089061_1_4,6062003_2_2,1,1,2010-06-20 18:18:03.999999,2,2,2010-06-20 18:31:04.000001,2010-06-20 17:50:46.000000,1453.88,12648.553,3988.152
6089061_1_4,6062003_2_2,1,1,2010-06-20 18:23:38.000001,2,3,2010-06-20 18:36:04.000001,2010-06-20 17:59:43.000000,3467.148,6685.196,3988.152
6089061_1_4,6062003_2_2,1,1,2010-06-20 18:17:32.999999,2,4,2010-06-20 18:30:04.000001,2010-06-20 18:07:06.000000,9247.027,4297.816,3988.152
6071666_1_4,6055186_5_4,1,1,2010-09-10 17:45:35.000000,2,2,2010-09-10 17:54:14.000000,2010-09-10 17:41:56.000000,2856.783,995.692,2000.052
6071666_1_4,6055186_5_4,1,1,2010-09-10 17:45:16.000001,3,2,2010-09-10 17:38:55.000000,2010-09-10 17:38:11.999999,2101.765,194.911,1556.505
6071666_1_4,6055186_5_4,1,1,2010-09-10 17:46:16.000001,3,3,2010-09-10 17:39:04.000000,2010-09-10 17:38:43.000000,2265.593,34.682,1556.505
6071666_1_4,6073905_4_2,1,1,2010-09-10 17:49:39.000000,1,1,2010-09-10 18:14:11.999999,2010-09-10 17:38:40.999999,2141.128,2923.99,16713.166
6071666_1_4,6073905_4_2,1,1,2010-09-10 17:49:24.000000,1,2,2010-09-10 18:14:11.999999,2010-09-10 17:36:55.000000,1823.401,3280.158,16713.166
6071666_1_4,6073905_4_2,1,1,2010-09-10 17:50:24.999999,1,3,2010-09-10 18:15:11.999999,2010-09-10 17:37:43.000000,1805.292,3297.757,16713.166
6071666_1_4,6073905_4_2,1,1,2010-09-10 17:52:26.000001,1,4,2010-09-10 18:17:11.999999,2010-09-10 17:38:18.000000,1970.433,3447.329,16713.166
6071666_1_4,6073905_4_2,1,1,2010-09-10 17:52:26.000001,2,1,2010-09-10 18:17:11.999999,2010-09-10 17:38:18.000000,1970.433,3447.329,16713.166
6071666_1_4,6073905_4_2,1,1,2010-09-10 17:50:21.999999,2,2,2010-09-10 18:15:11.999999,2010-09-10 17:34:25.999999,1168.781,4008.111,16713.166
6071666_1_4,6073905_4_2,1,1,2010-09-10 17:53:23.000001,2,3,2010-09-10 18:18:11.999999,2010-09-10 17:35:09.000000,1535.004,4611.844,16713.166
6071666_1_4,6073905_3_2,1,1,2010-09-10 17:49:39.000000,1,1,2010-09-10 18:14:11.999999,2010-09-10 17:38:40.999999,2141.128,2923.99,16713.166
6071666_1_4,6073905_3_2,1,1,2010-09-10 17:49:24.000000,1,2,2010-09-10 18:14:11.999999,2010-09-10 17:36:55.000000,1823.401,3280.158,16713.166
6071666_1_4,6073905_3_2,1,1,2010-09-10 17:50:24.999999,1,3,2010-09-10 18:15:11.999999,2010-09-10 17:37:43.000000,1805.292,3297.757,16713.166
6071666_1_4,6073905_3_2,1,1,2010-09-10 17:52:26.000001,1,4,2010-09-10 18:17:11.999999,2010-09-10 17:38:18.000000,1970.433,3447.329,16713.166
6071666_1_4,6073905_3_2,1,1,2010-09-10 17:52:26.000001,2,1,2010-09-10 18:17:11.999999,2010-09-10 17:38:18.000000,1970.433,3447.329,16713.166
6071666_1_4,6073905_3_2,1,1,2010-09-10 17:50:21.999999,2,2,2010-09-10 18:15:11.999999,2010-09-10 17:34:25.999999,1168.781,4008.111,16713.166
6071666_1_4,6073905_3_2,1,1,2010-09-10 17:53:23.000001,2,3,2010-09-10 18:18:11.999999,2010-09-10 17:35:09.000000,1535.004,4611.844,16713.166
6071666_1_4,6125129_2_2,1,1,2010-09-10 17:49:39.000000,1,1,2010-09-10 18:14:11.999999,2010-09-10 17:38:40.999999,2141.128,2923.99,16713.166
6071666_1_4,6125129_2_2,1,1,2010-09-10 17:49:24.000000,1,2,2010-09-10 18:14:11.999999,2010-09-10 17:36:55.000000,1823.401,3280.158,16713.166
6071666_1_4,6125129_2_2,1,1,2010-09-10 17:50:24.999999,1,3,2010-09-10 18:15:11.999999,2010-09-10 17:37:43.000000,1805.292,3297.757,16713.166
6071666_1_4,6125129_2_2,1,1,2010-09-10 17:52:26.000001,1,4,2010-09-10 18:17:11.999999,2010-09-10 17:38:18.000000,1970.433,3447.329,16713.166
6071666_1_4,6125129_2_2,1,1,2010-09-10 17:52:26.000001,2,1,2010-09-10 18:17:11.999999,2010-09-10 17:38:18.000000,1970.433,3447.329,16713.166
6071666_1_4,6125129_2_2,1,1,2010-09-10 17:50:21.999999,2,2,2010-09-10 18:15:11.999999,2010-09-10 17:34:25.999999,1168.781,4008.111,16713.166
6071666_1_4,6125129_2_2,1,1,2010-09-10 17:53:23.000001,2,3,2010-09-10 18:18:11.999999,2010-09-10 17:35:09.000000,1535.004,4611.844,16713.166
