car_trip_id,transit_trip_id,car_trip_sequence,car_pos_sequence,car_destination_time,transit_trip_sequence,transit_pos_sequence,transit_destination_time,car_arrival_time_transit_stop,integration_distance,shared_distance,destinations_distance
6030149_2_4,6031043_1_2,1,1,2010-05-21 23:14:58.000000,1,4,2010-05-21 23:21:06.000000,2010-05-21 23:05:25.000000,1337.136,2038.119,3748.426
6045174_1_1,6077738_2_1,1,1,2010-05-20 09:17:08.000000,1,2,2010-05-20 09:41:34.999998,2010-05-20 09:17:20.000000,2266.928,47.063,13943.279
6045174_1_1,6077738_2_1,1,1,2010-05-20 09:17:16.000000,1,3,2010-05-20 09:41:34.999998,2010-05-20 09:17:09.000001,2250.374,63.617,13943.279
6045174_1_1,6077738_2_1,1,1,2010-05-20 09:15:18.000000,1,4,2010-05-20 09:39:34.999998,2010-05-20 09:13:40.000000,1185.342,561.313,13943.279
6045174_1_1,6077738_2_1,1,1,2010-05-20 09:15:34.999999,1,5,2010-05-20 09:39:34.999998,2010-05-20 09:13:49.000000,1187.661,581.01,13943.279
6045174_1_1,6077738_2_1,1,1,2010-05-20 09:17:01.000001,1,6,2010-05-20 09:41:34.999998,2010-05-20 09:13:26.999998,1022.185,952.391,13943.279
6045174_1_1,6077738_2_1,1,1,2010-05-20 09:17:01.000001,2,1,2010-05-20 09:41:34.999998,2010-05-20 09:13:26.999998,1022.185,952.391,13943.279
6045174_1_1,6109612_3_1,1,1,2010-05-20 09:17:08.000000,1,2,2010-05-20 09:41:34.999998,2010-05-20 09:17:20.000000,2266.928,47.063,13943.279
6045174_1_1,6109612_3_1,1,1,2010-05-20 09:17:16.000000,1,3,2010-05-20 09:41:34.999998,2010-05-20 09:17:09.000001,2250.374,63.617,13943.279
6045174_1_1,6109612_3_1,1,1,2010-05-20 09:15:18.000000,1,4,2010-05-20 09:39:34.999998,2010-05-20 09:13:40.000000,1185.342,561.313,13943.279
6045174_1_1,6109612_3_1,1,1,2010-05-20 09:15:34.999999,1,5,2010-05-20 09:39:34.999998,2010-05-20 09:13:49.000000,1187.661,581.01,13943.279
6045174_1_1,6109612_3_1,1,1,2010-05-20 09:17:01.000001,1,6,2010-05-20 09:41:34.999998,2010-05-20 09:13:26.999998,1022.185,952.391,13943.279
6045174_1_1,6109612_3_1,1,1,2010-05-20 09:17:01.000001,2,1,2010-05-20 09:41:34.999998,2010-05-20 09:13:26.999998,1022.185,952.391,13943.279
6045174_1_1,6043103_1_1,1,1,2010-05-20 09:17:08.000000,1,2,2010-05-20 09:41:34.999998,2010-05-20 09:17:20.000000,2266.928,47.063,13943.279
6045174_1_1,6043103_1_1,1,1,2010-05-20 09:17:16.000000,1,3,2010-05-20 09:41:34.999998,2010-05-20 09:17:09.000001,2250.374,63.617,13943.279
6045174_1_1,6043103_1_1,1,1,2010-05-20 09:15:18.000000,1,4,2010-05-20 09:39:34.999998,2010-05-20 09:13:40.000000,1185.342,561.313,13943.279
6045174_1_1,6043103_1_1,1,1,2010-05-20 09:15:34.999999,1,5,2010-05-20 09:39:34.999998,2010-05-20 09:13:49.000000,1187.661,581.01,13943.279
6045174_1_1,6043103_1_1,1,1,2010-05-20 09:17:01.000001,1,6,2010-05-20 09:41:34.999998,2010-05-20 09:13:26.999998,1022.185,952.391,13943.279
6045174_1_1,6043103_1_1,1,1,2010-05-20 09:17:01.000001,2,1,2010-05-20 09:41:34.999998,2010-05-20 09:13:26.999998,1022.185,952.391,13943.279
6045174_1_1,6043103_2_1,1,1,2010-05-20 09:17:08.000000,1,2,2010-05-20 09:41:34.999998,2010-05-20 09:17:20.000000,2266.928,47.063,13943.279
6045174_1_1,6043103_2_1,1,1,2010-05-20 09:17:16.000000,1,3,2010-05-20 09:41:34.999998,2010-05-20 09:17:09.000001,2250.374,63.617,13943.279
6045174_1_1,6043103_2_1,1,1,2010-05-20 09:15:18.000000,1,4,2010-05-20 09:39:34.999998,2010-05-20 09:13:40.000000,1185.342,561.313,13943.279
6045174_1_1,6043103_2_1,1,1,2010-05-20 09:15:34.999999,1,5,2010-05-20 09:39:34.999998,2010-05-20 09:13:49.000000,1187.661,581.01,13943.279
6045174_1_1,6043103_2_1,1,1,2010-05-20 09:17:01.000001,1,6,2010-05-20 09:41:34.999998,2010-05-20 09:13:26.999998,1022.185,952.391,13943.279
6045174_1_1,6043103_2_1,1,1,2010-05-20 09:17:01.000001,2,1,2010-05-20 09:41:34.999998,2010-05-20 09:13:26.999998,1022.185,952.391,13943.279
6045174_2_1,6077738_2_1,1,1,2010-05-20 09:17:08.000000,1,2,2010-05-20 09:41:34.999998,2010-05-20 09:17:20.000000,2266.928,47.063,13943.279
6045174_2_1,6077738_2_1,1,1,2010-05-20 09:17:16.000000,1,3,2010-05-20 09:41:34.999998,2010-05-20 09:17:09.000001,2250.374,63.617,13943.279
6045174_2_1,6077738_2_1,1,1,2010-05-20 09:15:18.000000,1,4,2010-05-20 09:39:34.999998,2010-05-20 09:13:40.000000,1185.342,561.313,13943.279
6045174_2_1,6077738_2_1,1,1,2010-05-20 09:15:34.999999,1,5,2010-05-20 09:39:34.999998,2010-05-20 09:13:49.000000,1187.661,581.01,13943.279
6045174_2_1,6077738_2_1,1,1,2010-05-20 09:17:01.000001,1,6,2010-05-20 09:41:34.999998,2010-05-20 09:13:26.999998,1022.185,952.391,13943.279
6045174_2_1,6077738_2_1,1,1,2010-05-20 09:17:01.000001,2,1,2010-05-20 09:41:34.999998,2010-05-20 09:13:26.999998,1022.185,952.391,13943.279
6045174_2_1,6109612_3_1,1,1,2010-05-20 09:17:08.000000,1,2,2010-05-20 09:41:34.999998,2010-05-20 09:17:20.000000,2266.928,47.063,13943.279
6045174_2_1,6109612_3_1,1,1,2010-05-20 09:17:16.000000,1,3,2010-05-20 09:41:34.999998,2010-05-20 09:17:09.000001,2250.374,63.617,13943.279
6045174_2_1,6109612_3_1,1,1,2010-05-20 09:15:18.000000,1,4,2010-05-20 09:39:34.999998,2010-05-20 09:13:40.000000,1185.342,561.313,13943.279
6045174_2_1,6109612_3_1,1,1,2010-05-20 09:15:34.999999,1,5,2010-05-20 09:39:34.999998,2010-05-20 09:13:49.000000,1187.661,581.01,13943.279
6045174_2_1,6109612_3_1,1,1,2010-05-20 09:17:01.000001,1,6,2010-05-20 09:41:34.999998,2010-05-20 09:13:26.999998,1022.185,952.391,13943.279
6045174_2_1,6109612_3_1,1,1,2010-05-20 09:17:01.000001,2,1,2010-05-20 09:41:34.999998,2010-05-20 09:13:26.999998,1022.185,952.391,13943.279
6045174_2_1,6043103_1_1,1,1,2010-05-20 09:17:08.000000,1,2,2010-05-20 09:41:34.999998,2010-05-20 09:17:20.000000,2266.928,47.063,13943.279
6045174_2_1,6043103_1_1,1,1,2010-05-20 09:17:16.000000,1,3,2010-05-20 09:41:34.999998,2010-05-20 09:17:09.000001,2250.374,63.617,13943.279
6045174_2_1,6043103_1_1,1,1,2010-05-20 09:15:18.000000,1,4,2010-05-20 09:39:34.999998,2010-05-20 09:13:40.000000,1185.342,561.313,13943.279
6045174_2_1,6043103_1_1,1,1,2010-05-20 09:15:34.999999,1,5,2010-05-20 09:39:34.999998,2010-05-20 09:13:49.000000,1187.661,581.01,13943.279
6045174_2_1,6043103_1_1,1,1,2010-05-20 09:17:01.000001,1,6,2010-05-20 09:41:34.999998,2010-05-20 09:13:26.999998,1022.185,952.391,13943.279
6045174_2_1,6043103_1_1,1,1,2010-05-20 09:17:01.000001,2,1,2010-05-20 09:41:34.999998,2010-05-20 09:13:26.999998,1022.185,952.391,13943.279
6045174_2_1,6043103_2_1,1,1,2010-05-20 09:17:08.000000,1,2,2010-05-20 09:41:34.999998,2010-05-20 09:17:20.000000,2266.928,47.063,13943.279
6045174_2_1,6043103_2_1,1,1,2010-05-20 09:17:16.000000,1,3,2010-05-20 09:41:34.999998,2010-05-20 09:17:09.000001,2250.374,63.617,13943.279
6045174_2_1,6043103_2_1,1,1,2010-05-20 09:15:18.000000,1,4,2010-05-20 09:39:34.999998,2010-05-20 09:13:40.000000,1185.342,561.313,13943.279
6045174_2_1,6043103_2_1,1,1,2010-05-20 09:15:34.999999,1,5,2010-05-20 09:39:34.999998,2010-05-20 09:13:49.000000,1187.661,581.01,13943.279
6045174_2_1,6043103_2_1,1,1,2010-05-20 09:17:01.000001,1,6,2010-05-20 09:41:34.999998,2010-05-20 09:13:26.999998,1022.185,952.391,13943.279
6045174_2_1,6043103_2_1,1,1,2010-05-20 09:17:01.000001,2,1,2010-05-20 09:41:34.999998,2010-05-20 09:13:26.999998,1022.185,952.391,13943.279
6084792_1_1,6140755_3_1,1,1,2010-06-23 07:38:56.000000,2,6,2010-06-23 07:57:55.000003,2010-06-23 07:37:25.000000,2848.104,591.993,16950.823
6084792_1_1,6033645_1_1,1,1,2010-06-23 07:38:56.000000,2,6,2010-06-23 07:57:55.000003,2010-06-23 07:37:25.000000,2848.104,591.993,16950.823
6084792_1_1,6130969_2_1,1,1,2010-06-23 07:38:56.000000,2,6,2010-06-23 07:57:55.000003,2010-06-23 07:37:25.000000,2848.104,591.993,16950.823
6068772_1_1,6120569_2_1,1,1,2010-06-18 09:18:58.999999,2,5,2010-06-18 09:39:07.999997,2010-06-18 09:06:27.000000,1808.674,5930.539,14153.112
6068772_1_1,6120569_2_1,1,1,2010-06-18 09:14:21.000000,2,6,2010-06-18 09:35:07.999997,2010-06-18 09:03:51.000000,1248.251,5577.123,14153.112
6068772_1_1,6120569_2_1,1,1,2010-06-18 09:14:46.999999,2,7,2010-06-18 09:35:07.999997,2010-06-18 09:04:34.000000,1238.971,2841.621,14153.112
6068772_1_1,6120569_2_1,1,1,2010-06-18 09:16:15.000000,2,8,2010-06-18 09:37:07.999997,2010-06-18 09:09:33.000000,1947.058,1995.96,14153.112
6068772_1_1,6072510_2_1,1,1,2010-06-18 09:15:52.000000,1,1,2010-06-18 09:28:02.999999,2010-06-18 09:09:59.000000,3340.315,3448.535,3406.388
6068772_1_1,6072510_2_1,1,1,2010-06-18 09:15:54.000001,1,2,2010-06-18 09:28:02.999999,2010-06-18 09:09:42.000001,3302.528,3486.322,3406.388
6068772_1_1,6072510_2_1,1,1,2010-06-18 09:16:50.000000,1,3,2010-06-18 09:29:02.999999,2010-06-18 09:08:49.000000,2932.455,1979.52,3406.388
6068772_1_1,6072510_2_1,1,1,2010-06-18 09:17:49.000000,1,4,2010-06-18 09:30:02.999999,2010-06-18 09:09:04.999999,2935.515,1976.46,3406.388
6068772_1_1,6072510_2_1,1,1,2010-06-18 09:17:49.000000,2,1,2010-06-18 09:30:02.999999,2010-06-18 09:09:04.999999,2935.515,1976.46,3406.388
6068772_1_1,6072510_2_1,1,1,2010-06-18 09:17:45.000000,2,2,2010-06-18 09:30:02.999999,2010-06-18 09:12:26.999998,3480.341,1280.468,3406.388
6068772_1_1,6072510_2_1,1,1,2010-06-18 09:14:34.000000,2,3,2010-06-18 09:27:02.999999,2010-06-18 09:12:03.000001,3396.815,567.112,3406.388
6068772_1_1,6073640_2_1,1,1,2010-06-18 09:13:38.000000,3,2,2010-06-18 09:20:37.000000,2010-06-18 09:11:44.000001,3352.606,611.321,1677.203
6068772_1_1,6073640_2_1,1,1,2010-06-18 09:14:34.000000,3,3,2010-06-18 09:21:37.000000,2010-06-18 09:12:03.000001,3396.815,567.112,1677.203
6068772_1_1,6073640_2_1,1,1,2010-06-18 09:14:34.000000,4,1,2010-06-18 09:21:37.000000,2010-06-18 09:12:03.000001,3396.815,567.112,1677.203
6068772_1_1,6069655_1_1,1,1,2010-06-18 09:19:57.000001,1,1,2010-06-18 09:33:41.000001,2010-06-18 09:06:37.000000,1635.783,7213.737,3522.225
6068772_1_1,6069655_1_1,1,1,2010-06-18 09:18:36.000001,1,2,2010-06-18 09:32:41.000001,2010-06-18 09:05:45.000000,1401.605,7157.632,3522.225
6068772_1_1,6069655_1_1,1,1,2010-06-18 09:23:01.000001,2,2,2010-06-18 09:37:41.000001,2010-06-18 09:02:36.000000,608.441,3184.977,3522.225
6068772_1_1,6068168_1_1,1,1,2010-06-18 09:14:34.000000,1,1,2010-06-18 09:19:21.000000,2010-06-18 09:08:55.000000,1935.94,2055.52,1249.726
6068772_1_1,6068168_1_1,1,1,2010-06-18 09:14:16.000000,1,2,2010-06-18 09:19:21.000000,2010-06-18 09:08:05.000000,1772.047,2021.371,1249.726
6068772_1_1,6068168_1_1,1,1,2010-06-18 09:13:31.000001,1,3,2010-06-18 09:18:21.000000,2010-06-18 09:08:50.000000,2044.24,1749.178,1249.726
6068772_1_1,6068168_1_1,1,1,2010-06-18 09:15:14.000000,1,4,2010-06-18 09:20:21.000000,2010-06-18 09:09:08.000000,2067.524,1883.837,1249.726
6068772_1_1,6068168_1_1,1,1,2010-06-18 09:15:57.999999,1,5,2010-06-18 09:20:21.000000,2010-06-18 09:09:51.000000,1970.806,1972.208,1249.726
6068772_1_1,6068168_1_1,1,1,2010-06-18 09:15:57.999999,2,1,2010-06-18 09:20:21.000000,2010-06-18 09:09:51.000000,1970.806,1972.208,1249.726
6068772_1_1,6068168_1_1,1,1,2010-06-18 09:16:10.000001,2,2,2010-06-18 09:21:21.000000,2010-06-18 09:10:01.999999,4261.807,1600.775,1249.726
6068772_1_1,6069894_1_1,1,1,2010-06-18 09:18:58.999999,2,5,2010-06-18 09:39:07.999997,2010-06-18 09:06:27.000000,1808.674,5930.539,14153.112
6068772_1_1,6069894_1_1,1,1,2010-06-18 09:14:21.000000,2,6,2010-06-18 09:35:07.999997,2010-06-18 09:03:51.000000,1248.251,5577.123,14153.112
6068772_1_1,6069894_1_1,1,1,2010-06-18 09:14:46.999999,2,7,2010-06-18 09:35:07.999997,2010-06-18 09:04:34.000000,1238.971,2841.621,14153.112
6068772_1_1,6069894_1_1,1,1,2010-06-18 09:16:15.000000,2,8,2010-06-18 09:37:07.999997,2010-06-18 09:09:33.000000,1947.058,1995.96,14153.112
6068772_1_1,6105090_3_1,1,1,2010-06-18 09:15:52.000000,1,1,2010-06-18 09:28:02.999999,2010-06-18 09:09:59.000000,3340.315,3448.535,3406.388
6068772_1_1,6105090_3_1,1,1,2010-06-18 09:15:54.000001,1,2,2010-06-18 09:28:02.999999,2010-06-18 09:09:42.000001,3302.528,3486.322,3406.388
6068772_1_1,6105090_3_1,1,1,2010-06-18 09:16:50.000000,1,3,2010-06-18 09:29:02.999999,2010-06-18 09:08:49.000000,2932.455,1979.52,3406.388
6068772_1_1,6105090_3_1,1,1,2010-06-18 09:17:49.000000,1,4,2010-06-18 09:30:02.999999,2010-06-18 09:09:04.999999,2935.515,1976.46,3406.388
6068772_1_1,6105090_3_1,1,1,2010-06-18 09:17:49.000000,2,1,2010-06-18 09:30:02.999999,2010-06-18 09:09:04.999999,2935.515,1976.46,3406.388
6068772_1_1,6105090_3_1,1,1,2010-06-18 09:17:45.000000,2,2,2010-06-18 09:30:02.999999,2010-06-18 09:12:26.999998,3480.341,1280.468,3406.388
6068772_1_1,6105090_3_1,1,1,2010-06-18 09:14:34.000000,2,3,2010-06-18 09:27:02.999999,2010-06-18 09:12:03.000001,3396.815,567.112,3406.388
6068772_1_1,6031411_2_1,1,1,2010-06-18 09:18:58.999999,2,5,2010-06-18 09:39:07.999997,2010-06-18 09:06:27.000000,1808.674,5930.539,14153.112
6068772_1_1,6031411_2_1,1,1,2010-06-18 09:14:21.000000,2,6,2010-06-18 09:35:07.999997,2010-06-18 09:03:51.000000,1248.251,5577.123,14153.112
6068772_1_1,6031411_2_1,1,1,2010-06-18 09:14:46.999999,2,7,2010-06-18 09:35:07.999997,2010-06-18 09:04:34.000000,1238.971,2841.621,14153.112
6068772_1_1,6031411_2_1,1,1,2010-06-18 09:16:15.000000,2,8,2010-06-18 09:37:07.999997,2010-06-18 09:09:33.000000,1947.058,1995.96,14153.112
6068772_1_1,6073662_1_1,1,1,2010-06-18 09:14:44.000000,2,7,2010-06-18 09:30:16.000000,2010-06-18 09:10:57.000000,2983.71,1092.792,4731.388
6068772_1_1,6073662_1_1,1,1,2010-06-18 09:16:36.000000,2,8,2010-06-18 09:32:16.000000,2010-06-18 09:10:54.000000,2487.165,1526.914,4731.388
6068772_1_1,6073542_2_1,1,1,2010-06-18 09:13:38.000000,3,2,2010-06-18 09:20:37.000000,2010-06-18 09:11:44.000001,3352.606,611.321,1677.203
6068772_1_1,6073542_2_1,1,1,2010-06-18 09:14:34.000000,3,3,2010-06-18 09:21:37.000000,2010-06-18 09:12:03.000001,3396.815,567.112,1677.203
6068772_1_1,6073542_2_1,1,1,2010-06-18 09:14:34.000000,4,1,2010-06-18 09:21:37.000000,2010-06-18 09:12:03.000001,3396.815,567.112,1677.203
6068772_1_1,6072783_1_1,1,1,2010-06-18 09:17:49.000000,2,3,2010-06-18 09:21:05.999999,2010-06-18 09:09:04.999999,2935.515,1976.46,961.421
6068772_1_1,6072783_1_1,1,1,2010-06-18 09:17:45.000000,2,4,2010-06-18 09:21:05.999999,2010-06-18 09:12:26.999998,3480.341,1280.468,961.421
6068772_1_1,6072783_1_1,1,1,2010-06-18 09:14:34.000000,2,5,2010-06-18 09:18:05.999999,2010-06-18 09:12:03.000001,3396.815,567.112,961.421
6068772_1_1,6035428_2_1,1,1,2010-06-18 09:15:52.000000,1,1,2010-06-18 09:28:02.999999,2010-06-18 09:09:59.000000,3340.315,3448.535,3406.388
6068772_1_1,6035428_2_1,1,1,2010-06-18 09:15:54.000001,1,2,2010-06-18 09:28:02.999999,2010-06-18 09:09:42.000001,3302.528,3486.322,3406.388
6068772_1_1,6035428_2_1,1,1,2010-06-18 09:16:50.000000,1,3,2010-06-18 09:29:02.999999,2010-06-18 09:08:49.000000,2932.455,1979.52,3406.388
6068772_1_1,6035428_2_1,1,1,2010-06-18 09:17:49.000000,1,4,2010-06-18 09:30:02.999999,2010-06-18 09:09:04.999999,2935.515,1976.46,3406.388
6068772_1_1,6035428_2_1,1,1,2010-06-18 09:17:49.000000,2,1,2010-06-18 09:30:02.999999,2010-06-18 09:09:04.999999,2935.515,1976.46,3406.388
6068772_1_1,6035428_2_1,1,1,2010-06-18 09:17:45.000000,2,2,2010-06-18 09:30:02.999999,2010-06-18 09:12:26.999998,3480.341,1280.468,3406.388
6068772_1_1,6035428_2_1,1,1,2010-06-18 09:14:34.000000,2,3,2010-06-18 09:27:02.999999,2010-06-18 09:12:03.000001,3396.815,567.112,3406.388
6068772_1_1,6052669_1_1,1,1,2010-06-18 09:16:15.000000,2,4,2010-06-18 09:28:27.000000,2010-06-18 09:09:33.000000,1947.058,1995.96,2868.549
6068772_1_1,6073640_3_1,1,1,2010-06-18 09:13:38.000000,3,2,2010-06-18 09:20:37.000000,2010-06-18 09:11:44.000001,3352.606,611.321,1677.203
6068772_1_1,6073640_3_1,1,1,2010-06-18 09:14:34.000000,3,3,2010-06-18 09:21:37.000000,2010-06-18 09:12:03.000001,3396.815,567.112,1677.203
6068772_1_1,6073640_3_1,1,1,2010-06-18 09:14:34.000000,4,1,2010-06-18 09:21:37.000000,2010-06-18 09:12:03.000001,3396.815,567.112,1677.203
6128345_5_2,6130826_1_1,1,1,2010-11-26 10:02:34.000000,2,2,2010-11-26 10:19:12.000003,2010-11-26 09:53:13.000000,944.32,7153.835,11903.535
6126729_1_2,6097476_1_2,1,1,2010-11-05 13:25:00.999999,1,1,2010-11-05 13:34:09.000000,2010-11-05 13:14:33.000000,5253.653,5809.381,2959.473
6126729_1_2,6097476_1_2,1,1,2010-11-05 13:22:46.999999,1,2,2010-11-05 13:31:09.000000,2010-11-05 13:13:54.999999,4145.838,5518.284,2959.473
6126729_1_2,6097476_1_2,1,1,2010-11-05 13:22:52.999999,1,3,2010-11-05 13:31:09.000000,2010-11-05 13:12:49.000000,3561.188,6102.934,2959.473
6126729_1_2,6097476_1_2,1,1,2010-11-05 13:24:15.999999,1,4,2010-11-05 13:33:09.000000,2010-11-05 13:12:26.000000,3406.204,6257.918,2959.473
6126729_1_2,6097476_1_2,1,1,2010-11-05 13:34:23.999999,1,5,2010-11-05 13:25:02.000000,2010-11-05 13:12:45.000001,3462.656,2504.704,2977.616
6126729_1_2,6097476_1_2,1,1,2010-11-05 13:35:23.999999,2,1,2010-11-05 13:26:02.000000,2010-11-05 13:12:45.000001,3462.656,2504.704,2977.616
6126729_1_2,6097476_1_2,1,1,2010-11-05 13:35:23.999999,2,2,2010-11-05 13:26:33.000000,2010-11-05 13:12:47.000000,4663.679,1727.585,2977.616
6126729_1_2,6069038_3_1,1,1,2010-11-05 13:21:21.000000,2,4,2010-11-05 13:41:40.999999,2010-11-05 13:17:12.999999,9000.896,964.286,11018.512
6035118_4_5,6035752_1_3,1,1,2010-06-11 19:21:44.000001,2,2,2010-06-11 19:34:18.000000,2010-06-11 19:13:53.000000,1141.398,2400.9,5837.118
6035118_4_5,6035752_1_3,1,1,2010-06-11 19:20:48.000000,2,3,2010-06-11 19:33:18.000000,2010-06-11 19:15:37.000000,1552.33,1655.146,5837.118
6035118_4_5,6035752_1_3,1,1,2010-06-11 19:20:57.000000,2,4,2010-06-11 19:33:18.000000,2010-06-11 19:18:41.000000,2248.322,958.924,5837.118
6067327_2_2,6103935_2_2,1,1,2010-05-13 11:45:01.000000,1,2,2010-05-13 11:56:35.000001,2010-05-13 11:32:39.000000,543.461,3214.507,2631.841
6067327_2_2,6103935_2_2,1,1,2010-05-13 11:47:01.000000,2,1,2010-05-13 11:58:35.000001,2010-05-13 11:32:39.000000,543.461,3214.507,2631.841
6067327_2_2,6031717_1_2,1,1,2010-05-13 11:45:01.000000,1,2,2010-05-13 11:56:35.000001,2010-05-13 11:32:39.000000,543.461,3214.507,2631.841
6067327_2_2,6031717_1_2,1,1,2010-05-13 11:47:01.000000,2,1,2010-05-13 11:58:35.000001,2010-05-13 11:32:39.000000,543.461,3214.507,2631.841
6086333_1_2,6051446_1_2,1,1,2010-06-20 14:44:06.000000,1,1,2010-06-20 14:54:01.999999,2010-06-20 14:35:03.000000,2023.821,3806.715,3882.237
6086333_1_2,6051446_1_2,1,1,2010-06-20 14:43:09.999999,1,2,2010-06-20 14:53:01.999999,2010-06-20 14:34:53.000000,2010.97,3818.117,3882.237
6086333_1_2,6051446_1_2,1,1,2010-06-20 14:43:43.999998,1,3,2010-06-20 14:53:01.999999,2010-06-20 14:35:11.000001,2146.255,3687.671,3882.237
6086333_1_2,6051446_1_2,1,1,2010-06-20 14:43:08.999999,1,4,2010-06-20 14:53:01.999999,2010-06-20 14:34:54.000000,1861.061,3850.534,3882.237
6086333_1_2,6051446_1_2,1,1,2010-06-20 14:44:16.000002,1,5,2010-06-20 14:54:01.999999,2010-06-20 14:35:01.000000,1880.053,3858.591,3882.237
6086333_1_2,6051446_1_2,1,1,2010-06-20 14:44:16.000002,2,1,2010-06-20 14:54:01.999999,2010-06-20 14:35:01.000000,1880.053,3858.591,3882.237
6086333_1_2,6051446_1_2,1,1,2010-06-20 14:45:22.000000,2,2,2010-06-20 14:55:01.999999,2010-06-20 14:37:00.999999,2903.946,3390.141,3882.237
6067391_2_2,6054578_1_5,1,1,2010-06-17 21:38:18.000000,1,1,2010-06-17 22:13:17.000000,2010-06-17 21:26:25.000001,3245.248,2703.161,25528.814
6067391_2_2,6054578_1_5,1,1,2010-06-17 21:38:24.000000,1,2,2010-06-17 22:13:17.000000,2010-06-17 21:26:13.000000,3171.721,2776.688,25528.814
6067391_2_2,6054578_1_5,1,1,2010-06-17 21:39:57.000000,1,3,2010-06-17 22:14:17.000000,2010-06-17 21:27:09.000001,3208.202,3051.5,25528.814
6067391_2_2,6054578_1_5,1,1,2010-06-17 21:40:45.000000,1,4,2010-06-17 22:15:17.000000,2010-06-17 21:27:41.999999,3284.963,3148.893,25528.814
6067391_2_2,6054578_1_5,1,1,2010-06-17 21:40:45.000000,2,1,2010-06-17 22:15:17.000000,2010-06-17 21:27:41.999999,3284.963,3148.893,25528.814
6067391_2_2,6054578_1_5,1,1,2010-06-17 21:41:36.999999,2,2,2010-06-17 22:16:17.000000,2010-06-17 21:24:14.999999,2574.531,3855.379,25528.814
6067391_2_2,6054578_1_5,1,1,2010-06-17 21:40:50.000000,2,3,2010-06-17 22:15:17.000000,2010-06-17 21:21:51.999999,1772.709,4416.506,25528.814
6067391_2_2,6073792_2_2,1,1,2010-06-17 21:42:39.000000,1,2,2010-06-17 22:12:56.000000,2010-06-17 21:35:05.000001,4406.701,2072.748,10749.243
6067391_2_2,6073792_2_2,1,1,2010-06-17 21:42:39.000000,2,1,2010-06-17 22:12:56.000000,2010-06-17 21:35:05.000001,4406.701,2072.748,10749.243
6067391_2_2,6073792_2_2,1,1,2010-06-17 21:41:23.000001,2,2,2010-06-17 22:11:56.000000,2010-06-17 21:32:46.999999,4071.773,2356.497,10749.243
6067391_2_2,6073792_2_2,1,1,2010-06-17 21:37:54.999999,2,3,2010-06-17 22:07:56.000000,2010-06-17 21:27:57.000000,3117.181,2835.111,10749.243
6067391_2_2,6073792_2_2,1,1,2010-06-17 21:38:50.000000,2,4,2010-06-17 22:08:56.000000,2010-06-17 21:26:02.000000,2710.009,3242.283,10749.243
6067391_2_2,6073792_2_2,1,1,2010-06-17 21:38:48.000000,2,5,2010-06-17 22:08:56.000000,2010-06-17 21:24:04.000000,2328.086,3624.206,10749.243
6067391_2_2,6054818_4_5,1,1,2010-06-17 21:38:18.000000,1,1,2010-06-17 22:13:17.000000,2010-06-17 21:26:25.000001,3245.248,2703.161,25528.814
6067391_2_2,6054818_4_5,1,1,2010-06-17 21:38:24.000000,1,2,2010-06-17 22:13:17.000000,2010-06-17 21:26:13.000000,3171.721,2776.688,25528.814
6067391_2_2,6054818_4_5,1,1,2010-06-17 21:39:57.000000,1,3,2010-06-17 22:14:17.000000,2010-06-17 21:27:09.000001,3208.202,3051.5,25528.814
6067391_2_2,6054818_4_5,1,1,2010-06-17 21:40:45.000000,1,4,2010-06-17 22:15:17.000000,2010-06-17 21:27:41.999999,3284.963,3148.893,25528.814
6067391_2_2,6054818_4_5,1,1,2010-06-17 21:40:45.000000,2,1,2010-06-17 22:15:17.000000,2010-06-17 21:27:41.999999,3284.963,3148.893,25528.814
6067391_2_2,6054818_4_5,1,1,2010-06-17 21:41:36.999999,2,2,2010-06-17 22:16:17.000000,2010-06-17 21:24:14.999999,2574.531,3855.379,25528.814
6067391_2_2,6054818_4_5,1,1,2010-06-17 21:40:50.000000,2,3,2010-06-17 22:15:17.000000,2010-06-17 21:21:51.999999,1772.709,4416.506,25528.814
6067391_2_2,6065477_1_8,1,1,2010-06-17 21:48:21.000000,1,1,2010-06-17 21:34:08.999999,2010-06-17 21:18:15.000000,754.514,3270.296,3440.207
6067391_2_2,6065477_1_8,1,1,2010-06-17 21:48:21.000000,1,2,2010-06-17 21:34:05.999999,2010-06-17 21:17:59.000001,753.866,3271.892,3440.207
6067391_2_2,6065477_1_8,1,1,2010-06-17 21:48:21.000000,1,3,2010-06-17 21:34:40.999999,2010-06-17 21:18:11.000000,870.81,3150.515,3440.207
6067391_2_2,6065477_1_8,1,1,2010-06-17 21:50:21.000000,2,1,2010-06-17 21:36:40.999999,2010-06-17 21:18:11.000000,870.81,3150.515,3440.207
6067391_2_2,6065477_1_8,1,1,2010-06-17 21:49:21.000000,2,2,2010-06-17 21:35:42.999999,2010-06-17 21:19:06.000000,930.5,2461.897,3440.207
6067391_2_2,6073597_1_2,1,1,2010-06-17 21:40:12.000000,1,1,2010-06-17 22:11:50.000001,2010-06-17 21:25:25.000000,2639.557,3776.006,15674.577
6067391_2_2,6073597_1_2,1,1,2010-06-17 21:39:53.000001,1,2,2010-06-17 22:10:50.000001,2010-06-17 21:25:20.000000,2816.641,3741.951,15674.577
