id,sampn,perno,tripno,MODE_G10,NSUB,StopAreaNo,date_time_origin,lon_origin,lat_origin,date_time_destination,lon_destination,lat_destination
0,6003462,1,1,1,1,1126.0,2008-10-04 08:00:00,,,2008-10-04 08:20:00,-73.9385707903,40.8028068957
1,6003462,1,2,1,2,1123.0,2008-10-11 09:00:00,-73.9385707903,40.8028068957,2008-10-11 09:50:00,-73.8340707605,40.7150567314
2,6003462,1,3,1,2,1272.0,2008-10-11 11:00:00,-73.8340707605,40.7150567314,2008-10-11 12:15:00,,
3,6003462,2,1,1,1,1126.0,2008-10-11 08:05:00,,,2008-10-11 08:35:00,-73.9463243658,40.7851816359
4,6003462,2,2,1,1,1119.0,2008-10-11 16:45:00,-73.9463243658,40.7851816359,2008-10-11 17:10:00,,
5,6003556,2,1,2,1,1035.0,2008-09-06 07:00:00,-73.8906959936,40.8838083299,2008-09-06 07:55:00,-73.9683306425,40.8031557492
6,6003556,2,2,2,1,1022.0,2008-09-06 14:00:00,-73.9683306425,40.8031557492,2008-09-06 15:05:00,-73.9157734698,40.821866052
7,6003647,1,1,3,0,,2008-05-31 16:00:00,-73.8736284579,40.7743760553,2008-05-31 17:15:00,-73.9216589327,40.8174004387
8,6003647,1,2,1,1,1045.0,2008-05-31 18:15:00,-73.9216589327,40.8174004387,2008-05-31 19:15:00,-73.965558675,40.7824729194
9,6003647,1,3,1,1,1018.0,2008-05-31 21:15:00,-73.965558675,40.7824729194,2008-05-31 22:00:00,-73.9216589327,40.8174004387
10,6003701,1,1,3,0,,2008-06-07 07:30:00,-73.9204058524,40.8430772852,2008-06-07 08:15:00,,
11,6003701,1,2,3,0,,2008-06-07 10:30:00,,,2008-06-07 11:30:00,-73.9204058524,40.8430772852
12,6003768,1,1,1,1,1128.0,2008-06-07 08:00:00,-73.923503686,40.840465631,2008-06-07 09:00:00,-73.9872969674,40.7417915307
13,6003768,1,2,1,2,1012.0,2008-06-07 17:00:00,-73.9872969674,40.7417915307,2008-06-07 18:00:00,-73.923503686,40.840465631
14,6004065,1,1,8,0,,2008-06-21 14:00:00,-73.922525481,40.830460038,2008-06-21 14:20:00,,
15,6004359,1,1,3,0,,2008-05-17 08:30:00,-73.8831298923,40.8525280409,2008-05-17 09:00:00,-73.9028783371,40.858899812
16,6004359,1,2,9,0,,2008-05-17 13:00:00,-73.9028783371,40.858899812,2008-05-17 13:10:00,-73.9399227377,40.8403259776
17,6004359,1,3,3,0,,2008-05-17 16:00:00,-73.9399227377,40.8403259776,2008-05-17 16:15:00,-73.8831298923,40.8525280409
18,6004448,1,1,1,1,1128.0,2008-08-02 16:30:00,,,2008-08-02 18:10:00,-73.9923296361,40.7337076062
19,6004448,1,2,9,0,,2008-08-02 20:05:00,-73.9923296361,40.7337076062,2008-08-02 20:45:00,,
20,6004448,1,3,1,1,1180.0,2008-08-02 21:30:00,,,2008-08-02 22:00:00,-73.9897030759,40.7522506731
21,6004448,1,4,1,1,1013.0,2008-08-02 22:40:00,-73.9897030759,40.7522506731,2008-08-02 23:25:00,-74.0101216432,40.7143542002
22,6004448,1,5,1,3,1069.0,2008-08-02 23:45:00,-74.0101216432,40.7143542002,2008-08-03 01:45:00,,
23,6004820,1,1,10,0,,2008-05-31 15:00:00,-73.9093882773,40.8146745881,2008-05-31 15:20:00,-73.9044224539,40.8197342007
24,6004820,1,2,10,0,,2008-05-31 16:20:00,-73.9044224539,40.8197342007,2008-05-31 16:40:00,-73.9093882773,40.8146745881
25,6005252,1,1,3,0,,2008-05-24 07:30:00,,,2008-05-24 08:00:00,,
26,6005252,1,2,3,0,,2008-05-24 09:15:00,,,2008-05-24 09:40:00,-73.9216589327,40.8174004387
27,6005252,1,3,3,0,,2008-05-24 10:15:00,-73.9216589327,40.8174004387,2008-05-24 10:45:00,,
28,6005330,1,1,10,0,,2008-05-03 21:00:00,-73.9034851361,40.8228228245,2008-05-03 21:02:00,-73.8987334242,40.8226300447
29,6005330,1,2,10,0,,2008-05-03 21:10:00,-73.8987334242,40.8226300447,2008-05-03 21:12:00,-73.9034851361,40.8228228245
30,6005392,1,4,9,0,,2008-05-31 14:50:00,,,2008-05-31 15:00:00,,
31,6005747,1,1,3,0,,2008-05-17 12:45:00,-73.9109746696,40.8400842964,2008-05-17 13:30:00,,
32,6005747,1,2,9,0,,2008-05-17 16:45:00,,,2008-05-17 17:45:00,-73.9109746696,40.8400842964
33,6005839,1,1,8,0,,2008-05-31 09:30:00,-73.8835447954,40.8701119976,2008-05-31 09:40:00,-73.8273739899,40.8743472554
34,6005839,1,2,8,0,,2008-05-31 12:00:00,-73.8273739899,40.8743472554,2008-05-31 12:15:00,-73.8835447954,40.8701119976
35,6005839,1,3,8,0,,2008-05-31 13:00:00,-73.8835447954,40.8701119976,2008-05-31 14:30:00,-74.0123660932,40.6463422146
36,6005839,1,4,8,0,,2008-05-31 21:30:00,-74.0123660932,40.6463422146,2008-05-31 22:30:00,-73.8835447954,40.8701119976
37,6005839,3,1,7,0,,2008-05-31 09:30:00,-73.8835447954,40.8701119976,2008-05-31 09:40:00,-73.8273739899,40.8743472554
38,6005839,3,2,7,0,,2008-05-31 12:00:00,-73.8273739899,40.8743472554,2008-05-31 12:15:00,-73.8835447954,40.8701119976
39,6005839,3,3,7,0,,2008-05-31 13:00:00,-73.8835447954,40.8701119976,2008-05-31 14:30:00,-74.0123660932,40.6463422146
40,6005839,3,4,7,0,,2008-05-31 21:30:00,-74.0123660932,40.6463422146,2008-05-31 22:30:00,-73.8835447954,40.8701119976
41,6006154,1,2,1,1,1157.0,2008-05-24 01:30:00,-73.9860247732,40.7573151851,2008-05-24 02:05:00,-73.8924820735,40.8562302335
42,6006212,1,1,3,0,,2008-06-07 10:00:00,-73.8984732523,40.831088354,2008-06-07 11:30:00,-73.9420975936,40.8366262791
43,6006212,1,2,3,0,,2008-06-07 14:00:00,-73.9420975936,40.8366262791,2008-06-07 15:00:00,-73.8984732523,40.831088354
44,6006319,1,1,1,2,1048.0,2008-05-24 09:00:00,-73.8978952525,40.8259524985,2008-05-24 10:00:00,-73.9954672062,40.7233244006
45,6006319,1,2,1,2,1106.0,2008-05-24 11:00:00,-73.9954672062,40.7233244006,2008-05-24 12:00:00,-73.8978952525,40.8259524985
46,6006674,1,1,2,2,1051.0,2008-06-14 06:30:00,-73.8899852671,40.8355240803,2008-06-14 08:00:00,-73.9393445379,40.6897591509
47,6006674,1,2,2,2,1226.0,2008-06-14 20:00:00,-73.9393445379,40.6897591509,2008-06-14 22:30:00,-73.8899852671,40.8355240803
48,6006709,1,1,8,0,,2008-05-31 12:00:00,-73.8850182576,40.8368449954,2008-05-31 13:00:00,-73.879036826,40.8710882992
49,6006709,1,2,8,0,,2008-05-31 18:30:00,-73.879036826,40.8710882992,2008-05-31 19:00:00,-73.8850182576,40.8368449954
50,6007110,1,1,8,0,,2008-06-14 11:00:00,,,2008-06-14 13:30:00,,
51,6007110,1,2,8,0,,2008-06-14 17:00:00,,,2008-06-14 18:30:00,,
52,6007110,1,3,8,0,,2008-06-14 19:15:00,,,2008-06-14 19:30:00,,
53,6007140,1,1,1,2,1064.0,2008-05-24 08:30:00,-73.855700288,40.8517064876,2008-05-24 09:30:00,-73.9513550524,40.7910679239
54,6007140,1,2,9,0,,2008-05-24 11:30:00,-73.9513550524,40.7910679239,2008-05-24 11:45:00,-73.9513550524,40.7910679239
55,6007140,1,3,3,0,,2008-05-24 19:45:00,-73.9513550524,40.7910679239,2008-05-24 20:00:00,-73.9731196545,40.7851956662
56,6007140,1,4,1,0,,2008-05-24 21:45:00,-73.9731196545,40.7851956662,2008-05-24 21:55:00,-73.9665329874,40.8057120515
57,6007267,1,1,8,0,,2008-05-03 16:30:00,,,2008-05-03 17:15:00,-73.9389689948,40.6764270216
58,6007267,1,2,8,0,,2008-05-03 20:00:00,-73.9389689948,40.6764270216,2008-05-03 20:50:00,-73.9823535094,40.7623458099
59,6007368,2,1,2,1,1053.0,2008-10-11 16:00:00,,,2008-10-11 17:00:00,-73.9487875193,40.8083402095
60,6007368,2,2,1,1,1123.0,2008-10-11 23:45:00,-73.9487875193,40.8083402095,2008-10-12 00:50:00,-73.9087486424,40.8495580062
61,6007493,1,1,8,0,,,,,,,
62,6007493,1,2,8,0,,2008-05-10 11:30:00,,,2008-05-10 12:00:00,,
63,6007493,1,3,8,0,,2008-05-10 12:00:00,,,2008-05-10 12:30:00,,
64,6007493,1,4,8,0,,2008-05-10 14:00:00,,,2008-05-10 14:30:00,,
65,6007493,1,5,7,0,,2008-05-10 16:00:00,,,2008-05-10 16:30:00,,
66,6007493,1,6,8,0,,2008-05-10 18:00:00,,,2008-05-10 18:30:00,,
67,6007683,1,1,8,0,,2008-06-07 04:30:00,-73.9462503351,40.8383424678,2008-06-07 04:40:00,-73.8972422055,40.8825487882
68,6007683,1,2,2,1,1036.0,2008-06-07 15:30:00,-73.8972422055,40.8825487882,2008-06-07 16:30:00,,
69,6007683,1,3,3,0,,2008-06-07 20:00:00,,,2008-06-07 20:45:00,-73.990516176,40.7431515841
70,6007683,1,4,7,0,,2008-06-07 22:30:00,-73.990516176,40.7431515841,2008-06-07 22:45:00,-73.9995787242,40.7299672269
71,6007683,1,5,1,1,1008.0,2008-06-07 00:00:00,-73.9995787242,40.7299672269,2008-06-07 01:30:00,-73.8972422055,40.8825487882
72,6007832,1,1,8,0,,2008-05-17 10:30:00,,,2008-05-17 11:00:00,-73.9321379279,40.7556396756
73,6007832,1,2,8,0,,2008-05-17 15:00:00,-73.9321379279,40.7556396756,2008-05-17 15:30:00,,
74,6007986,1,1,10,0,,2008-05-31 11:00:00,-73.8248478525,40.8321995998,2008-05-31 11:05:00,-73.8292806705,40.837418451
75,6007986,1,2,10,0,,2008-05-31 11:15:00,-73.8292806705,40.837418451,2008-05-31 11:20:00,-73.8248478525,40.8321995998
76,6008021,1,1,3,0,,2008-05-17 13:00:00,-73.8233499225,40.8212923652,2008-05-17 15:00:00,-73.8973295804,40.8606317643
77,6008021,1,2,2,1,1044.0,2008-05-17 17:00:00,-73.8973295804,40.8606317643,2008-05-17 20:00:00,,
78,6008021,1,3,1,2,1061.0,2008-05-17 22:30:00,,,2008-05-18 03:59:00,-73.8233499225,40.8212923652
79,6008045,1,1,3,0,,2008-06-21 11:00:00,-73.8233499225,40.8212923652,2008-06-21 11:27:00,,
80,6008045,1,2,3,0,,2008-06-21 12:30:00,,,2008-06-21 13:00:00,-73.8233499225,40.8212923652
81,6008105,1,1,3,0,,2008-05-17 15:00:00,-73.8042777239,40.8126244201,2008-05-17 15:38:00,-73.8248478525,40.8321995998
82,6008105,1,2,3,0,,2008-05-17 16:30:00,-73.8248478525,40.8321995998,2008-05-17 17:00:00,-73.8042777239,40.8126244201
83,6008349,1,1,3,0,,2008-05-17 07:00:00,-73.8451998796,40.8858632233,2008-05-17 09:00:00,-73.8666623327,40.8798243331
84,6008349,1,2,3,0,,2008-05-17 19:30:00,-73.8666623327,40.8798243331,2008-05-17 20:25:00,-73.8451998796,40.8858632233
85,6008353,2,1,3,0,,2008-09-20 08:30:00,-73.8483983084,40.8796353399,2008-09-20 09:05:00,,
86,6008353,2,2,3,0,,2008-09-20 13:00:00,,,2008-09-20 14:00:00,-73.8273739899,40.8743472554
87,6008353,2,3,3,0,,2008-09-20 16:30:00,-73.8273739899,40.8743472554,2008-09-20 17:45:00,-73.8483983084,40.8796353399
88,6008530,1,1,8,0,,2008-05-31 08:15:00,-73.8739183516,40.8771228376,2008-05-31 08:20:00,-73.8816817759,40.8768614924
89,6008530,1,2,8,0,,2008-05-31 08:45:00,-73.8816817759,40.8768614924,2008-05-31 08:55:00,-73.8819785564,40.8946018011
90,6008530,1,3,8,0,,2008-05-31 09:05:00,-73.8819785564,40.8946018011,2008-05-31 09:20:00,-73.8641632505,40.9004185321
91,6008530,1,4,8,0,,2008-05-31 09:40:00,-73.8641632505,40.9004185321,2008-05-31 10:00:00,-73.8739183516,40.8771228376
92,6008530,1,5,8,0,,2008-05-31 18:15:00,-73.8739183516,40.8771228376,2008-05-31 19:00:00,-73.9744533128,40.7389277014
93,6008530,1,6,8,0,,2008-05-31 22:00:00,-73.9744533128,40.7389277014,2008-05-31 22:45:00,-73.8739183516,40.8771228376
94,6008593,1,1,2,1,1133.0,2008-05-31 08:30:00,-73.8742773194,40.874960028,2008-05-31 09:45:00,-73.9544307294,40.781092561
95,6008593,1,2,1,2,1118.0,2008-05-31 10:30:00,-73.9544307294,40.781092561,2008-05-31 11:15:00,-73.8742773194,40.874960028
96,6008685,1,1,7,0,,2008-05-31 04:30:00,-73.8924820735,40.8562302335,2008-05-31 04:45:00,-73.8607690448,40.8812300361
97,6009114,1,1,3,0,,2008-05-31 14:00:00,,,2008-05-31 14:30:00,-73.9374754178,40.8468225619
98,6009114,1,2,3,0,,2008-05-31 16:30:00,-73.9374754178,40.8468225619,2008-05-31 17:00:00,-73.918654029,40.8692194747
99,6009114,1,3,3,0,,2008-05-31 21:30:00,-73.918654029,40.8692194747,2008-05-31 22:00:00,,
100,6009234,1,6,7,0,,2008-05-31 00:30:00,-73.938378965,40.8428949517,2008-05-31 01:00:00,-73.9142974415,40.8601207661
101,6009337,1,1,1,1,1132.0,2008-05-17 06:20:00,-73.9028783371,40.858899812,2008-05-17 06:50:00,-73.9018405277,40.8136761861
102,6009337,1,2,9,0,,2008-05-17 16:20:00,-73.9018405277,40.8136761861,2008-05-17 16:40:00,-73.9121741052,40.811456794
103,6009337,1,3,3,0,,2008-05-17 17:15:00,-73.9121741052,40.811456794,2008-05-17 18:15:00,-73.9028783371,40.858899812
104,6009423,1,1,3,0,,2008-05-10 08:50:00,-73.8483983084,40.8796353399,2008-05-10 09:34:00,-73.8931488355,40.8767911373
105,6009423,1,2,1,1,1135.0,2008-05-10 13:40:00,-73.8931488355,40.8767911373,2008-05-10 15:30:00,-73.9117748133,40.6524792863
106,6009423,1,3,1,1,1085.0,2008-05-10 16:30:00,-73.9117748133,40.6524792863,2008-05-10 17:59:00,-73.8483983084,40.8796353399
107,6009423,2,1,2,1,1118.0,2008-05-10 10:00:00,-73.9544307294,40.781092561,2008-05-10 11:30:00,-73.8483983084,40.8796353399
108,6009423,2,2,3,0,,2008-05-10 15:40:00,-73.8483983084,40.8796353399,2008-05-10 16:20:00,-73.8598523255,40.8930205509
109,6009423,2,3,3,0,,2008-05-10 16:44:00,-73.8598523255,40.8930205509,2008-05-10 17:41:00,-73.8483983084,40.8796353399
110,6009423,2,4,1,1,1066.0,2008-05-10 21:02:00,-73.8483983084,40.8796353399,2008-05-10 21:50:00,-73.9544307294,40.781092561
111,6009674,1,1,2,1,1063.0,2008-07-05 08:10:00,-73.8462047648,40.9038831008,2008-07-05 08:55:00,-73.9044581714,40.8647768023
112,6009674,1,2,3,0,,2008-07-05 10:30:00,-73.9044581714,40.8647768023,2008-07-05 11:10:00,,
113,6009674,1,3,2,1,1052.0,2008-07-05 17:00:00,,,2008-07-05 18:30:00,-73.8462047648,40.9038831008
114,6009774,1,1,8,0,,2008-05-03 14:00:00,-73.9075674201,40.9053354682,2008-05-03 16:00:00,-73.9860247732,40.7573151851
115,6009774,1,2,8,0,,2008-05-03 20:00:00,-73.9860247732,40.7573151851,2008-05-03 20:45:00,-73.9075674201,40.9053354682
116,6009786,2,1,7,0,,2008-05-17 09:30:00,,,2008-05-17 09:50:00,-73.8754766998,40.8577435599
117,6009786,2,2,1,2,1052.0,2008-05-17 14:00:00,-73.8754766998,40.8577435599,2008-05-17 15:30:00,-73.9969945326,40.7422433566
118,6009786,2,3,9,0,,2008-05-17 17:30:00,-73.9969945326,40.7422433566,2008-05-17 18:00:00,-73.9860181527,40.7307375803
119,6009786,2,4,9,0,,2008-05-17 19:00:00,-73.9860181527,40.7307375803,2008-05-17 19:15:00,-73.9814576096,40.7290059596
120,6009786,2,5,1,1,1007.0,2008-05-17 19:45:00,-73.9814576096,40.7290059596,2008-05-17 20:55:00,-73.9677456047,40.792555362
121,6009786,2,6,1,1,1020.0,2008-05-17 23:20:00,-73.9677456047,40.792555362,2008-05-18 00:20:00,,
122,6010079,1,1,10,0,,2008-05-31 11:30:00,-73.8656218414,40.8298178318,2008-05-31 11:45:00,-73.8656218414,40.8298178318
123,6010079,1,2,1,2,1148.0,2008-05-31 12:00:00,-73.8656218414,40.8298178318,2008-05-31 14:00:00,-73.9744493694,40.7594237691
124,6010079,1,3,1,1,1114.0,2008-05-31 22:30:00,-73.9744493694,40.7594237691,2008-05-31 23:20:00,-73.8656218414,40.8298178318
125,6010083,1,1,3,0,,2008-05-17 12:30:00,-73.8705264335,40.8289578304,2008-05-17 13:15:00,-73.8666721626,40.8745405771
126,6010083,1,2,3,0,,2008-05-17 15:00:00,-73.8666721626,40.8745405771,2008-05-17 16:00:00,-73.9452338179,40.8057864867
127,6010083,1,3,2,1,1123.0,2008-05-17 18:45:00,-73.9452338179,40.8057864867,2008-05-17 19:40:00,-73.8656218414,40.8298178318
128,6010142,1,1,3,0,,2008-06-07 10:00:00,-73.8664702725,40.8265078569,2008-06-07 10:45:00,-73.892328124,40.8256327565
129,6010142,1,2,3,0,,2008-06-07 12:30:00,-73.892328124,40.8256327565,2008-06-07 13:00:00,-73.9128359377,40.818216964
130,6010142,1,3,1,1,1045.0,2008-06-07 15:00:00,-73.9128359377,40.818216964,2008-06-07 16:00:00,-73.9897030759,40.7522506731
131,6010142,1,4,2,1,1012.0,2008-06-07 17:30:00,-73.9897030759,40.7522506731,2008-06-07 18:45:00,-73.8664702725,40.8265078569
132,6010168,1,1,3,0,,2008-06-07 09:00:00,-73.8743555486,40.8270109432,2008-06-07 10:00:00,-73.8895685184,40.8232798174
133,6010168,1,2,3,0,,2008-06-07 10:30:00,-73.8895685184,40.8232798174,2008-06-07 11:30:00,-73.8743555486,40.8270109432
134,6010168,1,3,1,0,,2008-06-07 15:30:00,-73.8743555486,40.8270109432,2008-06-07 15:50:00,-73.8273739899,40.8743472554
135,6010168,1,4,7,0,,2008-06-07 18:30:00,-73.8273739899,40.8743472554,2008-06-07 20:00:00,-73.8743555486,40.8270109432
136,6010198,1,1,10,0,,2008-05-03 11:00:00,-73.8743555486,40.8270109432,2008-05-03 11:15:00,-73.8743555486,40.8270109432
137,6010198,1,2,9,0,,2008-05-03 11:45:00,-73.8743555486,40.8270109432,2008-05-03 11:50:00,-73.8797430652,40.829907426
138,6010198,1,3,9,0,,2008-05-03 12:00:00,-73.8797430652,40.829907426,2008-05-03 12:30:00,-73.8743555486,40.8270109432
139,6010198,1,4,9,0,,2008-05-03 16:40:00,-73.8743555486,40.8270109432,2008-05-03 17:08:00,-73.8664702725,40.8265078569
140,6010198,1,5,9,0,,2008-05-03 21:30:00,-73.8664702725,40.8265078569,2008-05-03 21:52:00,-73.8743555486,40.8270109432
141,6010246,1,1,1,2,1150.0,2008-06-21 12:00:00,-73.8498080867,40.8198792151,2008-06-21 14:00:00,-73.9872962445,40.7475659419
142,6010246,1,2,1,1,1098.0,2008-06-21 16:30:00,-73.9872962445,40.7475659419,2008-06-21 19:30:00,-73.8498080867,40.8198792151
143,6010268,1,1,8,0,,2008-05-31 07:00:00,-73.8528623054,40.8194756093,2008-05-31 07:30:00,-73.8273739899,40.8743472554
144,6010268,1,2,8,0,,2008-05-31 12:00:00,-73.8273739899,40.8743472554,2008-05-31 12:45:00,-73.8495227557,40.8254434786
145,6010268,1,3,8,0,,2008-05-31 12:45:00,-73.8495227557,40.8254434786,2008-05-31 13:00:00,-73.8528623054,40.8194756093
146,6010268,3,1,1,0,,2008-05-31 05:00:00,-73.9898556569,40.7622381273,2008-05-31 06:30:00,-73.8528623054,40.8194756093
147,6010268,3,2,7,0,,2008-05-31 14:00:00,-73.8528623054,40.8194756093,2008-05-31 14:30:00,-73.8580762033,40.8188477433
148,6010268,3,3,8,0,,2008-05-31 18:30:00,-73.8580762033,40.8188477433,2008-05-31 19:00:00,-73.8528623054,40.8194756093
149,6010284,1,1,2,1,1052.0,2008-05-24 07:00:00,-73.8495227557,40.8254434786,2008-05-24 08:08:00,,
150,6010284,1,2,3,0,,2008-05-24 15:30:00,,,2008-05-24 17:00:00,-73.8495227557,40.8254434786
151,6010696,1,1,8,0,,2008-05-17 09:30:00,-73.8273739899,40.8743472554,2008-05-17 10:15:00,-73.900240637,40.8662182611
152,6010696,1,2,8,0,,2008-05-17 14:45:00,-73.900240637,40.8662182611,2008-05-17 15:30:00,-73.8273739899,40.8743472554
153,6010802,1,2,3,0,,2008-05-31 00:00:00,-73.9619552623,40.8005046462,2008-05-31 00:45:00,-73.8220885206,40.863774622
154,6010917,1,1,1,1,1072.0,2008-05-17 10:00:00,,,2008-05-17 10:30:00,-73.9860247732,40.7573151851
155,6010917,1,2,1,1,1013.0,2008-05-17 16:30:00,-73.9860247732,40.7573151851,2008-05-17 17:00:00,,
156,6010958,1,5,8,0,,2008-05-03 10:00:00,-74.0061463442,40.7188621404,2008-05-03 10:50:00,-73.9973907564,40.6923577363
157,6011000,1,1,1,1,,2008-05-03 18:30:00,,,2008-05-03 19:20:00,-73.9802378724,40.7652140308
158,6011000,1,2,4,1,1369.0,2008-05-03 21:45:00,-73.9802378724,40.7652140308,2008-05-03 22:30:00,,
159,6011150,1,1,1,1,1074.0,2008-06-21 11:00:00,,,2008-06-21 11:20:00,-74.0101216432,40.7143542002
160,6011150,1,2,1,1,1069.0,2008-06-21 13:30:00,-74.0101216432,40.7143542002,2008-06-21 13:55:00,,
161,6011218,1,1,1,1,1073.0,2008-05-10 07:45:00,-73.9895996187,40.6882098933,2008-05-10 08:20:00,-73.9933577642,40.7472366226
162,6011218,1,2,1,1,1011.0,2008-05-10 17:00:00,-73.9933577642,40.7472366226,2008-05-10 17:30:00,-73.9895996187,40.6882098933
163,6011253,2,2,1,1,1180.0,2008-06-07 17:15:00,-73.9923296361,40.7337076062,2008-06-07 17:45:00,-73.9938255682,40.7002132441
164,6011285,1,1,10,0,,2008-06-28 08:00:00,-73.9895996187,40.6882098933,2008-06-28 08:15:00,-73.9895996187,40.6882098933
165,6011285,1,2,10,0,,2008-06-28 16:00:00,-73.9895996187,40.6882098933,2008-06-28 16:30:00,-73.9895996187,40.6882098933
166,6011285,1,3,7,0,,2008-06-28 17:00:00,-73.9895996187,40.6882098933,2008-06-28 18:00:00,-73.9972152981,40.7521334103
167,6011285,1,4,7,0,,2008-06-28 21:00:00,-73.9972152981,40.7521334103,2008-06-28 22:50:00,-74.0202749389,40.6295235055
168,6011285,1,5,7,0,,2008-06-28 23:30:00,-74.0202749389,40.6295235055,2008-06-29 00:00:00,-73.9895996187,40.6882098933
169,6011285,3,1,1,2,1343.0,2008-06-28 08:30:00,-73.9895996187,40.6882098933,2008-06-28 09:00:00,-74.0202749389,40.6295235055
170,6011285,3,2,1,2,1416.0,2008-06-28 13:00:00,-74.0202749389,40.6295235055,2008-06-28 13:30:00,-73.9895996187,40.6882098933
171,6011285,3,3,9,0,,2008-06-28 17:00:00,-73.9895996187,40.6882098933,2008-06-28 17:10:00,-73.9895996187,40.6882098933
172,6011285,3,4,1,2,1343.0,2008-06-28 20:30:00,-73.9895996187,40.6882098933,2008-06-28 20:50:00,-74.0202749389,40.6295235055
173,6011285,3,5,1,2,1416.0,2008-06-28 23:30:00,-74.0202749389,40.6295235055,2008-06-29 00:00:00,-73.9895996187,40.6882098933
174,6011807,1,1,10,0,,2008-05-17 12:00:00,-73.9856591036,40.6149912314,2008-05-17 12:30:00,-73.9921392722,40.6198290935
175,6011807,1,2,10,0,,2008-05-17 14:00:00,-73.9921392722,40.6198290935,2008-05-17 14:30:00,-73.9856591036,40.6149912314
176,6011898,1,1,3,0,,2008-06-07 07:00:00,-73.995292256,40.6109492989,2008-06-07 08:40:00,-73.989993244,40.6213629738
177,6011898,1,2,1,3,,2008-06-07 18:30:00,-73.989993244,40.6213629738,2008-06-07 19:45:00,-73.992398827,40.7294243953
178,6011898,1,3,1,2,1107.0,2008-06-07 22:00:00,-73.992398827,40.7294243953,2008-06-07 23:00:00,-73.995292256,40.6109492989
179,6012016,1,4,1,0,,2008-05-24 01:30:00,-73.9814576096,40.7290059596,2008-05-24 02:00:00,-73.9706407001,40.694649395
180,6012323,1,1,1,2,1453.0,2008-06-07 11:00:00,,,2008-06-07 12:35:00,,
181,6012323,1,2,1,2,1157.0,2008-06-07 15:30:00,,,2008-06-07 17:00:00,,
182,6012323,1,3,1,1,1453.0,2008-06-07 19:00:00,,,2008-06-07 19:30:00,-73.9893862227,40.7317637467
183,6012323,1,4,1,1,1109.0,2008-06-07 20:30:00,-73.9893862227,40.7317637467,2008-06-07 21:00:00,,
184,6012323,2,1,1,2,1453.0,2008-06-07 11:00:00,,,2008-06-07 12:35:00,,
185,6012323,2,2,1,2,1157.0,2008-06-07 15:30:00,,,2008-06-07 17:00:00,,
186,6012323,2,3,1,1,1453.0,2008-06-07 19:00:00,,,2008-06-07 19:30:00,-73.9893862227,40.7317637467
187,6012323,2,4,1,1,1109.0,2008-06-07 20:30:00,-73.9893862227,40.7317637467,2008-06-07 21:00:00,,
188,6012337,1,1,8,0,,2008-05-31 16:00:00,-73.9441000569,40.7035730437,2008-05-31 17:30:00,-73.8661401236,40.8175422365
189,6012337,1,2,8,0,,2008-05-31 18:00:00,-73.8661401236,40.8175422365,2008-05-31 18:45:00,-73.8936546222,40.8635138451
190,6012590,1,1,3,0,,2008-05-17 13:00:00,-73.9462237112,40.694967465,2008-05-17 17:00:00,-73.8690959463,40.6491183732
191,6012590,1,2,3,0,,2008-05-17 18:00:00,-73.8690959463,40.6491183732,2008-05-17 22:00:00,-73.9462237112,40.694967465
192,6012661,1,1,2,2,1286.0,2008-06-07 22:00:00,-73.9512860393,40.6973922096,,-73.9047079731,40.6911202711
193,6012734,1,2,1,2,1369.0,2008-05-31 01:35:00,-73.98617021,40.7672921843,2008-05-31 02:40:00,-73.9082847167,40.6845175541
194,6013333,1,1,8,0,,2008-05-10 12:00:00,-73.8651580342,40.6713065183,2008-05-10 12:10:00,-73.905185047,40.6815974508
195,6013333,1,2,8,0,,2008-05-10 14:40:00,-73.905185047,40.6815974508,2008-05-10 15:00:00,-73.8690959463,40.6491183732
196,6013333,1,3,8,0,,2008-05-10 16:15:00,-73.8690959463,40.6491183732,2008-05-10 17:00:00,-73.9648176446,40.6799552347
197,6013333,1,4,8,0,,2008-05-10 17:02:00,-73.9648176446,40.6799552347,2008-05-10 17:08:00,-73.9644185289,40.6952400943
198,6013333,1,5,8,0,,2008-05-10 17:10:00,-73.9644185289,40.6952400943,2008-05-10 17:11:00,-73.9644185289,40.6952400943
199,6013333,1,6,8,0,,2008-05-10 17:14:00,-73.9644185289,40.6952400943,2008-05-10 17:18:00,-73.9492955026,40.6794025138
200,6013333,1,7,8,0,,2008-05-10 17:19:00,-73.9492955026,40.6794025138,2008-05-10 18:12:00,-73.8651580342,40.6713065183
201,6013386,1,1,3,0,,2008-05-31 13:00:00,-73.8628769897,40.6638861831,2008-05-31 13:20:00,-73.8690959463,40.6491183732
202,6013386,1,2,3,0,,2008-05-31 14:00:00,-73.8690959463,40.6491183732,2008-05-31 14:15:00,-73.8628769897,40.6638861831
203,6013729,1,1,1,1,1417.0,2008-06-07 08:00:00,-74.0375649412,40.624134268,2008-06-07 08:30:00,-74.0083815642,40.6366239517
204,6013729,1,2,9,0,,2008-06-07 12:30:00,-74.0083815642,40.6366239517,2008-06-07 13:15:00,-74.0375649412,40.624134268
205,6013962,3,1,2,3,1096.0,2008-09-06 11:15:00,-73.941442839,40.6378535315,2008-09-06 13:20:00,-73.8656050606,40.7595232622
206,6013962,3,2,2,3,1262.0,2008-09-06 13:50:00,-73.8656050606,40.7595232622,2008-09-06 15:56:00,-73.941442839,40.6378535315
