sampn,hcnty,hhtaz,hhzip,lang,hhnum,hhveh,hmrac,hhinc,hhtel,hstruc,wtrip,strip,ttrips,ttrans,truse,otran,auto,subwy,mbus,EXP1_FINAL_SAT,EXP1_FINAL_SUN,EXP1_FINAL_WKD,EXP1_FINAL_WKNDAY,EXP1_FINAL_WKNTOT,EXP_HH1B_AVGDAY
6120843,"New York                                          ",301,"10040",2,3,2,3,2,3,2,,,2,2,1,,,,1,,,2.3459999999999999e+02,,,1.7142557142857143e+02
6120863,"New York                                          ",302,"10040",1,2,0,3,1,3,3,,,0,0,,,,,,2.9368000000000002e+03,,,1.1632000000000000e+03,2.3263499999999999e+03,3.3998674285714281e+02
6120881,"New York                                          ",301,"10040",1,1,0,1,3,3,4,1,,3,3,1,,,1,,,,2.9439999999999998e+02,,,2.1512228571428568e+02
6120883,"New York                                          ",301,"10040",1,2,0,1,5,2,2,1,,6,4,1,,,1,,,,2.1019999999999999e+02,,,1.5359614285714284e+02
6120900,"New York                                          ",302,"10040",2,4,0,3,1,3,3,1,,2,4,1,,,1,1,1.8090999999999999e+03,,,1.3080000000000000e+03,2.6160599999999999e+03,3.8230971428571428e+02
6120907,"New York                                          ",297,"10040",2,3,0,3,1,1,2,,,3,3,1,,,1,,,1.4452000000000000e+03,,8.0570000000000005e+02,1.6114900000000000e+03,2.3549459999999999e+02
6120921,"New York                                          ",296,"10040",1,2,0,1,1,3,6,,,2,0,,,,,,2.5046999999999998e+03,,,1.2038000000000000e+03,2.4075200000000000e+03,3.5185354285714283e+02
6120927,"New York                                          ",302,"10040",2,2,0,3,1,3,6,,,2,0,,,,,,2.5046999999999998e+03,,,1.2038000000000000e+03,2.4075200000000000e+03,3.5185354285714283e+02
6120937,"New York                                          ",256,"10128",1,1,0,1,5,3,4,1,,4,3,1,,,1,,,,3.2180000000000001e+02,,,2.3514385714285712e+02
6120944,"New York                                          ",256,"10128",1,1,0,1,5,2,4,,,0,0,,,,,,2.2413000000000002e+03,,,1.1119000000000001e+03,2.2238499999999999e+03,3.2499248571428569e+02
6120967,"New York                                          ",318,"10463",2,1,0,3,2,3,4,,,3,0,,,,,,,2.3460000000000000e+03,,1.3080000000000000e+03,2.6160599999999999e+03,3.8230971428571428e+02
6120984,"New York                                          ",318,"10463",1,3,1,2,3,3,2,1,,4,4,1,,,1,1,,,2.0880000000000001e+02,,,1.5257314285714284e+02
6120987,"New York                                          ",318,"10463",1,2,1,2,1,3,2,1,,4,4,1,,,,1,,,2.0880000000000001e+02,,,1.5257314285714284e+02
6120997,"Kings                                             ",1073,"11201",1,3,0,1,2,3,1,,,5,4,1,,,,1,,1.3333000000000000e+03,2.2759999999999999e+02,7.3210000000000002e+02,1.4641400000000001e+03,1.6631057142857142e+02
6121023,"Kings                                             ",1077,"11201",1,2,0,3,1,3,4,,,3,3,1,,,1,1,,,3.0010000000000002e+02,,,2.1928735714285713e+02
6121024,"Kings                                             ",1077,"11201",2,2,0,3,1,1,6,,,5,3,1,,,,1,2.5325999999999999e+03,,,1.1884000000000001e+03,2.3768499999999999e+03,3.4735234285714284e+02
6121062,"Kings                                             ",1339,"11204",1,3,1,1,2,3,2,,,10,0,,,,,,1.5735000000000000e+03,1.3333000000000000e+03,,7.3210000000000002e+02,1.4641400000000001e+03,2.1398237142857141e+02
6121080,"Kings                                             ",1338,"11204",1,5,0,1,1,3,6,,,2,2,1,,,1,,1.5600999999999999e+03,,,7.3210000000000002e+02,1.4641400000000001e+03,2.1398237142857141e+02
6121097,"Kings                                             ",1338,"11204",1,3,2,1,5,3,2,1,,4,3,1,,,1,,,,2.7389999999999998e+02,,,2.0014264285714285e+02
6121099,"Kings                                             ",1341,"11204",1,2,0,3,1,1,6,,,4,0,,,,,,2.5325999999999999e+03,,3.6950000000000000e+02,1.1884000000000001e+03,2.3768499999999999e+03,2.6999892857142856e+02
6121109,"Kings                                             ",1333,"11204",1,5,0,4,6,3,2,1,,2,2,1,,,1,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121110,"Kings                                             ",1333,"11204",1,3,0,1,2,3,3,,,2,0,,,,,,,,2.3340000000000001e+02,,,1.7054871428571428e+02
6121112,"Kings                                             ",1341,"11204",1,4,3,1,5,3,2,,1,3,4,1,,,1,1,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121117,"Kings                                             ",1341,"11204",1,4,2,1,3,3,2,1,,5,1,1,,,,1,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121124,"Kings                                             ",1112,"11205",1,8,0,1,1,3,3,,,0,0,,,,,,,,2.7200000000000000e+02,,,1.9875428571428569e+02
6121130,"Kings                                             ",1112,"11205",1,2,0,3,1,2,2,1,,2,4,1,,,1,1,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121152,"Kings                                             ",1095,"11205",1,3,0,2,1,3,6,,,2,2,1,,,,1,,,3.6919999999999999e+02,,,2.6977971428571425e+02
6121169,"Kings                                             ",1113,"11205",1,4,0,1,2,3,3,,,2,1,1,,,,1,,,2.6269999999999999e+02,,,1.9195864285714285e+02
6121172,"Kings                                             ",1113,"11205",2,5,0,3,2,1,4,1,,1,0,,,,,,,,2.6269999999999999e+02,,,1.9195864285714285e+02
6121173,"Kings                                             ",1112,"11205",1,10,1,1,2,1,3,1,,2,0,,,,,,,,2.6269999999999999e+02,,,1.9195864285714285e+02
6121189,"Kings                                             ",1095,"11205",1,4,0,2,1,1,3,1,,7,4,1,,,,1,,,2.7200000000000000e+02,,,1.9875428571428569e+02
6121190,"Kings                                             ",1095,"11205",1,1,0,2,2,1,6,,,0,0,,,,,,,1.3333000000000000e+03,,7.3210000000000002e+02,1.4641400000000001e+03,2.1398237142857141e+02
6121193,"Kings                                             ",1095,"11205",1,1,0,2,1,1,6,,,3,0,,,,,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121216,"Kings                                             ",1111,"11205",1,2,0,1,3,3,4,1,1,4,6,1,,,1,1,,,2.4550000000000000e+02,,,1.7939035714285714e+02
6121220,"Kings                                             ",1111,"11205",1,2,0,1,3,2,2,1,,6,6,1,,,1,,,,3.0800000000000000e+02,,,2.2505999999999997e+02
6121231,"Kings                                             ",1114,"11205",1,1,0,2,2,1,4,1,,3,2,1,,,1,,,,2.7250000000000000e+02,,,1.9911964285714282e+02
6121233,"Kings                                             ",1114,"11205",1,1,0,2,1,3,6,,,0,0,,,,,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121241,"Kings                                             ",1054,"11206",1,2,0,1,5,2,6,,,2,2,1,,,1,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121248,"Kings                                             ",1054,"11206",1,2,0,2,1,3,5,,,2,2,1,,,1,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121251,"Kings                                             ",1065,"11206",1,1,0,2,1,1,6,,,2,2,1,,,,1,,2.1645000000000000e+03,,1.1884000000000001e+03,2.3768499999999999e+03,3.4735234285714284e+02
6121263,"Kings                                             ",1065,"11206",1,1,1,3,3,3,4,,,2,0,,,,,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121268,"Kings                                             ",1065,"11206",1,3,1,2,1,3,6,,,3,0,,,,,,,,3.6919999999999999e+02,,,2.6977971428571425e+02
6121272,"Kings                                             ",1067,"11206",1,1,0,5,1,1,6,,,2,2,1,,,1,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121273,"Kings                                             ",1067,"11206",2,2,0,3,1,1,4,,1,5,3,1,,,,1,2.0819000000000001e+03,1.6060000000000000e+03,,9.5279999999999995e+02,1.9055400000000000e+03,2.7848982857142852e+02
6121275,"Kings                                             ",1064,"11206",2,5,2,3,2,3,6,,,2,2,1,,,1,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121290,"Kings                                             ",1065,"11206",1,1,1,1,3,3,4,1,,2,0,,,,,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121297,"Kings                                             ",1065,"11206",1,2,1,2,2,1,4,1,,4,2,1,,,1,,,,3.3269999999999999e+02,,,2.4310864285714283e+02
6121303,"Kings                                             ",1065,"11206",1,3,0,4,2,3,2,1,,2,0,,,,,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121314,"Kings                                             ",1065,"11206",2,4,1,3,2,3,1,,,2,2,1,,,1,,1.6022000000000000e+03,,,8.7650000000000000e+02,1.7529900000000000e+03,2.5618842857142852e+02
6121322,"Kings                                             ",1065,"11206",1,2,0,1,5,2,2,1,,4,3,1,,,1,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121324,"Kings                                             ",1064,"11206",1,2,0,3,2,1,2,1,,2,2,1,,,1,,,,2.5259999999999999e+02,,,1.8457842857142853e+02
6121328,"Kings                                             ",1064,"11206",1,2,0,5,4,3,4,1,,2,4,1,,,1,1,,,2.4550000000000000e+02,,,1.7939035714285714e+02
6121342,"Kings                                             ",1064,"11206",2,5,1,3,2,3,4,1,,2,2,1,,,1,,,,2.6269999999999999e+02,,,1.9195864285714285e+02
6121351,"Kings                                             ",1065,"11206",1,2,1,4,2,1,6,,,0,0,,,,,,,,3.2850000000000000e+02,,,2.4003964285714284e+02
6121355,"Kings                                             ",1065,"11206",1,1,1,2,4,3,4,1,,2,0,,,,,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121375,"Kings                                             ",1064,"11206",1,2,0,3,1,1,6,,,2,0,,,,,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121379,"Kings                                             ",1064,"11206",1,2,0,1,2,3,4,,,2,2,1,,,1,,1.5992000000000000e+03,,,7.7439999999999998e+02,1.5488000000000000e+03,2.2634605714285709e+02
6121386,"Kings                                             ",1062,"11206",1,1,1,5,1,3,4,,1,2,2,1,,,1,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121392,"Kings                                             ",1062,"11206",1,7,1,1,3,2,2,1,1,5,0,,,,,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121394,"Kings                                             ",1059,"11206",1,7,3,2,1,3,3,,,7,6,1,,,1,1,1.5600999999999999e+03,,,7.3210000000000002e+02,1.4641400000000001e+03,2.1398237142857141e+02
6121399,"Kings                                             ",1059,"11206",2,1,0,3,1,1,6,,,2,2,1,,,1,,2.5325999999999999e+03,,,1.1884000000000001e+03,2.3768499999999999e+03,3.4735234285714284e+02
6121404,"Kings                                             ",1063,"11206",1,3,0,2,1,1,5,,,0,0,,,,,,,,3.6919999999999999e+02,,,2.6977971428571425e+02
6121424,"Kings                                             ",1063,"11206",1,3,0,1,4,2,2,1,,12,4,1,,,1,1,,,3.3950000000000000e+02,,,2.4807749999999999e+02
6121435,"Kings                                             ",1059,"11206",2,3,0,3,1,3,4,,,0,0,,,,,,,,2.7880000000000001e+02,,,2.0372314285714285e+02
6121443,"Kings                                             ",1057,"11206",1,4,0,1,1,3,3,,,0,0,,,,,,1.5600999999999999e+03,,,7.3210000000000002e+02,1.4641400000000001e+03,2.1398237142857141e+02
6121444,"Kings                                             ",1056,"11206",1,6,0,1,5,3,4,1,,2,1,1,,,1,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121451,"Kings                                             ",1163,"11206",1,5,0,3,1,1,1,1,,4,4,1,,,1,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121457,"Kings                                             ",1163,"11206",1,7,1,3,2,3,4,1,,4,0,,,,,,,,2.6269999999999999e+02,,,1.9195864285714285e+02
6121458,"Kings                                             ",1163,"11206",1,1,0,3,1,1,6,,,0,0,,,,,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121462,"Kings                                             ",1163,"11206",1,2,0,1,2,2,2,1,,4,0,,,,,,,,2.5259999999999999e+02,,,1.8457842857142853e+02
6121477,"Kings                                             ",1063,"11206",2,1,0,3,1,1,6,,,2,0,,,,,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121482,"Kings                                             ",1051,"11206",1,2,0,2,1,1,6,,,0,0,,,,,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121491,"Kings                                             ",1115,"11206",2,1,0,3,1,1,6,,,0,0,,,,,,,2.1645000000000000e+03,,1.1884000000000001e+03,2.3768499999999999e+03,3.4735234285714284e+02
6121513,"Kings                                             ",1116,"11206",1,4,0,2,2,3,5,,,4,4,1,,,1,,,1.3333000000000000e+03,,7.3210000000000002e+02,1.4641400000000001e+03,2.1398237142857141e+02
6121517,"Kings                                             ",1116,"11206",1,3,0,3,1,1,6,,1,2,2,1,,,1,,,,3.6919999999999999e+02,,,2.6977971428571425e+02
6121518,"Kings                                             ",1115,"11206",1,3,1,2,1,1,5,,,5,0,,,,,,,,3.6919999999999999e+02,,,2.6977971428571425e+02
6121530,"Kings                                             ",1116,"11206",1,2,2,2,1,3,4,1,,2,2,1,,,,1,,,3.0010000000000002e+02,,,2.1928735714285713e+02
6121547,"Kings                                             ",1118,"11206",1,1,0,2,1,3,6,,,2,2,1,,,,1,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121553,"Kings                                             ",1163,"11206",2,4,1,3,3,3,1,1,,2,3,1,,,1,1,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121559,"Kings                                             ",1166,"11206",2,4,0,3,1,1,6,,,2,2,1,,,1,,,,3.1400000000000000e+02,,,2.2944428571428568e+02
6121561,"Kings                                             ",1166,"11206",1,4,0,3,3,3,2,,,2,0,,,,,,,2.1268000000000002e+03,,1.1178000000000000e+03,2.2355599999999999e+03,3.2671697142857141e+02
6121562,"Kings                                             ",1164,"11206",1,4,0,3,1,1,2,,,1,1,1,,,1,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121575,"Kings                                             ",1166,"11206",2,6,0,3,1,3,4,1,,2,2,1,,,1,,,,2.7200000000000000e+02,,,1.9875428571428569e+02
6121584,"Kings                                             ",1122,"11206",1,2,0,3,1,3,5,,,0,0,,,,,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121590,"Kings                                             ",1122,"11206",1,3,2,2,3,3,4,1,,3,3,1,,,1,1,,,2.5459999999999999e+02,,,1.8603985714285713e+02
6121595,"Kings                                             ",1118,"11206",1,1,0,2,1,2,6,,,4,2,1,,,1,1,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121603,"Kings                                             ",1120,"11206",1,4,0,2,3,3,1,1,,3,3,1,,,1,1,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121621,"Kings                                             ",1122,"11206",1,1,1,2,2,3,4,1,,2,4,1,,,1,1,,,2.7250000000000000e+02,,,1.9911964285714282e+02
6121625,"Kings                                             ",1122,"11206",1,1,0,2,1,1,6,,,0,0,,,,,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121630,"Kings                                             ",1122,"11206",1,3,2,5,3,3,3,,,2,0,,,,,,,,2.5459999999999999e+02,,,1.8603985714285713e+02
6121638,"Kings                                             ",1122,"11206",1,3,0,2,1,1,6,,,2,0,,,,,,,,3.6919999999999999e+02,,,2.6977971428571425e+02
6121653,"Kings                                             ",1117,"11206",1,3,1,3,2,3,4,,,3,0,,,,,,,,2.3340000000000001e+02,,,1.7054871428571428e+02
6121676,"Kings                                             ",1115,"11206",1,3,0,2,2,1,3,,,4,5,1,,,1,1,,,2.3340000000000001e+02,,,1.7054871428571428e+02
6121679,"Kings                                             ",1065,"11206",1,1,0,3,1,1,6,,,2,2,1,,,1,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121685,"Kings                                             ",1064,"11206",2,2,0,3,1,1,4,,,2,0,,,,,,,,3.0010000000000002e+02,,,2.1928735714285713e+02
6121689,"Kings                                             ",1145,"11207",1,3,4,3,1,3,4,,,0,0,,,,,,,,2.7880000000000001e+02,,,2.0372314285714285e+02
6121693,"Kings                                             ",1145,"11207",1,1,0,2,2,1,6,,,2,1,1,,,1,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121694,"Kings                                             ",1145,"11207",2,4,3,3,1,1,4,1,,2,0,,,1,,,,,2.7200000000000000e+02,,,1.9875428571428569e+02
6121712,"Kings                                             ",1168,"11207",2,6,0,2,1,3,1,,,4,4,1,,,1,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121736,"Kings                                             ",1196,"11207",1,5,0,2,2,3,4,1,,2,4,1,,,1,1,,,2.6269999999999999e+02,,,1.9195864285714285e+02
6121745,"Kings                                             ",1196,"11207",1,4,2,3,5,3,1,1,,6,2,1,,,1,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121748,"Kings                                             ",1196,"11207",1,5,0,2,2,3,1,1,1,4,4,1,,,1,1,,,2.5140000000000001e+02,,,1.8370157142857141e+02
6121770,"Kings                                             ",1196,"11207",1,1,0,2,1,3,6,,,4,4,1,,,,1,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121779,"Kings                                             ",1193,"11207",1,4,0,2,1,1,2,1,1,4,4,1,,,1,,1.5600999999999999e+03,1.3333000000000000e+03,2.2759999999999999e+02,7.3210000000000002e+02,1.4641400000000001e+03,1.6631057142857142e+02
6121780,"Kings                                             ",1193,"11207",1,1,0,2,2,3,6,,,2,2,1,,,1,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121784,"Kings                                             ",1193,"11207",1,3,1,2,2,3,4,1,,3,3,1,,,1,,,,2.3340000000000001e+02,,,1.7054871428571428e+02
6121785,"Kings                                             ",1183,"11207",1,5,1,2,1,1,6,,,0,0,,,,,,1.5600999999999999e+03,,,7.3210000000000002e+02,1.4641400000000001e+03,2.1398237142857141e+02
6121798,"Kings                                             ",1183,"11207",1,3,1,5,3,3,2,,,9,0,,,1,,,,,3.3950000000000000e+02,,,2.4807749999999999e+02
6121819,"Kings                                             ",1183,"11207",1,3,0,2,1,3,2,,,3,5,1,,,1,1,1.5600999999999999e+03,,,7.3210000000000002e+02,1.4641400000000001e+03,2.1398237142857141e+02
6121832,"Kings                                             ",1180,"11208",1,2,1,3,2,2,2,,,2,2,1,,,,1,,,2.5259999999999999e+02,,,1.8457842857142853e+02
6121834,"Kings                                             ",1173,"11208",2,5,1,3,1,1,2,1,,4,6,1,,,1,1,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121855,"Kings                                             ",1173,"11208",1,4,0,3,2,3,4,1,,1,1,1,,,1,,1.5600999999999999e+03,,,7.3210000000000002e+02,1.4641400000000001e+03,2.1398237142857141e+02
6121871,"Queens                                            ",572,"11208",2,4,0,3,1,3,3,1,,4,4,1,,,1,,,,3.9180000000000001e+02,,,2.8629385714285712e+02
6121878,"Kings                                             ",1180,"11208",1,3,0,2,1,3,4,1,,4,6,1,,,1,1,,,2.7880000000000001e+02,,,2.0372314285714285e+02
6121883,"Kings                                             ",1170,"11208",2,3,0,3,4,1,1,1,,2,2,1,,,1,,,,3.3950000000000000e+02,,,2.4807749999999999e+02
6121884,"Kings                                             ",1175,"11208",1,5,0,3,2,3,5,,,2,2,1,,,1,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121889,"Kings                                             ",1175,"11208",1,4,0,2,2,3,6,,,2,2,1,,,,1,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121911,"Kings                                             ",1176,"11208",2,2,0,3,1,1,2,1,,2,2,1,,,1,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6121913,"Kings                                             ",1176,"11208",1,4,1,2,3,3,1,1,,12,0,,,,,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6121959,"Kings                                             ",1069,"11211",1,1,0,3,1,1,6,,,3,0,,,,,,,2.1645000000000000e+03,,1.1884000000000001e+03,2.3768499999999999e+03,3.4735234285714284e+02
6121975,"Kings                                             ",1069,"11211",1,1,0,3,2,3,4,1,,2,4,1,,,1,1,,,2.7250000000000000e+02,,,1.9911964285714282e+02
6121984,"Kings                                             ",1046,"11211",1,2,1,1,2,3,4,,,4,0,,,,,,1.5992000000000000e+03,,,7.7439999999999998e+02,1.5488000000000000e+03,2.2634605714285709e+02
6121985,"Kings                                             ",1046,"11211",1,1,1,5,2,3,4,,,1,0,,,,,,,,2.7250000000000000e+02,,,1.9911964285714282e+02
6122001,"Kings                                             ",1047,"11211",1,2,0,1,3,2,2,,,4,4,1,,,1,,,1.6664000000000001e+03,,9.8529999999999995e+02,1.9706199999999999e+03,2.8798911428571421e+02
6122006,"Kings                                             ",1047,"11211",1,5,0,3,2,3,2,,,2,2,1,,,1,,1.6022000000000000e+03,,,8.7650000000000000e+02,1.7529900000000000e+03,2.5618842857142852e+02
6122013,"Kings                                             ",1055,"11211",1,5,1,3,2,3,4,,,2,2,1,,,,1,,1.6280999999999999e+03,,7.3210000000000002e+02,1.4641400000000001e+03,2.1398237142857141e+02
6122016,"Kings                                             ",1055,"11211",1,1,1,3,2,3,4,1,,2,2,1,,,1,,,,2.7250000000000000e+02,,,1.9911964285714282e+02
6122022,"Kings                                             ",1054,"11211",2,3,0,3,1,1,3,,,2,0,,,,,,,,2.7880000000000001e+02,,,2.0372314285714285e+02
6122027,"Kings                                             ",1054,"11211",1,1,0,4,1,3,4,1,,2,4,1,,,1,1,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6122035,"Kings                                             ",1046,"11211",1,1,0,1,2,1,4,,,2,2,1,,,1,,,,2.7250000000000000e+02,,,1.9911964285714282e+02
6122052,"Kings                                             ",1047,"11211",2,3,0,3,1,3,2,1,,6,4,1,,,1,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6122086,"Kings                                             ",1054,"11211",1,4,1,3,1,1,4,,1,6,7,1,,,1,1,,,2.7200000000000000e+02,,,1.9875428571428569e+02
6122089,"Kings                                             ",1054,"11211",1,3,0,3,1,1,4,,,2,0,,,,,,,,2.7880000000000001e+02,,,2.0372314285714285e+02
6122099,"Kings                                             ",1044,"11211",1,4,0,1,2,1,4,,,0,0,,,,,,1.5600999999999999e+03,,,7.3210000000000002e+02,1.4641400000000001e+03,2.1398237142857141e+02
6122119,"Kings                                             ",1048,"11211",1,2,0,1,2,1,2,,,2,2,1,,,,1,1.5600999999999999e+03,,2.5259999999999999e+02,8.2089999999999998e+02,1.6417500000000000e+03,1.8457842857142853e+02
6122124,"Kings                                             ",1055,"11211",1,2,0,3,1,1,6,,,2,2,1,,,1,,,2.1645000000000000e+03,3.6950000000000000e+02,1.1884000000000001e+03,2.3768499999999999e+03,2.6999892857142856e+02
6122127,"Kings                                             ",1055,"11211",1,1,0,3,5,3,4,,,9,0,,,,,,,1.5780000000000000e+03,,9.7360000000000002e+02,1.9471400000000001e+03,2.8456937142857140e+02
6122132,"Kings                                             ",1055,"11211",1,2,1,5,5,2,2,1,,2,2,1,,,1,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6122148,"Kings                                             ",1055,"11211",1,1,0,1,2,3,4,1,,6,2,1,,,1,,,,2.7250000000000000e+02,,,1.9911964285714282e+02
6122166,"Kings                                             ",1044,"11211",1,8,0,1,2,1,1,1,,4,0,,,,,,,,2.5140000000000001e+02,,,1.8370157142857141e+02
6122178,"Kings                                             ",1049,"11211",1,7,1,1,1,3,4,,,2,2,1,,,,1,,,2.7200000000000000e+02,,,1.9875428571428569e+02
6122194,"Kings                                             ",1050,"11211",1,4,0,1,2,3,3,1,,2,1,1,,,,1,,,2.6269999999999999e+02,,,1.9195864285714285e+02
6122203,"Kings                                             ",1044,"11211",1,3,1,1,1,3,3,1,,5,0,,,,,,,,2.7880000000000001e+02,,,2.0372314285714285e+02
6122204,"Kings                                             ",1044,"11211",1,4,1,1,3,3,3,,,5,0,,,,,,,,2.5500000000000000e+02,,,1.8633214285714283e+02
6122210,"Kings                                             ",1049,"11211",1,6,0,1,1,1,6,,,2,0,,,,,,,1.3333000000000000e+03,3.1400000000000000e+02,7.3210000000000002e+02,1.4641400000000001e+03,2.2944428571428568e+02
6122222,"Kings                                             ",1049,"11211",2,2,0,3,1,1,4,,,4,2,1,,,1,,2.0819000000000001e+03,,3.0010000000000002e+02,9.5279999999999995e+02,1.9055400000000000e+03,2.1928735714285713e+02
6122225,"Kings                                             ",1048,"11211",1,3,0,2,2,3,2,1,,8,8,1,,,1,1,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6122229,"Kings                                             ",1049,"11211",1,11,0,1,1,3,4,,,2,0,,,,,,,,2.7200000000000000e+02,,,1.9875428571428569e+02
6122236,"Kings                                             ",1058,"11211",1,8,0,1,3,1,4,1,,2,1,1,,,1,,,,2.5500000000000000e+02,,,1.8633214285714283e+02
6122242,"Kings                                             ",1055,"11211",2,2,1,3,2,1,2,1,,2,2,1,,,1,,1.5600999999999999e+03,,,8.2089999999999998e+02,1.6417500000000000e+03,2.3993734285714282e+02
6122243,"Kings                                             ",1055,"11211",1,2,1,5,2,3,4,1,,2,0,,,,,,,,3.3269999999999999e+02,,,2.4310864285714283e+02
6122244,"Kings                                             ",1055,"11211",2,4,0,3,4,3,3,,,6,6,1,,,1,1,,,2.5500000000000000e+02,,,1.8633214285714283e+02
6122270,"Kings                                             ",1052,"11211",1,5,0,1,1,3,2,1,,3,2,1,,,1,,,,2.2759999999999999e+02,,,1.6631057142857142e+02
6122276,"Kings                                             ",1052,"11211",1,4,0,1,3,1,3,1,,2,0,,,,,,,,2.5500000000000000e+02,,,1.8633214285714283e+02
6122293,"Kings                                             ",1052,"11211",1,3,0,1,2,3,3,1,,3,0,,,,,,1.5600999999999999e+03,,2.3340000000000001e+02,7.3210000000000002e+02,1.4641400000000001e+03,1.7054871428571428e+02
6122308,"Kings                                             ",1052,"11211",1,2,0,1,1,3,6,,,0,0,,,,,,2.5325999999999999e+03,,,1.1884000000000001e+03,2.3768499999999999e+03,3.4735234285714284e+02
6122310,"Kings                                             ",1052,"11211",1,6,0,1,1,1,3,,,0,0,,,,,,,,2.7200000000000000e+02,,,1.9875428571428569e+02
6122325,"Kings                                             ",1044,"11211",1,2,0,1,2,3,2,1,,2,2,1,,,1,,,,2.5259999999999999e+02,,,1.8457842857142853e+02
6122348,"Kings                                             ",1454,"11212",1,3,1,2,2,3,4,,,2,0,,,,,,1.5600999999999999e+03,,,7.3210000000000002e+02,1.4641400000000001e+03,2.1398237142857141e+02
6122363,"Kings                                             ",1467,"11212",1,1,0,3,1,3,6,,,0,0,,,,,,2.5325999999999999e+03,,,1.1884000000000001e+03,2.3768499999999999e+03,3.4735234285714284e+02
6122381,"Kings                                             ",1467,"11212",1,1,0,2,1,1,6,,,0,0,,,,,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6122382,"Kings                                             ",1467,"11212",1,1,0,2,1,1,6,,,2,0,,,,,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
6122385,"Kings                                             ",1467,"11212",1,3,1,2,2,3,3,1,,4,0,,,,,,1.5600999999999999e+03,,,7.3210000000000002e+02,1.4641400000000001e+03,2.1398237142857141e+02
6122387,"Kings                                             ",1466,"11212",1,2,0,3,1,3,3,,1,2,4,1,,,1,1,,,3.0010000000000002e+02,,,2.1928735714285713e+02
6122398,"Kings                                             ",1467,"11212",1,3,0,2,2,3,4,,,3,2,1,,,1,,,,2.3340000000000001e+02,,,1.7054871428571428e+02
6122400,"Kings                                             ",1467,"11212",1,3,0,2,1,3,6,,1,2,2,1,,,1,,,,3.6919999999999999e+02,,,2.6977971428571425e+02
6122401,"Kings                                             ",1467,"11212",1,1,0,2,2,3,4,1,,2,0,,,,,,,,2.7250000000000000e+02,,,1.9911964285714282e+02
6122404,"Kings                                             ",1172,"11208",1,2,0,2,3,3,2,1,,4,6,1,,,1,1,,,3.0800000000000000e+02,,,2.2505999999999997e+02
6122466,"Kings                                             ",1466,"11212",1,2,1,2,3,3,6,,,2,2,1,,,1,,,,3.4930000000000001e+02,,,2.5523849999999999e+02
6122489,"Kings                                             ",1466,"11212",1,2,0,2,1,3,5,,,2,0,,,,,,,,3.6950000000000000e+02,,,2.6999892857142856e+02
