sampn,hcnty,hhtaz,hhzip,lang,hhnum,hhveh,hmrac,hhinc,hhtel,hstruc,wtrip,strip,ttrips,ttrans,truse,otran,auto,subwy,mbus,EXP1_FINAL_SAT,EXP1_FINAL_SUN,EXP1_FINAL_WKD,EXP1_FINAL_WKNDAY,EXP1_FINAL_WKNTOT,EXP_HH1B_AVGDAY
6003419,"Bronx                                             ",805,"10451",1,5,2,3,1,2,4,,,3,3,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6003424,"Bronx                                             ",805,"10451",1,1,0,3,1,1,6,,,5,0,,,,,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6003450,"Bronx                                             ",806,"10451",1,1,0,2,2,2,4,1,,3,3,1,,,1,,,,2.8239999999999998e+02,,,2.0635371428571429e+02
6003454,"Bronx                                             ",806,"10451",1,3,0,2,2,1,4,1,,2,0,,,,,,,,2.3430000000000001e+02,,,1.7120635714285714e+02
6003458,"Bronx                                             ",806,"10451",1,1,1,5,3,3,6,,,2,0,,,,,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6003459,"Bronx                                             ",806,"10451",1,1,0,2,3,3,6,,,3,2,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6003462,"Bronx                                             ",806,"10451",1,2,0,5,2,2,4,1,,5,5,1,,,1,,1.4599000000000001e+03,,,7.3810000000000002e+02,1.4762700000000000e+03,2.1573608571428571e+02
6003478,"Bronx                                             ",818,"10451",2,3,0,3,1,3,2,1,1,9,6,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6003484,"Bronx                                             ",819,"10451",1,4,0,2,3,3,4,,,6,0,,,,,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6003495,"Bronx                                             ",806,"10451",1,2,1,2,2,1,6,,,3,0,,,,,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6003503,"Bronx                                             ",976,"10451",1,1,0,2,2,1,4,,,0,0,,,,,,,,2.8239999999999998e+02,,,2.0635371428571429e+02
6003504,"Bronx                                             ",806,"10451",1,2,1,2,3,3,4,1,,2,0,,,,,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6003518,"Bronx                                             ",819,"10451",1,2,1,2,3,3,4,1,,3,0,,,,,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6003536,"Bronx                                             ",789,"10451",1,6,0,3,1,3,5,,,2,2,1,,,,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6003556,"Bronx                                             ",767,"10451",1,5,0,2,2,3,3,1,,4,6,1,,,1,1,1.4344000000000001e+03,,2.1200000000000000e+02,6.2700000000000000e+02,1.2539800000000000e+03,1.5491142857142856e+02
6003567,"Bronx                                             ",789,"10451",1,2,0,2,1,3,5,,,2,2,1,,,,1,,1.6720000000000000e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6003586,"Bronx                                             ",766,"10451",1,2,0,2,2,3,4,1,,3,3,1,,,,1,,,2.7219999999999999e+02,,,1.9890042857142853e+02
6003592,"Bronx                                             ",768,"10451",1,2,0,2,1,1,5,,,4,0,,,,,,,,3.3569999999999999e+02,,,2.4530078571428569e+02
6003610,"Bronx                                             ",768,"10454",1,2,1,2,2,1,4,,,2,2,1,,,1,,,1.5347000000000000e+03,,7.3810000000000002e+02,1.4762700000000000e+03,2.1573608571428571e+02
6003614,"Bronx                                             ",768,"10451",1,3,0,3,4,2,2,1,,4,2,1,,,1,,,,2.1780000000000001e+02,,,1.5914957142857142e+02
6003621,"Bronx                                             ",768,"10451",1,2,0,2,3,2,6,,1,3,3,1,,,1,,,,3.0819999999999999e+02,,,2.2520614285714282e+02
6003625,"Bronx                                             ",767,"10451",1,6,1,2,2,3,1,1,,4,0,,,,,,,,2.8660000000000002e+02,,,2.0942271428571428e+02
6003642,"Bronx                                             ",764,"10451",2,1,0,3,1,1,6,,,3,4,1,,,1,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6003647,"Bronx                                             ",764,"10451",1,1,0,3,1,2,4,1,,3,3,1,,,1,1,2.3285000000000000e+03,,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6003653,"Bronx                                             ",761,"10451",1,5,0,2,1,2,5,,,4,4,1,,,,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6003659,"Bronx                                             ",761,"10451",1,2,0,2,2,1,5,,,6,4,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6003672,"Bronx                                             ",761,"10451",1,1,0,2,1,3,6,,,5,5,1,,,,1,,1.8084000000000001e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6003697,"Bronx                                             ",815,"10468",2,4,1,3,2,3,1,1,,5,4,1,,,1,1,,1.8100999999999999e+03,,8.7960000000000002e+02,1.7592400000000000e+03,2.5709451428571424e+02
6003701,"Bronx                                             ",815,"10452",1,1,0,2,2,3,6,,,2,2,1,,,,1,1.4344000000000001e+03,,,6.2700000000000000e+02,1.2539800000000000e+03,1.8326314285714284e+02
6003733,"Bronx                                             ",814,"10452",1,1,0,2,1,1,6,,,2,4,1,,,1,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6003742,"Bronx                                             ",815,"10452",1,2,0,3,4,3,2,1,,2,2,1,,,1,,,,2.6610000000000002e+02,,,1.9444307142857141e+02
6003761,"Bronx                                             ",813,"10452",1,2,0,2,2,3,6,,1,5,8,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6003768,"Bronx                                             ",815,"10452",1,1,0,2,3,3,4,1,,2,2,1,,,1,,1.5592000000000000e+03,,,8.3110000000000002e+02,1.6621600000000001e+03,2.4291865714285711e+02
6003781,"Bronx                                             ",812,"10452",1,4,1,3,3,3,1,1,,2,2,1,,,1,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6003789,"Bronx                                             ",812,"10452",1,3,1,1,3,3,1,,,10,0,,,,,,,,2.1780000000000001e+02,,,1.5914957142857142e+02
6003810,"Bronx                                             ",810,"10452",1,1,1,2,3,3,4,,,0,0,,,,,,,,2.4330000000000001e+02,,,1.7778278571428569e+02
6003814,"Bronx                                             ",810,"10452",1,4,0,2,5,3,2,1,,2,4,1,,,1,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6003817,"Bronx                                             ",812,"10452",1,2,0,3,2,1,5,,,2,4,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6003835,"Bronx                                             ",812,"10452",2,5,0,3,4,1,5,,,0,0,,,,,,2.0750000000000000e+03,,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6003838,"Bronx                                             ",810,"10452",1,2,0,2,2,3,3,1,,4,4,1,,,1,,,,2.7219999999999999e+02,,,1.9890042857142853e+02
6003903,"Bronx                                             ",824,"10452",1,1,0,2,1,3,6,,,4,2,1,,,1,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6003915,"Bronx                                             ",816,"10452",2,1,0,3,1,1,6,,,2,0,,,,,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6003926,"Bronx                                             ",816,"10452",1,1,0,3,1,3,4,1,1,3,4,1,,,1,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6003953,"Bronx                                             ",824,"10452",1,1,2,2,4,3,6,,,2,2,1,,,1,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6003957,"Bronx                                             ",824,"10452",1,3,0,3,1,3,3,1,,5,4,1,,,,1,,,2.6960000000000002e+02,,,1.9700057142857142e+02
6003971,"Bronx                                             ",816,"10466",1,5,1,3,1,3,3,,,7,6,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6003994,"Bronx                                             ",822,"10452",1,4,1,3,3,1,1,,,2,0,,,,,,,1.8100999999999999e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6004013,"Bronx                                             ",822,"10452",1,3,0,3,1,1,6,,,0,0,,,,,,,,3.4280000000000001e+02,,,2.5048885714285711e+02
6004020,"Bronx                                             ",809,"10452",2,3,0,3,2,3,3,,,3,2,1,,,1,1,,,2.3430000000000001e+02,,,1.7120635714285714e+02
6004021,"Bronx                                             ",809,"10452",2,5,1,3,2,1,3,,,4,0,,,,,,,1.1150000000000000e+03,,6.2700000000000000e+02,1.2539800000000000e+03,1.8326314285714284e+02
6004036,"Bronx                                             ",809,"10452",1,2,2,5,2,3,4,1,,6,3,1,,,1,,,,2.7219999999999999e+02,,,1.9890042857142853e+02
6004040,"Bronx                                             ",809,"10452",1,5,1,2,3,2,2,1,,2,2,1,,,1,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6004060,"Bronx                                             ",808,"10459",2,6,0,3,1,3,6,,,2,2,1,,,,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6004065,"Bronx                                             ",808,"10452",1,3,1,3,3,3,4,1,,2,0,,,,,,1.8740000000000000e+03,,,8.2550000000000000e+02,1.6510300000000000e+03,2.4128185714285712e+02
6004072,"Bronx                                             ",808,"10452",1,2,0,2,1,3,4,,,2,2,1,,,1,,,,2.6410000000000002e+02,,,1.9298164285714284e+02
6004075,"Bronx                                             ",808,"10452",1,1,0,2,4,3,4,,,2,0,,,,,,,1.8100999999999999e+03,,8.3110000000000002e+02,1.6621600000000001e+03,2.4291865714285711e+02
6004090,"Bronx                                             ",808,"10452",1,3,1,3,4,3,1,,,5,0,,,,,,,1.2223000000000000e+03,,7.6820000000000005e+02,1.5364500000000000e+03,2.2453388571428570e+02
6004111,"Bronx                                             ",833,"10453",2,7,0,3,1,3,4,1,,3,1,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6004124,"Bronx                                             ",842,"10453",2,4,1,3,1,3,4,1,,2,0,,,,,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6004144,"Bronx                                             ",843,"10453",1,3,0,5,5,3,5,,,3,4,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6004147,"Bronx                                             ",835,"10453",2,6,0,3,2,3,1,1,,2,4,1,,,1,1,,,2.8660000000000002e+02,,,2.0942271428571428e+02
6004151,"Bronx                                             ",843,"10453",1,1,0,2,1,2,6,,,0,0,,,,,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6004155,"Bronx                                             ",843,"10453",1,1,0,2,1,3,6,,,2,4,1,,,1,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6004164,"Bronx                                             ",843,"10453",1,3,0,2,1,1,5,,,2,3,1,,,1,1,,1.4252000000000000e+03,,9.2139999999999998e+02,1.8427200000000000e+03,2.6931205714285716e+02
6004183,"Bronx                                             ",830,"10453",1,3,1,2,2,1,6,,,2,0,,,,,,,1.1150000000000000e+03,,6.2700000000000000e+02,1.2539800000000000e+03,1.8326314285714284e+02
6004203,"Bronx                                             ",836,"10453",1,2,0,3,3,3,4,,,1,1,1,,,1,,,1.7969000000000001e+03,,8.4329999999999995e+02,1.6865500000000000e+03,2.4648454285714283e+02
6004216,"Bronx                                             ",837,"10453",1,5,0,5,2,3,2,,1,4,4,1,,,,1,,,2.8660000000000002e+02,,,2.0942271428571428e+02
6004231,"Bronx                                             ",833,"10453",1,2,0,2,3,1,2,1,,2,2,1,,,,1,,,2.6610000000000002e+02,,,1.9444307142857141e+02
6004233,"Bronx                                             ",836,"10453",1,2,0,3,1,1,6,,,0,0,,,,,,,,3.3569999999999999e+02,,,2.4530078571428569e+02
6004246,"Bronx                                             ",832,"10453",2,2,0,3,1,2,4,1,,4,2,1,,,,1,,,2.6410000000000002e+02,,,1.9298164285714284e+02
6004311,"Bronx                                             ",828,"10453",1,3,0,2,1,3,3,,,2,2,1,,,1,,,,2.6960000000000002e+02,,,1.9700057142857142e+02
6004331,"Bronx                                             ",838,"10453",1,5,2,3,2,3,1,1,,4,2,1,,,1,,,,2.8660000000000002e+02,,,2.0942271428571428e+02
6004359,"Bronx                                             ",827,"10457",1,1,0,2,3,3,4,,,3,3,1,,,,1,1.5592000000000000e+03,,,8.3110000000000002e+02,1.6621600000000001e+03,2.4291865714285711e+02
6004362,"Bronx                                             ",827,"10453",1,1,2,2,2,3,6,,,4,0,,,,,,,,2.2540000000000001e+02,,,1.6470299999999997e+02
6004383,"Bronx                                             ",827,"10453",1,1,0,2,1,3,6,,,2,4,1,,,1,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6004391,"Bronx                                             ",826,"10453",1,3,0,2,2,3,3,1,,6,6,1,1,,1,1,,1.1150000000000000e+03,,6.2700000000000000e+02,1.2539800000000000e+03,1.8326314285714284e+02
6004399,"Bronx                                             ",826,"10453",1,1,0,1,1,3,6,,,2,2,1,,,,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6004401,"Bronx                                             ",826,"10453",1,2,1,3,2,3,6,,,2,1,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6004405,"Bronx                                             ",826,"10453",2,1,0,2,1,1,6,,,0,0,,,,,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6004410,"Bronx                                             ",826,"10453",2,4,0,3,1,1,1,1,,2,2,1,,,1,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6004411,"Bronx                                             ",826,"10453",1,2,0,3,1,3,3,1,,2,4,1,,,1,1,,,2.6410000000000002e+02,,,1.9298164285714284e+02
6004447,"Bronx                                             ",813,"10453",1,3,1,3,2,3,3,1,,3,0,,,,,,,,2.3430000000000001e+02,,,1.7120635714285714e+02
6004448,"Bronx                                             ",826,"10453",1,1,0,2,2,3,4,,,5,4,1,,,1,,1.7312000000000000e+03,,,8.3889999999999998e+02,1.6777500000000000e+03,2.4519848571428568e+02
6004461,"Bronx                                             ",826,"10453",1,1,0,3,1,3,6,,,2,2,1,,,,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6004482,"Bronx                                             ",828,"10453",1,3,0,3,1,1,6,,,0,0,,,,,,,,3.4280000000000001e+02,,,2.5048885714285711e+02
6004490,"Bronx                                             ",828,"10453",1,1,1,2,1,1,6,,,0,0,,,,,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6004491,"Bronx                                             ",828,"10453",1,5,1,3,2,3,1,,,2,0,,,,,,,,2.8660000000000002e+02,,,2.0942271428571428e+02
6004544,"Bronx                                             ",763,"10454",1,2,0,2,1,3,2,1,,3,4,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6004556,"Bronx                                             ",757,"10454",2,2,0,3,1,3,6,,,2,2,1,,,,1,,,3.3569999999999999e+02,,,2.4530078571428569e+02
6004567,"Bronx                                             ",753,"10454",1,1,0,2,1,2,6,,,0,0,,,,,,,1.8084000000000001e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6004574,"Bronx                                             ",763,"10454",2,4,0,3,1,3,5,,,2,0,,,,,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6004588,"Bronx                                             ",763,"10454",1,6,1,2,2,3,1,,,2,0,,,,,,,,2.8660000000000002e+02,,,2.0942271428571428e+02
6004632,"Bronx                                             ",762,"10454",2,4,1,3,2,2,3,1,,2,2,1,,,1,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6004652,"Bronx                                             ",757,"10454",1,2,0,2,1,3,6,,,3,3,1,,,1,1,,,3.3569999999999999e+02,,,2.4530078571428569e+02
6004663,"Bronx                                             ",754,"10454",1,1,0,2,2,1,4,1,,3,3,1,,,1,1,,,2.8239999999999998e+02,,,2.0635371428571429e+02
6004666,"Bronx                                             ",754,"10454",1,1,0,3,1,1,4,1,,2,2,1,,,,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6004667,"Bronx                                             ",754,"10454",1,2,0,5,1,3,4,,,4,4,1,,,,1,,,2.6410000000000002e+02,,,1.9298164285714284e+02
6004684,"Bronx                                             ",755,"10454",2,3,0,3,1,3,3,1,,2,2,1,,,1,,,,2.6960000000000002e+02,,,1.9700057142857142e+02
6004699,"Bronx                                             ",756,"10454",2,6,0,3,1,3,1,,,2,0,,,,,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6004738,"Bronx                                             ",766,"10455",2,5,0,3,1,3,3,,,2,2,1,,,,1,,1.8050000000000000e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6004766,"Bronx                                             ",770,"10455",1,4,0,3,7,1,5,,,2,2,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6004774,"Bronx                                             ",777,"10455",2,1,0,3,2,1,4,1,,3,3,1,,,1,,,,2.8239999999999998e+02,,,2.0635371428571429e+02
6004784,"Bronx                                             ",777,"10455",2,2,0,3,2,1,3,1,,2,2,1,,,,1,,,2.7219999999999999e+02,,,1.9890042857142853e+02
6004788,"Bronx                                             ",770,"10455",1,3,0,2,2,3,4,1,,3,3,1,,,1,,,,2.3430000000000001e+02,,,1.7120635714285714e+02
6004812,"Bronx                                             ",768,"10455",2,3,0,3,1,1,2,,,4,4,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6004820,"Bronx                                             ",770,"10455",1,2,0,2,1,3,5,,,2,0,,,,,,2.3285000000000000e+03,,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6004827,"Bronx                                             ",770,"10455",1,4,0,3,3,1,3,1,,5,2,1,,,1,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6004828,"Bronx                                             ",770,"10455",1,2,1,2,1,3,4,,,0,0,,,,,,,,2.6410000000000002e+02,,,1.9298164285714284e+02
6004836,"Bronx                                             ",770,"10455",1,4,1,3,1,3,3,,,4,0,,,,,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6004838,"Bronx                                             ",770,"10455",1,1,0,2,2,1,6,,1,2,2,1,,,1,,,,2.2540000000000001e+02,,,1.6470299999999997e+02
6004846,"Bronx                                             ",777,"10455",1,1,0,2,1,4,6,,,0,0,,,,,,2.3285000000000000e+03,,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6004857,"Bronx                                             ",777,"10455",1,4,1,3,2,3,1,,,2,0,,,,,,,,2.8660000000000002e+02,,,2.0942271428571428e+02
6004864,"Bronx                                             ",777,"10455",1,2,0,3,1,3,6,,,2,2,1,,,,1,,,3.3569999999999999e+02,,,2.4530078571428569e+02
6004867,"Bronx                                             ",777,"10455",1,2,0,3,1,3,6,,,2,2,1,,,1,,,,3.3569999999999999e+02,,,2.4530078571428569e+02
6004876,"Bronx                                             ",765,"10455",1,1,0,2,1,3,6,,,1,1,1,,,1,,,1.8084000000000001e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6004885,"Bronx                                             ",758,"10455",1,2,1,3,2,1,4,,,2,2,1,,,,1,,,2.7219999999999999e+02,,,1.9890042857142853e+02
6004897,"Bronx                                             ",758,"10455",2,4,0,3,2,3,1,,,0,0,,,,,,,1.8100999999999999e+03,,8.7960000000000002e+02,1.7592400000000000e+03,2.5709451428571424e+02
6004898,"Bronx                                             ",758,"10455",1,3,0,2,1,1,3,,,6,0,,,,,,,,2.6960000000000002e+02,,,1.9700057142857142e+02
6004905,"Bronx                                             ",770,"10455",1,2,0,3,7,3,6,,,2,2,1,,,,1,,,2.2680000000000001e+02,,,1.6572600000000000e+02
6004922,"Bronx                                             ",777,"10455",2,2,1,3,1,3,6,,,0,0,,,,,,,,3.3569999999999999e+02,,,2.4530078571428569e+02
6004928,"Bronx                                             ",824,"10456",1,3,1,3,2,2,6,,,4,4,1,,,1,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6004943,"Bronx                                             ",822,"10457",1,7,0,2,1,3,4,,,2,4,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6004950,"Bronx                                             ",823,"10456",1,1,0,3,1,1,6,,,4,5,1,,,1,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6004952,"Bronx                                             ",823,"10456",1,1,0,5,1,1,6,,,2,2,1,,,1,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6004956,"Bronx                                             ",823,"10456",1,1,0,2,1,1,4,1,,2,2,1,,,1,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6004958,"Bronx                                             ",823,"10456",1,2,0,2,1,3,4,1,,2,2,1,,,,1,,,2.6410000000000002e+02,,,1.9298164285714284e+02
6004960,"Bronx                                             ",823,"10456",2,1,1,3,2,3,4,1,,5,0,,,,,,,,2.8239999999999998e+02,,,2.0635371428571429e+02
6005010,"Bronx                                             ",793,"10456",1,6,0,2,1,3,3,1,,1,2,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005014,"Bronx                                             ",793,"10456",1,5,0,3,2,2,3,1,,2,4,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005020,"Bronx                                             ",793,"10456",1,3,0,2,1,2,5,,1,10,5,1,,,,1,,,3.4280000000000001e+02,,,2.5048885714285711e+02
6005021,"Bronx                                             ",793,"10456",1,3,0,5,1,3,6,,,0,0,,,,,,,,3.4280000000000001e+02,,,2.5048885714285711e+02
6005025,"Bronx                                             ",793,"10456",1,4,1,2,2,3,4,,,2,2,1,,,1,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005041,"Bronx                                             ",797,"10456",2,4,0,3,1,1,4,1,,4,0,,,,,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005060,"Bronx                                             ",797,"10456",1,3,0,2,3,3,3,1,,3,3,1,,,1,1,,,3.1619999999999999e+02,,,2.3105185714285713e+02
6005073,"Bronx                                             ",822,"10456",1,4,0,3,1,1,4,1,,4,4,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005074,"Bronx                                             ",822,"10456",1,4,1,3,1,3,3,1,,2,4,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005089,"Bronx                                             ",822,"10456",1,2,0,3,2,2,2,1,,5,4,1,,,1,1,,,2.2930000000000001e+02,,,1.6755278571428570e+02
6005091,"Bronx                                             ",822,"10456",2,3,0,3,2,1,4,1,,2,2,1,,,,1,,1.1150000000000000e+03,,6.2700000000000000e+02,1.2539800000000000e+03,1.8326314285714284e+02
6005146,"Bronx                                             ",820,"10456",1,5,1,2,4,3,1,1,,3,0,,,,,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6005152,"Bronx                                             ",820,"10454",2,2,0,3,1,1,4,,,3,3,1,,,1,,,,2.6410000000000002e+02,,,1.9298164285714284e+02
6005163,"Bronx                                             ",821,"10456",1,1,0,2,1,3,6,,,0,0,,,,,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6005170,"Bronx                                             ",791,"10456",1,5,0,2,1,3,4,1,,4,4,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005177,"Bronx                                             ",791,"10456",1,2,1,2,2,3,2,,,2,0,,,,,,,,2.2930000000000001e+02,,,1.6755278571428570e+02
6005190,"Bronx                                             ",821,"10456",1,3,0,2,2,3,1,,,2,2,1,,,,1,,,2.6400000000000000e+02,,,1.9290857142857143e+02
6005195,"Bronx                                             ",820,"10456",2,5,1,3,1,3,6,,,2,3,1,,,1,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6005199,"Bronx                                             ",820,"10456",1,1,0,2,1,2,4,1,,2,2,1,,,1,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6005219,"Bronx                                             ",788,"10456",1,3,0,2,1,3,6,1,,4,3,1,,,,1,,,3.4280000000000001e+02,,,2.5048885714285711e+02
6005224,"Bronx                                             ",790,"10456",1,2,0,2,1,3,3,1,,2,2,1,,,,1,,,2.6410000000000002e+02,,,1.9298164285714284e+02
6005230,"Bronx                                             ",783,"10456",1,3,0,2,2,3,3,,,2,2,1,,,1,1,,,2.3430000000000001e+02,,,1.7120635714285714e+02
6005252,"Bronx                                             ",820,"10456",1,1,0,2,2,1,4,,,3,3,1,,,,1,1.7312000000000000e+03,,,8.3889999999999998e+02,1.6777500000000000e+03,2.4519848571428568e+02
6005265,"Bronx                                             ",821,"10456",1,6,1,2,2,1,2,,,2,4,1,,,1,1,,,2.8660000000000002e+02,,,2.0942271428571428e+02
6005270,"Bronx                                             ",788,"11453",1,3,0,3,2,1,3,1,,4,4,1,,,1,,,1.1150000000000000e+03,,6.2700000000000000e+02,1.2539800000000000e+03,1.8326314285714284e+02
6005273,"Bronx                                             ",820,"10456",1,2,0,2,1,3,6,,,2,0,,,,,,,,3.3569999999999999e+02,,,2.4530078571428569e+02
6005310,"Bronx                                             ",791,"10456",1,3,0,3,1,3,4,,1,9,9,1,,,1,,,,2.6960000000000002e+02,,,1.9700057142857142e+02
6005330,"Bronx                                             ",792,"10456",1,4,0,2,2,3,3,,,2,0,,,,,,1.4344000000000001e+03,,,6.2700000000000000e+02,1.2539800000000000e+03,1.8326314285714284e+02
6005338,"Bronx                                             ",791,"10456",1,2,0,2,1,1,6,,,2,0,,,,,,,,3.3569999999999999e+02,,,2.4530078571428569e+02
6005340,"Bronx                                             ",792,"10456",1,2,0,2,1,3,5,,,2,0,,,,,,,,3.3569999999999999e+02,,,2.4530078571428569e+02
6005352,"Bronx                                             ",792,"10456",1,1,0,2,2,1,6,,,2,0,,,,,,,1.1150000000000000e+03,,6.2700000000000000e+02,1.2539800000000000e+03,1.8326314285714284e+02
6005355,"Bronx                                             ",792,"10456",1,2,1,5,3,3,4,,,3,3,1,,,1,,,1.7969000000000001e+03,3.4410000000000002e+02,8.4329999999999995e+02,1.6865500000000000e+03,2.5143878571428567e+02
6005392,"Bronx                                             ",844,"10457",1,4,0,3,2,3,4,,,4,3,1,,,1,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005393,"Bronx                                             ",844,"10461",1,4,0,2,2,2,1,1,,2,2,1,,,1,,,,2.8660000000000002e+02,,,2.0942271428571428e+02
6005394,"Bronx                                             ",844,"10457",1,1,0,2,1,1,6,,,2,2,1,,,1,,,1.8084000000000001e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6005414,"Bronx                                             ",856,"10457",1,3,2,2,2,3,2,1,,4,4,1,,,1,1,,,2.6400000000000000e+02,,,1.9290857142857143e+02
6005415,"Bronx                                             ",859,"10457",1,2,0,3,1,3,2,1,,4,4,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005425,"Bronx                                             ",858,"10457",1,3,0,2,2,3,2,1,,2,4,1,,,1,1,,,2.6400000000000000e+02,,,1.9290857142857143e+02
6005450,"Bronx                                             ",834,"10457",1,5,0,2,1,1,3,1,,2,2,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005451,"Bronx                                             ",855,"10457",1,3,2,3,5,3,4,1,,2,4,1,,,1,1,,,2.1790000000000001e+02,,,1.5922264285714283e+02
6005456,"Bronx                                             ",853,"10457",1,1,1,2,2,3,6,,,7,0,,,,,,,,2.2540000000000001e+02,,,1.6470299999999997e+02
6005460,"Bronx                                             ",852,"10457",1,1,0,2,2,3,4,1,,2,2,1,,,,1,,,2.8239999999999998e+02,,,2.0635371428571429e+02
6005475,"Bronx                                             ",835,"10457",2,1,0,3,2,3,6,,,4,1,1,,,,1,,1.1150000000000000e+03,,6.2700000000000000e+02,1.2539800000000000e+03,1.8326314285714284e+02
6005523,"Bronx                                             ",852,"10457",1,1,0,2,1,1,6,,,2,1,1,,,,1,,1.8084000000000001e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6005535,"Bronx                                             ",834,"10457",1,1,1,2,1,1,6,,,2,2,1,,,,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6005536,"Bronx                                             ",834,"10457",2,3,0,3,2,3,6,,1,3,3,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
