transit_id,stop_id,taxi_id,taxi_pos_sequence,taxi_private_cost,taxi_shared_cost,transit_shared_cost,detour_factor
6030582_1_4,10:127,6081235_1_2,3,74.102953655225,25.94857412366476,75.32063679361025,0.7437664035433071
6030582_1_4,10:127,6081235_1_2,5,74.102953655225,26.28544096415744,76.29845641559173,0.7437664035433071
6030582_1_4,10:127,6081235_1_2,8,74.102953655225,26.43522268571263,76.73322614874988,0.7437664035433071
6030582_1_4,10:127,6081235_1_2,11,74.102953655225,27.913493336642873,81.02418588513963,0.7437664035433071
6030582_1_4,10:127,6081235_1_2,12,74.102953655225,13.404477338706942,122.33255474403306,0.9012467185039371
6030582_1_4,10:725,6081235_1_2,1,74.102953655225,14.062192863313554,87.74674690809228,0.8618766397637796
6030582_1_4,10:725,6081235_1_2,3,74.102953655225,14.292381682792781,89.1831032630539,0.8618766397637796
6030582_1_4,10:725,6081235_1_2,5,74.102953655225,14.473970594646783,90.31620081367406,0.8618766397637796
6030582_1_4,10:725,6081235_1_2,8,74.102953655225,14.554710804881935,90.82001205148556,0.8618766397637796
6030582_1_4,10:725,6081235_1_2,11,74.102953655225,15.351576290113842,95.79237694024033,0.8618766397637796
6030582_1_4,10:724,6081235_1_2,1,74.102953655225,15.887376107975417,84.78772197052542,0.8421916003937009
6030582_1_4,10:724,6081235_1_2,3,74.102953655225,16.15037093482552,86.19127231811613,0.8421916003937009
6030582_1_4,10:724,6081235_1_2,5,74.102953655225,16.308726616038943,87.03638465006607,0.8421916003937009
6030582_1_4,10:724,6081235_1_2,8,74.102953655225,16.42277142667474,87.64501880278276,0.8421916003937009
6030582_1_4,10:724,6081235_1_2,11,74.102953655225,17.328307461185876,92.4776819818133,0.8421916003937009
6030582_1_4,10:724,6081235_1_2,12,74.102953655225,21.05037946013139,112.34162953715862,0.8421916003937009
6030582_1_4,10:723,6081235_1_2,1,74.102953655225,17.966705674861007,83.257912984154,0.8225065610236221
6030582_1_4,10:723,6081235_1_2,3,74.102953655225,18.15721529936232,84.14073669298602,0.8225065610236221
6030582_1_4,10:723,6081235_1_2,5,74.102953655225,18.379155365643246,85.16920941695176,0.8225065610236221
6030582_1_4,10:723,6081235_1_2,8,74.102953655225,18.468617493672546,85.58377790856247,0.8225065610236221
6030582_1_4,10:723,6081235_1_2,11,74.102953655225,19.492618036548283,90.32900775967339,0.8225065610236221
6030582_1_4,10:723,6081235_1_2,12,74.102953655225,23.638749909285615,109.54222875456024,0.8225065610236221
6030582_1_4,10:723,6081235_1_2,13,74.102953655225,18.93581474242464,118.15768421416286,0.8618766397637796
6030582_1_4,3:631,6081235_1_2,1,74.102953655225,16.07693507314859,85.79935993559225,0.8421916003937009
6030582_1_4,3:631,6081235_1_2,3,74.102953655225,16.246316089778073,86.70331225896277,0.8421916003937009
6030582_1_4,3:631,6081235_1_2,5,74.102953655225,16.44364173105415,87.75639940793337,0.8421916003937009
6030582_1_4,3:631,6081235_1_2,8,74.102953655225,16.523181997544164,88.18088976775002,0.8421916003937009
6030582_1_4,3:631,6081235_1_2,11,74.102953655225,17.433615009823047,93.03968712945779,0.8421916003937009
6030582_1_4,3:631,6081235_1_2,12,74.102953655225,21.1199171048578,112.7127379220472,0.8421916003937009
6030582_1_4,3:631,6081235_1_2,13,74.102953655225,21.635296237885072,115.46321240842828,0.8421916003937009
6030582_1_4,3:631,6081235_1_2,14,74.102953655225,14.11380841276952,128.80608446524298,0.9012467185039371
6030582_1_4,3:629,6081235_1_2,1,74.102953655225,9.62608351450691,87.85000405115727,0.9012467185039371
6030582_1_4,3:629,6081235_1_2,3,74.102953655225,9.729801379530297,88.79655877912637,0.9012467185039371
6030582_1_4,3:629,6081235_1_2,5,74.102953655225,9.862604655272632,90.0085541139257,0.9012467185039371
6030582_1_4,3:629,6081235_1_2,8,74.102953655225,9.883083904791668,90.19545277842415,0.9012467185039371
6030582_1_4,3:629,6081235_1_2,11,74.102953655225,10.429042312105258,95.1780033891664,0.9012467185039371
6030582_1_4,3:629,6081235_1_2,12,74.102953655225,12.599528520825604,114.9863939918144,0.9012467185039371
6030582_1_4,3:629,6081235_1_2,13,74.102953655225,12.944426361742147,118.13401645697287,0.9012467185039371
6030582_1_4,3:626,6081235_1_2,1,74.102953655225,18.86626010291405,76.81487234686928,0.8028215216535434
6030582_1_4,3:626,6081235_1_2,3,74.102953655225,19.073351255963825,77.65805379347867,0.8028215216535434
