transit_id,stop_id,taxi_id,taxi_pos_sequence,taxi_private_cost,taxi_shared_cost,transit_shared_cost
6010079_1_2,10:609,6005839_3_2,9,16.7396157435,9.83806327208,47.2265714994
6029214_1_5,10:631,6046200_1_3,1,29.1967683459,28.5345745159,14.6125283001
6029412_1_4,3:629,6005839_3_4,6,60.7783391752,31.8127390924,32.867368971
6029412_1_4,3:629,6005839_3_4,9,60.7783391752,33.4047459644,31.155362099
6029412_1_4,3:629,6005839_3_4,10,60.7783391752,39.8638788683,24.6895625351
6029412_1_4,3:629,6005839_3_4,11,60.7783391752,45.2280566508,19.3253847526
6029412_1_4,3:629,6005839_3_4,13,60.7783391752,48.1225829664,16.430858437
6029412_2_2,10:628,6005839_3_4,6,60.7783391752,32.283774816,34.5066876259
6029412_2_2,10:628,6005839_3_4,9,60.7783391752,33.875781688,32.914680754
6029412_2_2,10:628,6005839_3_4,10,60.7783391752,40.3349145918,26.4555478501
6029412_2_2,10:628,6005839_3_4,11,60.7783391752,45.6990923743,21.0913700676
6029412_2_2,10:628,6005839_3_4,13,60.7783391752,48.5936186899,18.196843752
6029412_2_2,10:629,6005839_3_4,1,60.7783391752,29.1223137325,35.6974643692
6029412_2_2,10:629,6005839_3_4,6,60.7783391752,31.7297014021,33.2167433596
6029412_2_2,10:629,6005839_3_4,9,60.7783391752,33.3217082741,31.5047364876
6029412_2_2,10:629,6005839_3_4,10,60.7783391752,39.780841178,25.0389369237
6029412_2_2,10:629,6005839_3_4,11,60.7783391752,45.1450189605,19.6747591412
6029412_2_2,10:629,6005839_3_4,13,60.7783391752,48.0395452761,16.7802328256
6030582_1_4,3:626,6073513_1_6,1,29.8408549602,16.3816124552,16.8849540337
6030582_1_4,3:626,6073513_1_6,3,29.8408549602,17.3456540274,15.9209124615
6030582_1_4,3:626,6073513_1_6,5,29.8408549602,21.6075041216,11.6590623672
6030582_1_4,3:626,6073513_1_6,6,29.8408549602,23.2969870158,9.96957947309
6030582_1_4,3:626,6073513_1_6,7,29.8408549602,24.1717733041,9.09479318473
6032078_1_4,10:632,6005839_3_4,6,60.7783391752,33.5867672783,35.6877702049
6032078_1_4,10:632,6005839_3_4,9,60.7783391752,35.1787741503,34.0957633329
6032078_1_4,10:632,6005839_3_4,13,60.7783391752,49.8966111522,19.377926331
6032078_1_4,10:631,6005839_3_4,1,60.7783391752,30.0362347432,37.7776505906
6032078_1_4,10:631,6005839_3_4,6,60.7783391752,32.6436224128,35.170262921
6032078_1_4,10:631,6005839_3_4,9,60.7783391752,34.2356292848,33.578256049
6032078_1_4,10:631,6005839_3_4,10,60.7783391752,40.6947621886,27.1191231451
6032078_1_4,10:631,6005839_3_4,11,60.7783391752,46.0589399711,21.7549453626
6032078_1_4,10:631,6005839_3_4,13,60.7783391752,48.9534662867,18.860419047
6032078_1_4,10:630,6005839_3_4,1,60.7783391752,27.5873207567,36.3147094658
6032078_1_4,10:630,6005839_3_4,6,60.7783391752,30.1947084263,33.7073217961
6032078_1_4,10:630,6005839_3_4,9,60.7783391752,31.7867152982,32.1153149242
6032078_1_4,10:630,6005839_3_4,10,60.7783391752,38.2458482021,25.6561820203
6032078_1_4,10:630,6005839_3_4,11,60.7783391752,43.6100259846,20.2920042378
6032078_1_4,10:630,6005839_3_4,13,60.7783391752,46.5045523002,17.3974779222
6032078_1_4,10:629,6005839_3_4,1,60.7783391752,26.9887501888,37.3722370817
6032078_1_4,10:629,6005839_3_4,6,60.7783391752,29.5961378584,34.764849412
6032078_1_4,10:629,6005839_3_4,9,60.7783391752,31.1881447304,33.1728425401
6032078_1_4,10:629,6005839_3_4,10,60.7783391752,37.6472776342,26.7137096362
6032078_1_4,10:629,6005839_3_4,11,60.7783391752,43.0114554168,21.3495318537
6032078_1_4,10:629,6005839_3_4,13,60.7783391752,45.9059817323,18.4550055381
6032078_1_4,10:628,6005839_3_4,1,60.7783391752,26.4314743841,37.6774987895
6032078_1_4,10:628,6005839_3_4,6,60.7783391752,29.0388620538,35.0701111199
6032078_1_4,10:628,6005839_3_4,9,60.7783391752,30.6308689257,33.478104248
6032078_1_4,10:628,6005839_3_4,10,60.7783391752,37.0900018296,27.0189713441
6032078_1_4,10:628,6005839_3_4,11,60.7783391752,42.4541796121,21.6547935616
6032078_1_4,10:628,6005839_3_4,13,60.7783391752,45.3487059277,18.760267246
6032078_1_4,10:627,6005839_3_4,1,60.7783391752,25.9556261422,38.1571482686
6032078_1_4,10:627,6005839_3_4,6,60.7783391752,28.5630138118,35.5497605989
6032078_1_4,10:627,6005839_3_4,9,60.7783391752,30.1550206838,33.957753727
6032078_1_4,10:627,6005839_3_4,10,60.7783391752,36.6141535877,27.4986208231
6032078_1_4,10:627,6005839_3_4,11,60.7783391752,41.9783313702,22.1344430406
6032078_1_4,10:627,6005839_3_4,13,60.7783391752,44.8728576858,19.239916725
6032078_1_4,10:626,6005839_3_4,1,60.7783391752,25.7650633072,41.6666011902
6032078_1_4,10:626,6005839_3_4,6,60.7783391752,28.3724509768,39.0592135206
6032078_1_4,10:626,6005839_3_4,9,60.7783391752,29.9644578488,37.4672066486
6032078_1_4,10:626,6005839_3_4,10,60.7783391752,36.4235907527,31.0080737447
6032078_1_4,10:626,6005839_3_4,11,60.7783391752,41.7877685352,25.6438959622
6032078_1_4,10:626,6005839_3_4,13,60.7783391752,44.6822948508,22.7493696466
6037069_1_3,10:G21,6005839_3_4,6,60.7783391752,30.3476930733,33.8280402006
6037069_1_3,10:G21,6005839_3_4,9,60.7783391752,31.9396999453,32.2360333286
6037069_1_3,10:G21,6005839_3_4,10,60.7783391752,38.3988328492,25.7769004248
6037069_1_3,10:G21,6005839_3_4,11,60.7783391752,43.7630106317,20.4127226422
6037069_1_3,10:G20,6005839_3_4,6,60.7783391752,29.6929086245,34.4828246494
6037069_1_3,10:G20,6005839_3_4,9,60.7783391752,31.2849154965,32.8908177774
6037069_1_3,10:G20,6005839_3_4,10,60.7783391752,37.7440484004,26.4316848736
6037069_1_3,10:G20,6005839_3_4,11,60.7783391752,43.1082261829,21.0675070911
6037069_1_3,10:G19,6005839_3_4,6,60.7783391752,28.9473799316,34.8715186182
6037069_1_3,10:G19,6005839_3_4,9,60.7783391752,30.5393868036,33.2795117462
6037069_1_3,10:G19,6005839_3_4,10,60.7783391752,36.9985197074,26.8203788423
6037069_1_3,10:G19,6005839_3_4,11,60.7783391752,42.3626974899,21.4562010598
6044009_1_3,10:F09,6042911_1_3,1,11.6626387441,4.52824535479,27.0099312507
6044009_1_3,10:F09,6042911_1_3,2,11.6626387441,7.05262251911,24.4855540864
6044009_1_3,10:F09,6042911_1_3,3,11.6626387441,8.07223485329,23.4659417522
6044009_1_3,10:G21,6042911_1_3,1,11.6626387441,4.12272931962,25.6922769117
6044009_1_3,10:G21,6042911_1_3,2,11.6626387441,6.64710648394,23.7612330807
6044009_1_3,10:G21,6042911_1_3,3,11.6626387441,7.66671881813,22.6882874132
6057248_1_1,3:G30,6076464_2_1,10,18.8616909142,14.2056590598,48.2590086046
6057248_1_1,3:G30,6076464_2_1,11,18.8616909142,15.4930294785,46.484971506
6057248_1_1,3:G29,6076464_2_1,10,18.8616909142,14.0443495948,48.4979405858
6057248_1_1,3:G29,6076464_2_1,11,18.8616909142,15.3317200134,46.7239035005
6057248_1_1,3:G29,6076464_2_1,12,18.8616909142,16.6331256495,47.1491928662
6057248_1_1,3:G29,6076464_2_1,15,18.8616909142,17.5391063155,46.2693479317
6065158_2_1,10:237,6069496_1_3,1,41.6413739143,8.74002382042,35.1944576323
6065158_2_1,10:237,6069496_1_3,6,41.6413739143,10.5992761458,33.3352053069
6065158_2_1,10:237,6069496_1_3,7,41.6413739143,12.0378401096,31.8966413431
6065158_2_1,10:237,6069496_1_3,8,41.6413739143,13.7925001613,30.1419812914
6065158_2_1,10:236,6069496_1_3,1,41.6413739143,9.29123815095,34.6432433018
6065158_2_1,10:236,6069496_1_3,6,41.6413739143,11.1504904763,33.1039909897
6065158_2_1,10:236,6069496_1_3,7,41.6413739143,12.5890544401,31.9320936726
6065158_2_1,10:236,6069496_1_3,8,41.6413739143,14.3437144919,30.7707669608
6065158_2_1,10:235,6069496_1_3,1,41.6413739143,12.625368138,37.8674815178
6065158_2_1,10:235,6069496_1_3,6,41.6413739143,14.4846204634,37.2282291857
6065158_2_1,10:235,6069496_1_3,7,41.6413739143,15.9231844272,36.0563318886
6065158_2_1,10:235,6069496_1_3,8,41.6413739143,17.677844479,34.8950051702
6065158_2_1,10:235,6069496_1_3,10,41.6413739143,37.822884924,18.8614304063
6073241_2_4,10:R05,6081235_1_2,1,74.1029536552,69.1193467384,27.0912659901
6073241_2_4,10:R05,6081235_1_2,3,74.1029536552,70.2716186742,26.9892666606
6073241_2_4,10:R05,6081235_1_2,5,74.1029536552,72.3495998053,25.8068363796
6073241_2_4,10:R05,6081235_1_2,8,74.1029536552,73.4274765447,25.4356263002
6073241_2_4,10:R05,6073513_1_6,1,29.8408549602,14.7096972726,11.6961935196
6073241_2_4,10:R05,6073513_1_6,3,29.8408549602,15.6737388448,11.6436818025
6073241_2_4,10:R05,6073513_1_6,5,29.8408549602,19.9355889391,16.1381410975
6073241_2_4,10:R05,6073513_1_6,6,29.8408549602,21.6250718332,14.17532487
6073241_2_4,10:R05,6073513_1_6,7,29.8408549602,22.4998581216,14.2738028049
6073241_2_4,10:R06,6081235_1_2,1,74.1029536552,68.6109557437,26.7727596728
6073241_2_4,10:R06,6081235_1_2,3,74.1029536552,69.7632276796,26.6707603433
6073241_2_4,10:R06,6081235_1_2,5,74.1029536552,71.8412088106,25.4883300624
6073241_2_4,10:R06,6081235_1_2,8,74.1029536552,72.91908555,25.1171199963
6073241_2_4,10:R06,6073513_1_6,1,29.8408549602,14.201306278,12.1979178475
6073241_2_4,10:R06,6073513_1_6,3,29.8408549602,15.1653478502,12.1454061238
6073241_2_4,10:R06,6073513_1_6,5,29.8408549602,19.4271979444,16.6398654321
6073241_2_4,10:R06,6073513_1_6,6,29.8408549602,21.1166808386,14.677049198
6073241_2_4,10:R06,6073513_1_6,7,29.8408549602,21.9914671269,14.7755271462
6073241_2_4,10:R08,6073513_1_6,1,29.8408549602,13.8037872876,12.6154368379
6073241_2_4,10:R08,6073513_1_6,3,29.8408549602,14.7678288598,12.5629251142
6073241_2_4,10:R08,6073513_1_6,5,29.8408549602,19.029678954,17.0573844225
6073241_2_4,10:R08,6073513_1_6,6,29.8408549602,20.7191618482,15.094568195
6073241_2_4,10:R08,6073513_1_6,7,29.8408549602,21.5939481365,15.1930461432
6073241_2_4,10:R09,6073513_1_6,1,29.8408549602,14.181796782,19.1240635611
6073241_2_4,10:R09,6073513_1_6,3,29.8408549602,15.1458383542,18.8415997873
6073241_2_4,10:R09,6073513_1_6,5,29.8408549602,19.4076884484,22.6081161407
6073241_2_4,10:R09,6073513_1_6,6,29.8408549602,21.0971713426,20.6452999132
6073241_2_4,10:R09,6073513_1_6,7,29.8408549602,21.971957631,19.5438469515
6087484_1_2,3:220,6086311_1_3,1,6.64364187263,2.64909439988,22.9399457637
6087484_1_2,3:220,6086311_1_3,3,6.64364187263,3.53774036839,22.0512997952
6087484_1_2,3:219,6086311_1_3,1,6.64364187263,3.12635237727,23.272476891
6087484_1_2,3:219,6086311_1_3,3,6.64364187263,4.01499834579,22.8094595187
6087484_1_2,3:218,6086311_1_3,1,6.64364187263,3.5245680799,24.3477922329
6087484_1_2,3:218,6086311_1_3,3,6.64364187263,4.41321404841,24.0707732933
6087484_1_2,3:217,6086311_1_3,1,6.64364187263,3.8149005728,25.4521230383
6090174_1_4,3:F26,6088818_1_2,1,20.7594760087,12.0818463805,16.6335862408
6090174_1_4,3:F26,6088818_1_2,4,20.7594760087,14.8815048787,13.8339277426
6090174_1_4,3:F26,6088818_1_2,8,20.7594760087,16.1418658534,12.6783454528
6090174_1_4,3:F26,6088818_1_2,10,20.7594760087,19.964055576,8.87615573018
6090174_1_4,3:F27,6088818_1_2,1,20.7594760087,9.47988716326,13.8920639901
6090174_1_4,3:F27,6088818_1_2,4,20.7594760087,12.2795456614,11.0924054919
6090174_1_4,3:F27,6088818_1_2,8,20.7594760087,13.5399066361,10.0568232021
6090174_1_4,3:F27,6088818_1_2,10,20.7594760087,17.3620963588,6.46796680615
6090174_1_4,3:F27,6088818_1_2,13,20.7594760087,18.9942080685,4.52273227534
6090174_1_4,3:F27,6088818_1_2,15,20.7594760087,20.1236694749,3.40941628752
6090554_1_4,11:D31,6097071_1_4,1,7.50792699108,4.39285715774,35.5499385444
6090934_1_4,10:F29,6088818_1_2,1,20.7594760087,17.163162103,16.1529795637
6090934_1_4,10:F29,6088818_1_2,4,20.7594760087,19.9628206011,13.3733210588
6090934_1_4,10:F30,6088818_1_2,1,20.7594760087,16.6079104144,16.3245540841
6090934_1_4,10:F30,6088818_1_2,4,20.7594760087,19.4075689125,13.5448955859
6090934_1_4,10:F30,6088818_1_2,8,20.7594760087,20.6679298872,12.9745453826
6090934_1_4,10:F31,6088818_1_2,1,20.7594760087,16.2210665777,16.2640225742
6090934_1_4,10:F31,6088818_1_2,4,20.7594760087,19.0207250759,13.4843640761
