transit_id,stop_id,taxi_id,taxi_pos_sequence,taxi_private_cost,taxi_shared_cost,transit_shared_cost
6034022_1_2,13:403436,6116243_1_2,1,35.2612716345,31.5521226602,8.62390153994
6034022_1_2,13:402704,6116243_1_2,1,35.2612716345,31.5521218835,8.62390076323
6034414_2_1,10:A25,6026699_1_1,5,9.20624578086,5.00897105036,16.6551807452
6034414_2_1,10:A25,6026699_1_1,8,9.20624578086,5.81283405278,15.8513177428
6034414_2_1,10:A27,6026699_1_1,5,9.20624578086,4.95872388444,16.6049335793
6034414_2_1,10:A28,6026699_1_1,5,9.20624578086,4.95631063482,16.6025203297
6034768_1_1,13:400469,6104826_1_1,1,26.6428201357,21.389641121,8.54803291756
6034768_1_1,13:400469,6104826_1_1,3,26.6428201357,22.5782739192,7.97005203939
6034768_1_1,13:400469,6104826_1_1,5,26.6428201357,23.6542835537,7.37404241162
6034768_1_1,13:400470,6104826_1_1,1,26.6428201357,21.389641121,8.54803291756
6034768_1_1,13:400470,6104826_1_1,3,26.6428201357,22.7982739226,8.19005204273
6034768_1_1,13:400470,6104826_1_1,5,26.6428201357,23.8742835537,7.59404241162
6034768_1_1,13:400471,6104826_1_1,1,26.6428201357,22.9275728989,10.0859646955
6034768_1_1,13:400471,6104826_1_1,3,26.6428201357,22.8008195104,8.19259763051
6034768_1_1,13:400471,6104826_1_1,5,26.6428201357,23.8768291515,7.59658800941
6034768_1_1,13:400472,6104826_1_1,1,26.6428201357,23.0793035025,10.2376952991
6034768_1_1,13:400472,6104826_1_1,3,26.6428201357,24.2080634813,9.59984160141
6034768_1_1,13:400472,6104826_1_1,5,26.6428201357,25.2840731124,9.00383197031
6034768_1_1,13:400473,6104826_1_1,2,26.6428201357,23.5379397324,9.98515999202
6034768_1_1,13:400473,6104826_1_1,3,26.6428201357,24.3391784247,9.7309565449
6034768_1_1,13:400473,6104826_1_1,5,26.6428201357,25.4151880558,9.1349469138
6034768_1_1,13:400474,6104826_1_1,2,26.6428201357,23.5722211111,10.0194413708
6034768_1_1,13:400474,6104826_1_1,3,26.6428201357,24.4005476538,9.79232577394
6034768_1_1,13:400474,6104826_1_1,5,26.6428201357,25.4765572882,9.19631614618
6034768_1_1,13:400475,6104826_1_1,4,26.6428201357,25.2502149655,10.454503707
6034768_1_1,13:400475,6104826_1_1,5,26.6428201357,26.0824799073,9.80223876522
6034768_1_1,13:400476,6104826_1_1,5,26.6428201357,26.1651253492,9.8848842072
6034837_3_2,10:127,6028436_2_3,1,8.56156094094,4.56973864802,31.9541184694
6034837_3_2,10:127,6028436_2_3,5,8.56156094094,5.28449394218,31.2393631752
6034837_3_2,10:127,6028436_2_3,8,8.56156094094,5.83610750358,30.6924207703
6034837_3_2,10:127,6028436_1_3,1,8.56156094094,4.56973864802,31.9541184694
6034837_3_2,10:127,6028436_1_3,5,8.56156094094,5.28449394218,31.2393631752
6034837_3_2,10:127,6028436_1_3,8,8.56156094094,5.83610750358,30.6924207703
6034837_3_2,10:126,6028436_2_3,1,8.56156094094,3.00681038543,30.3911902068
6034837_3_2,10:126,6028436_2_3,5,8.56156094094,3.89823234959,29.8531015826
6034837_3_2,10:126,6028436_2_3,8,8.56156094094,4.41930006864,29.2756133354
6034837_3_2,10:126,6028436_2_3,10,8.56156094094,5.92626688225,29.7378038427
6034837_3_2,10:126,6028436_1_3,1,8.56156094094,3.00681038543,30.3911902068
6034837_3_2,10:126,6028436_1_3,5,8.56156094094,3.89823234959,29.8531015826
6034837_3_2,10:126,6028436_1_3,8,8.56156094094,4.41930006864,29.2756133354
6034837_3_2,10:126,6028436_1_3,10,8.56156094094,5.92626688225,29.7378038427
6034837_3_2,10:125,6028436_2_3,1,8.56156094094,3.72069217405,31.1050719954
6034837_3_2,10:125,6028436_2_3,5,8.56156094094,4.69211413154,30.6469833646
6034837_3_2,10:125,6028436_2_3,8,8.56156094094,5.146834749,30.0031480157
6034837_3_2,10:125,6028436_2_3,10,8.56156094094,6.28285461145,30.0943915719
6034837_3_2,10:125,6028436_1_3,1,8.56156094094,3.72069217405,31.1050719954
6034837_3_2,10:125,6028436_1_3,5,8.56156094094,4.69211413154,30.6469833646
6034837_3_2,10:125,6028436_1_3,8,8.56156094094,5.146834749,30.0031480157
6034837_3_2,10:125,6028436_1_3,10,8.56156094094,6.28285461145,30.0943915719
6034837_3_2,10:124,6028436_2_3,1,8.56156094094,4.65578344307,32.0401632644
6034837_3_2,10:124,6028436_2_3,5,8.56156094094,5.73734367937,31.6922129124
6034837_3_2,10:124,6028436_2_3,8,8.56156094094,5.99064247128,30.846955738
6034837_3_2,10:124,6028436_1_3,1,8.56156094094,4.65578344307,32.0401632644
6034837_3_2,10:124,6028436_1_3,5,8.56156094094,5.73734367937,31.6922129124
6034837_3_2,10:124,6028436_1_3,8,8.56156094094,5.99064247128,30.846955738
6034937_2_2,3:127,6028436_2_3,1,8.56156094094,4.56973864802,31.9541184694
6034937_2_2,3:127,6028436_2_3,5,8.56156094094,5.28449394218,31.2393631752
6034937_2_2,3:127,6028436_2_3,8,8.56156094094,5.83610750358,30.6924207703
6034937_2_2,3:127,6028436_1_3,1,8.56156094094,4.56973864802,31.9541184694
6034937_2_2,3:127,6028436_1_3,5,8.56156094094,5.28449394218,31.2393631752
6034937_2_2,3:127,6028436_1_3,8,8.56156094094,5.83610750358,30.6924207703
6034937_2_2,3:126,6028436_2_3,1,8.56156094094,3.00681038543,30.3911902068
6034937_2_2,3:126,6028436_2_3,5,8.56156094094,3.89823234959,29.8531015826
6034937_2_2,3:126,6028436_2_3,8,8.56156094094,4.41930006864,29.2756133354
6034937_2_2,3:126,6028436_2_3,10,8.56156094094,5.92626688225,29.7378038427
6034937_2_2,3:126,6028436_1_3,1,8.56156094094,3.00681038543,30.3911902068
6034937_2_2,3:126,6028436_1_3,5,8.56156094094,3.89823234959,29.8531015826
6034937_2_2,3:126,6028436_1_3,8,8.56156094094,4.41930006864,29.2756133354
6034937_2_2,3:126,6028436_1_3,10,8.56156094094,5.92626688225,29.7378038427
6034937_2_2,3:125,6028436_2_3,1,8.56156094094,3.72069217405,31.1050719954
6034937_2_2,3:125,6028436_2_3,5,8.56156094094,4.69211413154,30.6469833646
6034937_2_2,3:125,6028436_2_3,8,8.56156094094,5.146834749,30.0031480157
6034937_2_2,3:125,6028436_2_3,10,8.56156094094,6.28285461145,30.0943915719
