transit_id,stop_id,taxi_id,taxi_pos_sequence,taxi_arrival_time_transit_stop,taxi_destination_time,transit_destination_time,transit_original_destination_time,integration_distance,shared_distance,destinations_distance,taxi_private_cost,taxi_shared_cost,transit_shared_cost
6053864_1_2,10:D15,6068278_1_2,1,2010-06-23 16:16:09.000001,2010-06-23 16:21:39.000000,2010-06-23 16:37:42.000000,2010-06-23 16:46:22.000000,7183.424,1297.914,7746.953,16.1874558404,2.0,27.5494735107
6022639_2_2,3:234,6104045_2_1,3,2010-06-18 16:59:50.000001,2010-06-18 18:05:37.000001,2010-06-18 17:25:18.000000,2010-06-18 17:29:27.000000,27656.016,8310.059,24540.661,53.704269412,43.0692210938,57.8706899721
6072510_2_1,3:629,6068772_1_1,1,2010-06-18 09:12:03.000001,2010-06-18 09:14:34.000000,2010-06-18 09:27:02.999999,2010-06-18 09:35:41.000000,3396.815,567.112,3406.388,11.1569980928,1.5,12.969249998
6042285_1_3,10:G21,6021321_2_4,1,2010-05-26 20:02:56.000000,2010-05-26 20:47:20.000000,2010-05-26 20:19:08.999999,2010-05-26 20:35:05.000000,7818.262,8057.775,24064.22,39.7331634559,39.382021114,27.8889391335
6061249_1_1,3:R17,6067397_1_1,1,2010-06-14 08:41:06.000000,2010-06-14 08:57:56.000000,2010-06-14 08:44:12.000000,2010-06-14 08:47:01.000000,2340.299,626.239,4633.209,13.5874099811,8.69735427385,6.108301709
6029412_1_4,3:629,6005839_3_4,6,2010-06-05 21:53:59.000001,2010-06-05 22:17:15.000000,2010-06-05 21:54:44.000000,2010-06-05 21:58:25.000000,19868.091,163.591,17592.252,60.7783391752,31.6856757134,32.9944323501
6011097_1_2,10:125,6026699_1_2,1,2010-05-18 18:03:17.000000,2010-05-18 18:31:46.000001,2010-05-18 18:17:44.000000,2010-05-18 18:19:22.000000,910.993,1240.179,6787.791,13.1091000213,12.5443412037,8.8283564087
6101569_1_2,4:633S,6115896_1_2,1,2010-10-10 12:05:30.000001,2010-10-10 12:34:17.999999,2010-10-10 12:07:56.999999,2010-10-10 12:14:00.000000,10593.42,408.287,12412.752,23.2794336717,20.7823103075,18.9903541941
6059156_1_2,3:250,6074358_2_1,1,2010-06-18 18:55:03.000000,2010-06-18 19:23:48.000002,2010-06-18 18:57:34.000000,2010-06-18 19:05:22.000001,18969.807,548.339,10534.089,36.2797247998,18.36394354,32.9000247454
6031044_3_8,10:120,6028005_1_3,1,2010-05-20 22:43:21.000000,2010-05-20 23:04:31.000000,2010-05-20 22:49:09.000000,2010-05-20 22:55:51.000000,817.924,815.856,8658.136,15.9377285449,15.1997865611,5.34795878095
6059156_1_1,10:629,6077968_1_1,1,2010-06-18 07:41:02.000000,2010-06-18 08:07:17.000001,2010-06-18 07:53:14.000001,2010-06-18 08:03:35.000000,5653.933,2769.631,3942.424,19.2584549388,7.62426985826,15.3720626323
6030915_1_8,10:120,6028005_1_3,1,2010-05-20 22:43:21.000000,2010-05-20 23:04:31.000000,2010-05-20 22:49:09.000000,2010-05-20 22:55:51.000000,817.924,815.856,8658.136,15.9377285449,15.1997865611,5.34795878095
6010967_1_3,10:635,6027153_1_2,1,2010-05-19 19:15:34.999999,2010-05-19 19:21:21.000000,2010-05-19 19:40:25.000002,2010-05-19 19:41:15.999999,3448.198,1499.616,9841.832,11.180178026,2.0,24.9746428117
6023908_1_3,3:F20,6033603_5_2,1,2010-06-01 13:10:13.000000,2010-06-01 13:52:29.999999,2010-06-01 13:28:19.999999,2010-06-01 13:34:08.000000,4219.78,5247.031,21001.756,34.3462236122,34.1247053187,18.719337878
6016272_1_2,10:F22,6021321_2_4,1,2010-05-26 20:13:00.000001,2010-05-26 20:31:04.000000,2010-05-26 20:17:20.000000,2010-05-26 20:26:36.000000,17276.995,1423.122,6458.593,39.7331634559,12.0329559775,31.049276001
6018706_2_1,3:G24,6068278_1_2,2,2010-06-23 16:14:18.999998,2010-06-23 16:29:51.000000,2010-06-23 16:25:18.999999,2010-06-23 16:31:30.000000,6618.473,4104.613,1703.58,16.1874558404,6.69398410961,19.6908700239
6091892_2_1,3:R16,6028436_2_2,1,2010-06-04 08:58:36.000001,2010-06-04 09:11:43.000001,2010-06-04 08:59:46.000000,2010-06-04 09:02:55.000001,2569.194,164.516,3240.249,8.67969910232,6.53349190345,5.90662028436
