transit_id,stop_id,taxi_id,taxi_pos_sequence,taxi_arrival_time_transit_stop,taxi_destination_time,transit_destination_time,transit_original_destination_time,integration_distance,shared_distance,destinations_distance,taxi_private_cost,taxi_shared_cost,transit_shared_cost
6053864_1_2,10:D15,6068278_1_2,1,2010-06-23 16:16:09.000001,2010-06-23 16:21:39.000000,2010-06-23 16:37:42.000000,2010-06-23 16:46:22.000000,7183.424,1297.914,7746.953,16.1874558404,0.0,29.5494735107
6022639_2_2,3:234,6104045_2_1,3,2010-06-18 16:59:50.000001,2010-06-18 18:05:37.000001,2010-06-18 17:25:18.000000,2010-06-18 17:29:27.000000,27656.016,8310.059,24540.661,53.704269412,41.0692210938,59.8706899721
6072510_2_1,3:629,6068772_1_1,1,2010-06-18 09:12:03.000001,2010-06-18 09:14:34.000000,2010-06-18 09:27:02.999999,2010-06-18 09:35:41.000000,3396.815,567.112,3406.388,11.1569980928,0.0,14.469249998
6042285_1_3,10:G21,6021321_2_4,1,2010-05-26 20:02:56.000000,2010-05-26 20:47:20.000000,2010-05-26 20:19:08.999999,2010-05-26 20:35:05.000000,7818.262,8057.775,24064.22,39.7331634559,37.382021114,29.8889391335
6061249_1_1,3:R17,6067397_1_1,1,2010-06-14 08:41:06.000000,2010-06-14 08:57:56.000000,2010-06-14 08:44:12.000000,2010-06-14 08:47:01.000000,2340.299,626.239,4633.209,13.5874099811,7.19735427385,7.608301709
6029412_1_4,3:629,6005839_3_4,6,2010-06-05 21:53:59.000001,2010-06-05 22:17:15.000000,2010-06-05 21:54:44.000000,2010-06-05 21:58:25.000000,19868.091,163.591,17592.252,60.7783391752,29.9356757134,34.7444323501
6011097_1_2,10:125,6026699_1_2,1,2010-05-18 18:03:17.000000,2010-05-18 18:31:46.000001,2010-05-18 18:17:44.000000,2010-05-18 18:19:22.000000,910.993,1240.179,6787.791,13.1091000213,10.5443412037,10.8283564087
6101569_1_2,4:633S,6115896_1_2,1,2010-10-10 12:05:30.000001,2010-10-10 12:34:17.999999,2010-10-10 12:07:56.999999,2010-10-10 12:14:00.000000,10593.42,408.287,12412.752,23.2794336717,19.2823103075,20.4903541941
6059156_1_2,3:250,6074358_2_1,1,2010-06-18 18:55:03.000000,2010-06-18 19:23:48.000002,2010-06-18 18:57:34.000000,2010-06-18 19:05:22.000001,18969.807,548.339,10534.089,36.2797247998,16.36394354,34.9000247454
6031044_3_8,10:120,6028005_1_3,1,2010-05-20 22:43:21.000000,2010-05-20 23:04:31.000000,2010-05-20 22:49:09.000000,2010-05-20 22:55:51.000000,817.924,815.856,8658.136,15.9377285449,13.4497865611,7.09795878095
