transit_id,stop_id,taxi_id,taxi_pos_sequence,taxi_arrival_time_transit_stop,taxi_destination_time,transit_destination_time,transit_original_destination_time,integration_distance,shared_distance,destinations_distance,taxi_private_cost,taxi_shared_cost,transit_shared_cost
6053864_1_2,10:D15,6068278_1_2,1,2010-06-23 16:16:09.000001,2010-06-23 16:21:39.000000,2010-06-23 16:37:42.000000,2010-06-23 16:46:22.000000,7183.424,1297.914,7746.953,16.1874558404,5.74946418955,23.8000093212
6072510_2_1,3:629,6068772_1_1,1,2010-06-18 09:12:03.000001,2010-06-18 09:14:34.000000,2010-06-18 09:27:02.999999,2010-06-18 09:35:41.000000,3396.815,567.112,3406.388,11.1569980928,2.64835291337,11.8208970846
6061249_1_1,3:R17,6067397_1_1,1,2010-06-14 08:41:06.000000,2010-06-14 08:57:56.000000,2010-06-14 08:44:12.000000,2010-06-14 08:47:01.000000,2340.299,626.239,4633.209,13.5874099811,9.01509668626,5.79055929658
6029412_1_4,3:629,6005839_3_4,6,2010-06-05 21:53:59.000001,2010-06-05 22:17:15.000000,2010-06-05 21:54:44.000000,2010-06-05 21:58:25.000000,19868.091,163.591,17592.252,60.7783391752,45.4308285093,19.2492795541
6011097_1_2,10:125,6026699_1_2,1,2010-05-18 18:03:17.000000,2010-05-18 18:31:46.000001,2010-05-18 18:17:44.000000,2010-05-18 18:19:22.000000,910.993,1240.179,6787.791,13.1091000213,12.9952553262,8.37744228611
6059156_1_2,3:250,6074358_2_1,1,2010-06-18 18:55:03.000000,2010-06-18 19:23:48.000002,2010-06-18 18:57:34.000000,2010-06-18 19:05:22.000001,18969.807,548.339,10534.089,36.2797247998,31.3880534718,19.8759148137
6031044_3_8,10:121,6028005_1_3,1,2010-05-20 22:44:45.999999,2010-05-20 23:04:31.000000,2010-05-20 22:49:28.000000,2010-05-20 22:55:51.000000,1224.839,1538.64,8658.136,15.9377285449,14.401135854,6.84151498144
6059156_1_1,10:629,6077968_1_1,1,2010-06-18 07:41:02.000000,2010-06-18 08:07:17.000001,2010-06-18 07:53:14.000001,2010-06-18 08:03:35.000000,5653.933,2769.631,3942.424,19.2584549388,10.9090906943,12.0872417963
6030915_1_8,10:121,6028005_1_3,1,2010-05-20 22:44:45.999999,2010-05-20 23:04:31.000000,2010-05-20 22:49:28.000000,2010-05-20 22:55:51.000000,1224.839,1538.64,8658.136,15.9377285449,14.401135854,6.84151498144
6010967_1_3,10:635,6027153_1_2,1,2010-05-19 19:15:34.999999,2010-05-19 19:21:21.000000,2010-05-19 19:40:25.000002,2010-05-19 19:41:15.999999,3448.198,1499.616,9841.832,11.180178026,2.67826279932,24.2963800123
6016272_1_2,10:A41,6021321_2_4,5,2010-05-26 20:05:55.999999,2010-05-26 20:29:04.000000,2010-05-26 20:15:46.999999,2010-05-26 20:26:36.000000,10658.249,3010.502,6458.593,39.7331634559,22.5563291325,16.9683384815
