transit_id,taxi_id,detour_factor
6065158_2_1,6069496_1_3,0.5444444436983358
6065158_2_1,6069496_1_3,0.5444444436983358
6065158_2_1,6069496_1_3,0.5444444436983358
6065158_2_1,6069496_1_3,0.5444444436983358
6065158_2_1,6069496_1_3,0.5444444436983358
6065158_2_1,6069496_1_3,0.6314009653954582
6065158_2_1,6069496_1_3,0.6603864726278323
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6073513_1_6,0.9218859978338396
6073241_2_4,6073513_1_6,0.9218859978338396
6073241_2_4,6073513_1_6,0.9218859978338396
6073241_2_4,6073513_1_6,0.9218859978338396
6073241_2_4,6073513_1_6,0.9218859978338396
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6081235_1_2,0.972769028871391
6073241_2_4,6073513_1_6,0.9218859978338396
6073241_2_4,6073513_1_6,0.9218859978338396
6073241_2_4,6073513_1_6,0.9218859978338396
6073241_2_4,6073513_1_6,0.9218859978338396
6073241_2_4,6073513_1_6,0.9218859978338396
6073241_2_4,6073513_1_6,0.9218859978338396
6073241_2_4,6073513_1_6,0.9218859978338396
6073241_2_4,6073513_1_6,0.9218859978338396
6073241_2_4,6073513_1_6,0.9218859978338396
6073241_2_4,6073513_1_6,0.9218859978338396
6087484_1_2,6086311_1_3,-0.2258064493425409
6087484_1_2,6086311_1_3,-0.2258064493425409
6087484_1_2,6086311_1_3,0.17302052836662912
6087484_1_2,6086311_1_3,0.17302052836662912
6087484_1_2,6086311_1_3,0.5483871013149182
6087484_1_2,6086311_1_3,0.5483871013149182
6087484_1_2,6086311_1_3,0.8680351931613935
6090174_1_4,6088818_1_2,0.3362831852876107
6090174_1_4,6088818_1_2,0.3362831852876107
6090174_1_4,6088818_1_2,0.3030973445796461
6090174_1_4,6088818_1_2,0.3030973445796461
6090174_1_4,6088818_1_2,0.3362831852876107
6090174_1_4,6088818_1_2,0.3362831852876107
6090174_1_4,6088818_1_2,0.17035398174778768
6090174_1_4,6088818_1_2,0.17035398174778768
6090174_1_4,6088818_1_2,0.17035398174778768
6090174_1_4,6088818_1_2,0.17035398174778768
6090174_1_4,6088818_1_2,0.17035398174778768
6090174_1_4,6088818_1_2,0.17035398174778768
6090554_1_4,6097071_1_4,0.3116883135810798
6090934_1_4,6088818_1_2,0.6272123888274337
6090934_1_4,6088818_1_2,0.6272123888274337
6090934_1_4,6088818_1_2,0.6272123888274337
6090934_1_4,6088818_1_2,0.6272123888274337
6090934_1_4,6088818_1_2,0.6272123888274337
6090934_1_4,6088818_1_2,0.6272123888274337
6090934_1_4,6088818_1_2,0.6603982295353983
6090934_1_4,6088818_1_2,0.6603982295353983
6090934_1_4,6088818_1_2,0.6603982295353983
6090934_1_4,6088818_1_2,0.6603982295353983
6090934_1_4,6088818_1_2,0.6603982295353983
6090934_1_4,6088818_1_2,0.6603982295353983
6090934_1_4,6088818_1_2,0.6272123888274337
6090934_1_4,6088818_1_2,0.6272123888274337
6090934_1_4,6088818_1_2,0.6272123888274337
6090934_1_4,6088818_1_2,0.6272123888274337
6090934_1_4,6088818_1_2,0.6272123888274337
6090934_1_4,6088818_1_2,0.6272123888274337
6090934_1_4,6088818_1_2,0.6603982295353983
6090934_1_4,6088818_1_2,0.6603982295353983
6090934_1_4,6088818_1_2,0.6603982295353983
6090934_1_4,6088818_1_2,0.6603982295353983
6090934_1_4,6088818_1_2,0.6603982295353983
6090934_1_4,6088818_1_2,0.6603982295353983
6092467_1_2,6059883_1_2,0.9824000021145602
6092467_1_2,6059883_1_2,0.9824000021145602
6092467_1_2,6059883_1_2,0.9824000021145602
6092467_1_2,6059883_1_2,0.9504000020804269
6092467_1_2,6059883_1_2,0.9504000020804269
6092467_1_2,6059883_1_2,0.9504000020804269
6092467_1_2,6059883_1_2,0.9824000021145602
6092467_1_2,6059883_1_2,0.9824000021145602
6092467_1_2,6059883_1_2,0.9824000021145602
6095558_1_4,6119629_1_3,0.9177215214148373
6095558_1_4,6119629_1_3,0.7278481034529722
6095558_1_4,6119629_1_3,0.7278481034529722
6095558_1_4,6119629_1_3,0.8037974706377183
6095558_1_4,6119629_1_3,0.8037974706377183
6096067_1_5,6118830_1_2,0.6991327540366025
6096067_1_5,6118830_1_2,0.6791194118218015
6096067_1_5,6118830_1_2,0.6791194118218015
6096067_1_5,6118830_1_2,0.6791194118218015
6096067_1_5,6118830_1_2,0.6791194118218015
6096067_1_5,6118830_1_2,0.7191460962514035
6096067_1_5,6118830_1_2,0.7191460962514035
6096067_1_5,6118830_1_2,0.7991994651106072
6096067_1_5,6118830_1_2,0.6791194118218015
6096067_1_5,6118830_1_2,0.6791194118218015
6096067_1_5,6118830_1_2,0.6791194118218015
6096067_1_5,6118830_1_2,0.6791194118218015
6096067_1_5,6118830_1_2,0.6791194118218015
6096067_1_5,6118830_1_2,0.6791194118218015
6096067_1_5,6118830_1_2,0.6791194118218015
6096067_1_5,6118830_1_2,0.7591727806810054
6096067_1_5,6118830_1_2,0.7191460962514035
6096067_1_5,6118830_1_2,0.7191460962514035
6096067_1_5,6118830_1_2,0.7191460962514035
6096067_1_5,6118830_1_2,0.7191460962514035
6096067_1_5,6118830_1_2,0.7191460962514035
6096067_1_5,6118830_1_2,0.7191460962514035
6096067_1_5,6118830_1_2,0.7191460962514035
6096067_1_5,6118830_1_2,0.7591727806810054
6096067_1_5,6118830_1_2,0.8792528339698111
6096067_1_5,6118830_1_2,0.8792528339698111
6096067_1_5,6118830_1_2,0.8792528339698111
6096067_1_5,6118830_1_2,0.8792528339698111
6096067_1_5,6118830_1_2,0.8792528339698111
6096067_1_5,6118830_1_2,0.8792528339698111
6096067_1_5,6118830_1_2,0.8792528339698111
6096067_1_5,6118830_1_2,0.8792528339698111
6096067_1_5,6118830_1_2,0.8992661761846121
6096067_1_5,6118830_1_2,0.8992661761846121
6096067_1_5,6118830_1_2,0.8992661761846121
6096067_1_5,6118830_1_2,0.8992661761846121
6096067_1_5,6118830_1_2,0.8992661761846121
6096067_1_5,6118830_1_2,0.8992661761846121
6096067_1_5,6118830_1_2,0.8992661761846121
6096067_1_5,6118830_1_2,0.8992661761846121
6096067_1_5,6118830_1_2,0.8992661761846121
6096067_1_5,6118830_1_2,0.8992661761846121
6096067_1_5,6118830_1_2,0.8992661761846121
6096067_1_5,6118830_1_2,0.8992661761846121
6096067_1_5,6118830_1_2,0.8992661761846121
6096067_1_5,6118830_1_2,0.8992661761846121
6096067_1_5,6118830_1_2,0.8992661761846121
6096067_1_5,6118830_1_2,0.8992661761846121
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9192795183994131
6096067_1_5,6118830_1_2,0.9192795183994131
6096067_1_5,6118830_1_2,0.9192795183994131
6096067_1_5,6118830_1_2,0.9192795183994131
6096067_1_5,6118830_1_2,0.9192795183994131
6096067_1_5,6118830_1_2,0.9192795183994131
6096067_1_5,6118830_1_2,0.9192795183994131
6096067_1_5,6118830_1_2,0.9192795183994131
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.9392928606142141
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.959306202829015
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.999332887258617
6096067_1_5,6118830_1_2,0.999332887258617
6096067_1_5,6118830_1_2,0.999332887258617
6096067_1_5,6118830_1_2,0.999332887258617
6096067_1_5,6118830_1_2,0.999332887258617
6096067_1_5,6118830_1_2,0.999332887258617
6096067_1_5,6118830_1_2,0.999332887258617
6096067_1_5,6118830_1_2,0.999332887258617
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.999332887258617
6096067_1_5,6118830_1_2,0.999332887258617
6096067_1_5,6118830_1_2,0.999332887258617
6096067_1_5,6118830_1_2,0.999332887258617
6096067_1_5,6118830_1_2,0.999332887258617
6096067_1_5,6118830_1_2,0.999332887258617
6096067_1_5,6118830_1_2,0.999332887258617
6096067_1_5,6118830_1_2,0.999332887258617
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6096067_1_5,6118830_1_2,0.979319545043816
6098740_1_1,6098622_1_3,0.08940397350993377
6101182_1_4,6111427_1_3,0.9982311314868921
6101182_1_4,6111427_1_3,0.9982311314868921
6101182_1_4,6111427_1_3,0.9982311314868921
