transit_id,stop_id,taxi_id,taxi_pos_sequence,taxi_private_cost,taxi_shared_cost,transit_shared_cost
6010079_1_2,10:609,6005839_3_2,9,16.7396157435,8.82764381312,48.2369909583
6029412_1_4,3:629,6005839_3_4,6,60.7783391752,45.4308285093,19.2492795541
6029412_1_4,3:629,6005839_3_4,9,60.7783391752,46.1668319453,18.3932761181
6029412_1_4,3:629,6005839_3_4,10,60.7783391752,49.3930650672,15.1603763362
6029412_1_4,3:629,6005839_3_4,11,60.7783391752,52.0751539585,12.4782874449
6029412_1_4,3:629,6005839_3_4,13,60.7783391752,53.5224171163,11.0310242871
6029412_2_2,10:628,6005839_3_4,6,60.7783391752,45.3663518567,21.4241105853
6029412_2_2,10:628,6005839_3_4,9,60.7783391752,46.1623552927,20.6281071493
6029412_2_2,10:628,6005839_3_4,10,60.7783391752,49.3919217446,17.3985406973
6029412_2_2,10:628,6005839_3_4,11,60.7783391752,52.0740106358,14.7164518061
6029412_2_2,10:628,6005839_3_4,13,60.7783391752,53.5212737936,13.2691886483
6029412_2_2,10:629,6005839_3_4,1,60.7783391752,43.6313892656,21.1883888361
6029412_2_2,10:629,6005839_3_4,6,60.7783391752,44.9984164304,19.9480283313
6029412_2_2,10:629,6005839_3_4,9,60.7783391752,45.7344198664,19.0920248953
6029412_2_2,10:629,6005839_3_4,10,60.7783391752,48.9606529883,15.8591251134
6029412_2_2,10:629,6005839_3_4,11,60.7783391752,51.6427418796,13.1770362221
6029412_2_2,10:629,6005839_3_4,13,60.7783391752,53.0900050374,11.7297730643
6030582_1_4,3:626,6073513_1_6,1,29.8408549602,21.1370973055,12.1294691834
6030582_1_4,3:626,6073513_1_6,3,29.8408549602,21.6191180916,11.6474483973
6030582_1_4,3:626,6073513_1_6,5,29.8408549602,23.7500431387,9.51652335015
6030582_1_4,3:626,6073513_1_6,6,29.8408549602,24.5947845858,8.67178190307
6030582_1_4,3:626,6073513_1_6,7,29.8408549602,25.03217773,8.23438875889
6032078_1_4,10:632,6005839_3_4,6,60.7783391752,39.5928925307,29.6816449524
6032078_1_4,10:632,6005839_3_4,9,60.7783391752,40.3888959667,28.8856415165
6032078_1_4,10:632,6005839_3_4,13,60.7783391752,47.7478144677,21.5267230155
6032078_1_4,10:631,6005839_3_4,1,60.7783391752,38.5020174867,29.3118678471
6032078_1_4,10:631,6005839_3_4,6,60.7783391752,39.8057113215,28.0081740122
6032078_1_4,10:631,6005839_3_4,9,60.7783391752,40.6017147575,27.2121705763
6032078_1_4,10:631,6005839_3_4,10,60.7783391752,43.8312812094,23.9826041243
6032078_1_4,10:631,6005839_3_4,11,60.7783391752,46.5133701007,21.3005152331
6032078_1_4,10:631,6005839_3_4,13,60.7783391752,47.9606332585,19.8532520753
6032078_1_4,10:630,6005839_3_4,1,60.7783391752,38.9950039175,24.9070263049
6032078_1_4,10:630,6005839_3_4,6,60.7783391752,40.2986977524,23.6033324701
6032078_1_4,10:630,6005839_3_4,9,60.7783391752,41.0947011883,22.8073290341
6032078_1_4,10:630,6005839_3_4,10,60.7783391752,44.3242676403,19.5777625821
6032078_1_4,10:630,6005839_3_4,11,60.7783391752,47.0063565315,16.8956736909
6032078_1_4,10:630,6005839_3_4,13,60.7783391752,48.4536196893,15.4484105331
6032078_1_4,10:629,6005839_3_4,1,60.7783391752,39.8230530094,24.537934261
